File,Formula,Energy,Bandgap,Application,Type,Space_Group,Stability,E_Above_Hull,Is_Viable,Decomposition
LiGa6(SiAs)2_id1942_Final_E-3.23.cif,LiGa6(SiAs)2,-3.23,0.0,Metal (Conductor),Metal,P4/mnc (128),Unstable,0.6346,False,"Li2Ga7 (0.41), GaAs (0.36), Si (0.18), Ga (0.05)"
Mg3(Se2S3)2_id2431_Final_E-3.66.cif,Mg3(Se2S3)2,-3.66,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.6478,False,"MgSe2 (0.38), SeS7 (0.41), MgS (0.21)"
N2O5_id2950_Final_E-5.88_REFINED_P4_2_nnm.cif,N2O5,-5.88,0.0,Metal (Conductor),Metal,P4_2/nnm (134),Unstable,0.6525,False,"NO3 (0.57), NO2 (0.43)"
MgP_id3175_Final_E-3.43.cif,MgP,-3.43,0.0,Metal (Conductor),Metal,P222 (16),Unstable,0.6533,False,"MgP4 (0.25), Mg3P2 (0.75)"
Li7BSb2O11_id283_Final_E-5.49_REFINED_Pna2_1.cif,Li7BSb2O11,-5.49,0.0,Metal (Conductor),Metal,Pna2_1 (33),Unstable,0.6594,False,"LiO8 (0.06), LiSbO3 (0.02), Li3SbO4 (0.74), LiBO2 (0.19)"
As2PSeS16_id949_Final_E-3.96.cif,As2PSeS16,-3.96,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.6624,False,"AsS2 (0.30), P2S7 (0.23), S (0.08), SeS7 (0.40)"
SrS20_id180_Final_E-3.62.cif,SrS20,-3.62,0.0,Metal (Conductor),Metal,Pm (6),Unstable,0.6653,False,"SrS3 (0.19), S (0.81)"
Li3ZnBO9_id2644_Final_E-5.04.cif,Li3ZnBO9,-5.04,0.0,Metal (Conductor),Metal,Pna2_1 (33),Unstable,0.6691,False,"LiO8 (0.43), Li6B4O9 (0.15), ZnO (0.14), Li3BO3 (0.28)"
K11In3(BO)6_id2455_Final_E-4.06.cif,K11In3(BO)6,-4.06,0.0,Metal (Conductor),Metal,P-31c (163),Unstable,0.6695,False,"K8In11 (0.20), B6O (0.15), KBO2 (0.42), K (0.23)"
K50Cd2SnSb2_id3193_Final_E-0.68.cif,K50Cd2SnSb2,-0.68,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.6698,False,"K3Cd16 (0.02), K2CdSn (0.07), K (0.76), K3Sb (0.15)"
LiMg(SO)2_id898_Final_E-4.88.cif,LiMg(SO)2,-4.88,0.0,Metal (Conductor),Metal,C222_1 (20),Unstable,0.6707,False,"LiS4 (0.36), Li2S (0.02), Li2SO4 (0.29), MgO (0.33)"
LiAsO6_id3323_Final_E-5.10.cif,LiAsO6,-5.1,0.0,Metal (Conductor),Metal,P6_322 (182),Unstable,0.6737,False,"LiAsO3 (0.62), O2 (0.38)"
Li7Ca3(SiAs)3_id330_Final_E-3.12.cif,Li7Ca3(SiAs)3,-3.12,0.0,Metal (Conductor),Metal,P31m (157),Unstable,0.6747,False,"LiCaSi2 (0.33), Li3As (0.33), LiCaAs (0.31), Si (0.02)"
Ga(GeO2)2_id1277_Final_E-5.83.cif,Ga(GeO2)2,-5.83,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.6775,False,"Ga4GeO8 (0.46), GeO2 (0.43), Ge (0.11)"
Ca2In2PS7_id340_Final_E-4.29.cif,Ca2In2PS7,-4.29,0.0,Metal (Conductor),Metal,C2/m (12),Unstable,0.6804,False,"CaPS3 (0.42), In2S3 (0.42), CaS (0.17)"
LiMg4Al2Sn_id2576_Final_E-1.93.cif,LiMg4Al2Sn,-1.93,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.6836,False,"MgAl2 (0.07), Mg17Al12 (0.49), Li2MgSn (0.25), Mg2Sn (0.19)"
K2Na2AsS4_id468_Final_E-3.34.cif,K2Na2AsS4,-3.34,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.6885,False,"K3AsS4 (0.44), Na3AsS3 (0.26), K3AsS3 (0.13), Na2S (0.17)"
K2SbO5_id1613_Final_E-4.85.cif,K2SbO5,-4.85,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.6897,False,"KSbO3 (0.62), KO2 (0.38)"
Cd6Ga35_id2858_Final_E-2.03.cif,Cd6Ga35,-2.03,0.0,Metal (Conductor),Metal,P2 (3),Unstable,0.69,False,"Ga (0.85), Cd (0.15)"
GeSbNO2_id2378_Final_E-5.99.cif,GeSbNO2,-5.99,0.0,Metal (Conductor),Metal,Pca2_1 (29),Unstable,0.6921,False,"Sb2O3 (0.50), Ge2N2O (0.50)"
NaCa_id3107_Final_E-0.97.cif,NaCa,-0.97,0.0,Metal (Conductor),Metal,P4/mmm (123),Unstable,0.6941,False,"Ca (0.50), Na (0.50)"
Zn2SnO9_id1384_Final_E-4.68.cif,Zn2SnO9,-4.68,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.6989,False,"SnO2 (0.25), O2 (0.42), ZnO (0.33)"
SeSO2_id711_Final_E-4.82.cif,SeSO2,-4.82,0.0,Metal (Conductor),Metal,P4_2/mmc (131),Unstable,0.7037,False,"SO2 (0.75), Se (0.25)"
KLiSn_id576_Final_E-1.92.cif,KLiSn,-1.92,0.0,Metal (Conductor),Metal,Pmmm (47),Unstable,0.726,False,"Li5Sn2 (0.47), K (0.13), KSn (0.40)"
K7MgIn6_id2406_Final_E-1.23.cif,K7MgIn6,-1.23,0.0,Metal (Conductor),Metal,P-31c (163),Unstable,0.7289,False,"Mg149In (0.07), K8In11 (0.74), K (0.19)"
KZn2O4_id2323_Final_E-4.06.cif,KZn2O4,-4.06,0.0,Metal (Conductor),Metal,P-42_1m (113),Unstable,0.7324,False,"ZnO (0.57), KO2 (0.43)"
Cd11Ga2_id158_Final_E-0.51.cif,Cd11Ga2,-0.51,0.0,Metal (Conductor),Metal,Pmm2 (25),Unstable,0.7368,False,"Ga (0.15), Cd (0.85)"
K4Si2PO2_id1158_Final_E-3.99.cif,K4Si2PO2,-3.99,0.0,Metal (Conductor),Metal,P4/mmm (123),Unstable,0.7389,False,"KSi (0.19), K2SiO3 (0.44), K2SiP2 (0.28), K (0.09)"
InSi4_id2618_Final_E-4.15.cif,InSi4,-4.15,0.0,Metal (Conductor),Metal,C2/c (15),Unstable,0.7406,False,"Si (0.80), In (0.20)"
K15NaCaSn5_id1796_Final_E-1.24.cif,K15NaCaSn5,-1.24,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.7464,False,"Na15Sn4 (0.06), KSn (0.34), K (0.51), CaSn (0.09)"
CdSi2Ge9S2_id3169_Final_E-3.89.cif,CdSi2Ge9S2,-3.89,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.7485,False,"SiS2 (0.11), CdS (0.14), Ge (0.64), Si (0.11)"
ScSiO19_id990_Final_E-5.23.cif,ScSiO19,-5.23,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.7514,False,"Sc2Si2O7 (0.26), O2 (0.74)"
K34Na3CaO6_id1402_Final_E-1.51.cif,K34Na3CaO6,-1.51,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.7537,False,"K2O (0.24), Na2O (0.10), K (0.61), CaO (0.05)"
Mg3Te2(SeS6)2_id498_Final_E-3.58_REFINED_P2.cif,Mg3Te2(SeS6)2,-3.58,0.0,Metal (Conductor),Metal,P2 (3),Unstable,0.7562,False,"TeSe (0.08), MgS (0.32), Te (0.07), SeS7 (0.54)"
K2Li(TiBe)2_id2519_Final_E-3.24.cif,K2Li(TiBe)2,-3.24,0.0,Metal (Conductor),Metal,C2/m (12),Unstable,0.7573,False,"TiBe2 (0.43), K (0.29), Ti (0.14), Li (0.14)"
Na2Sr(Zn2Sn)2_id620_Final_E-1.44.cif,Na2Sr(Zn2Sn)2,-1.44,0.0,Metal (Conductor),Metal,I4/mcm (140),Unstable,0.76,False,"Na20Zn7Sn12 (0.43), Na5Sn2 (0.01), SrZnSn (0.27), SrZn13 (0.30)"
K(SeO2)2_id381_Final_E-4.67.cif,K(SeO2)2,-4.67,0.0,Metal (Conductor),Metal,I4_1/a (88),Unstable,0.7615,False,"K2Se2O5 (0.59), KSe3 (0.04), SeO2 (0.36)"
BP12_id3366_Final_E-4.80.cif,BP12,-4.8,0.0,Metal (Conductor),Metal,I432 (211),Unstable,0.7734,False,"BP (0.15), P (0.85)"
Li2Mg(AsO3)2_id958_Final_E-5.49.cif,Li2Mg(AsO3)2,-5.49,0.0,Metal (Conductor),Metal,P4/mnc (128),Unstable,0.7829,False,"Mg17(As3O16)2 (0.29), Li3AsO4 (0.48), As2O3 (0.22), As (0.00)"
Ba3Li2AsO15_id2711_Final_E-5.07_REFINED_Cm.cif,Ba3Li2AsO15,-5.07,0.0,Metal (Conductor),Metal,Cm (8),Unstable,0.7864,False,"LiO8 (0.37), Li3AsO4 (0.15), BaO2 (0.30), Ba3(AsO4)2 (0.19)"
BeSbCN_id2793_Final_E-6.09.cif,BeSbCN,-6.09,0.0,Metal (Conductor),Metal,Pca2_1 (29),Unstable,0.7906,False,"Be3N2 (0.31), C (0.19), Sb (0.25), BeCN2 (0.25)"
NaO2_id1705_Final_E-3.86.cif,NaO2,-3.86,0.0,Metal (Conductor),Metal,Fm-3m (225),Unstable,0.7927,False,NaO2 (1.00)
ZnCdSeS_id1199_Final_E-2.62.cif,ZnCdSeS,-2.62,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.7931,False,"ZnS (0.50), CdSe (0.50)"
TiS_id3172_Final_E-6.94.cif,TiS,-6.94,0.0,Metal (Conductor),Metal,Im-3m (229),Unstable,0.7958,False,TiS (1.00)
LiGaP2O13_id2782_Final_E-5.62.cif,LiGaP2O13,-5.62,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.801,False,"LiPO3 (0.29), GaPO4 (0.35), O2 (0.35)"
MgSc2_id162_Final_E-3.99.cif,MgSc2,-3.99,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.8038,False,MgSc2 (1.00)
GaO4_id1353_Final_E-4.89.cif,GaO4,-4.89,0.0,Metal (Conductor),Metal,P4_2/nmc (137),Unstable,0.8085,False,"Ga2O3 (0.50), O2 (0.50)"
LiSeS3O2_id326_Final_E-4.47.cif,LiSeS3O2,-4.47,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.8133,False,"Li2SO4 (0.50), SeS7 (0.41), Se (0.09)"
TiO6_id2542_Final_E-6.05.cif,TiO6,-6.05,0.0,Metal (Conductor),Metal,P-1 (2),Unstable,0.8197,False,"TiO2 (0.43), O2 (0.57)"
K7NaO4_id1789_Final_E-2.85_REFINED_Pm.cif,K7NaO4,-2.85,0.0,Metal (Conductor),Metal,Pm (6),Unstable,0.829,False,"K2O (0.88), Na2O (0.12)"
Li7B(AsO2)2_id1838_Final_E-4.54.cif,Li7B(AsO2)2,-4.54,0.0,Metal (Conductor),Metal,P2_12_12 (18),Unstable,0.8293,False,"Li3BO3 (0.50), LiAs (0.29), Li2O (0.21)"
AsS4O_id3129_Final_E-4.11_REFINED_P2_12_12_1.cif,AsS4O,-4.11,0.0,Metal (Conductor),Metal,P2_12_12_1 (19),Unstable,0.8311,False,"AsS2 (0.50), SO2 (0.25), S (0.25)"
InAs_id1352_Final_E-3.08.cif,InAs,-3.08,0.0,Metal (Conductor),Metal,P4/mmm (123),Unstable,0.8541,False,InAs (1.00)
Ti11Zn2_id361_Final_E-6.09.cif,Ti11Zn2,-6.09,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.8569,False,"Ti2Zn (0.46), Ti (0.54)"
TiGa(Te6S)2_id2117_Final_E-3.12.cif,TiGa(Te6S)2,-3.12,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.8571,False,"TiS2 (0.19), Ga2Te5 (0.22), Te (0.59)"
KLi3Se3O4_id1728_Final_E-4.15.cif,KLi3Se3O4,-4.15,0.0,Metal (Conductor),Metal,Pm-3n (223),Unstable,0.869,False,"K2Se3 (0.13), Li4SeO5 (0.61), KSe3 (0.16), Li2SeO4 (0.11)"
B(AsN)12_id933_Final_E-5.75.cif,B(AsN)12,-5.75,0.0,Metal (Conductor),Metal,I432 (211),Unstable,0.872,False,"N2 (0.44), As (0.48), BN (0.08)"
In7S_id2405_Final_E-2.23.cif,In7S,-2.23,0.0,Metal (Conductor),Metal,P4_2/mbc (135),Unstable,0.8805,False,"InS (0.25), In (0.75)"
Li28BAsO8_id2539_Final_E-3.25.cif,Li28BAsO8,-3.25,0.0,Metal (Conductor),Metal,Pm (6),Unstable,0.8824,False,"LiB (0.05), Li2O (0.63), Li3As (0.11), Li (0.21)"
Na4Cd3_id2238_Final_E-0.32.cif,Na4Cd3,-0.32,0.0,Metal (Conductor),Metal,P3m1 (156),Unstable,0.883,False,"Na3Cd (0.64), NaCd3 (0.36)"
Na2PO_id2064_Final_E-3.80.cif,Na2PO,-3.8,0.0,Metal (Conductor),Metal,P4/mmm (123),Unstable,0.8924,False,"Na3P (0.25), Na3PO4 (0.50), NaP (0.25)"
Ti3Zn3Sn3Te16_id3058_Final_E-3.31.cif,Ti3Zn3Sn3Te16,-3.31,0.0,Metal (Conductor),Metal,P6_3/m (176),Unstable,0.9171,False,"TiTe2 (0.36), ZnTe (0.24), Te (0.16), SnTe (0.24)"
LiZn2O8_id774_Final_E-4.07.cif,LiZn2O8,-4.07,0.0,Metal (Conductor),Metal,Pm (6),Unstable,0.9176,False,"Li2O2 (0.05), LiO8 (0.58), ZnO (0.36)"
K9Na2_id2876_Final_E-0.23.cif,K9Na2,-0.23,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.919,False,"Na (0.18), K (0.82)"
Ba2Sr6Ca29_id3147_Final_E-1.03.cif,Ba2Sr6Ca29,-1.03,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.9209,False,"Ba (0.01), BaSr4 (0.20), Ca (0.78)"
Na6Li12Cd7In3_id83_Final_E-0.91.cif,Na6Li12Cd7In3,-0.91,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.9276,False,"Li2In (0.21), Li2CdIn (0.14), LiCd (0.43), Na (0.21)"
LiTi2(Se3S5)2_id3198_Final_E-4.09.cif,LiTi2(Se3S5)2,-4.09,0.0,Metal (Conductor),Metal,Pm (6),Unstable,0.934,False,"TiSe2 (0.32), Li2Se (0.08), Se (0.00), SeS7 (0.60)"
BaAs(Se4S3)2_id1932_Final_E-3.36.cif,BaAs(Se4S3)2,-3.36,0.0,Metal (Conductor),Metal,Cmc2_1 (36),Unstable,0.9383,False,"BaSe3 (0.25), As2Se3 (0.16), Se (0.17), SeS7 (0.43)"
Mg4Al8Ga4Si5_id830_Final_E-2.71.cif,Mg4Al8Ga4Si5,-2.71,0.0,Metal (Conductor),Metal,Cccm (66),Unstable,0.9467,False,"Si (0.24), Al (0.38), MgGa (0.38)"
NaIn(SO4)3_id1773_Final_E-5.33.cif,NaIn(SO4)3,-5.33,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.9479,False,"SO3 (0.12), Na2S2O7 (0.32), In2(SO4)3 (0.50), O2 (0.06)"
NaZn2GaO4_id2281_Final_E-4.39.cif,NaZn2GaO4,-4.39,0.0,Metal (Conductor),Metal,P4/mmm (123),Unstable,0.9489,False,"ZnO (0.50), NaGaO2 (0.50)"
ScZn6(SeS3)2_id68_Final_E-3.30_REFINED_C2.cif,ScZn6(SeS3)2,-3.3,0.0,Metal (Conductor),Metal,C2 (5),Unstable,0.9514,False,"Sc2S3 (0.17), ZnS (0.54), ZnSe (0.26), SeS7 (0.03)"
KMgS2O3_id583_Final_E-4.83_REFINED_C2.cif,KMgS2O3,-4.83,0.0,Metal (Conductor),Metal,C2 (5),Unstable,0.9619,False,"K2Mg2(SO4)3 (0.43), KS3 (0.27), K2SO4 (0.11), MgO (0.20)"
NaCdSO5_id2438_Final_E-4.75.cif,NaCdSO5,-4.75,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.967,False,"Na2Cd(SO4)2 (0.81), CdO (0.12), O2 (0.06)"
K3Cd2InGa2_id661_Final_E-0.90.cif,K3Cd2InGa2,-0.9,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.97,False,"K2Ga3 (0.42), K8In11 (0.22), K3Cd16 (0.30), K (0.07)"
SiS2_id2849_Final_E-4.60.cif,SiS2,-4.6,0.0,Metal (Conductor),Metal,I4_1/amd (141),Unstable,0.9774,False,SiS2 (1.00)
ScGeBS18_id146_Final_E-3.86.cif,ScGeBS18,-3.86,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.988,False,"GeS2 (0.14), S (0.60), Sc2S3 (0.12), BS2 (0.14)"
ScTiO18_id3079_Final_E-5.20_REFINED_C2.cif,ScTiO18,-5.2,0.0,Metal (Conductor),Metal,C2 (5),Unstable,0.9896,False,"Sc2Ti2O7 (0.27), O2 (0.73)"
Li(Mg2Zn)2_id2755_Final_E-0.67.cif,Li(Mg2Zn)2,-0.67,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.9961,False,"Mg21Zn25 (0.18), Mg149Zn (0.33), Li7Mg8Zn9 (0.49)"
Ti2Be3Al2B_id2512_Final_E-4.60_REFINED_C2.cif,Ti2Be3Al2B,-4.6,0.0,Metal (Conductor),Metal,C2 (5),Unstable,0.9966,False,"TiAl2 (0.32), Ti2Be17 (0.42), TiB2 (0.19), TiAl (0.07)"
KGaSeS2_id279_Final_E-3.27.cif,KGaSeS2,-3.27,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.9973,False,"KSe3 (0.17), Ga2Se3 (0.10), KGaS2 (0.63), SeS7 (0.10)"
KMg(TeO)4_id722_Final_E-4.08.cif,KMg(TeO)4,-4.08,0.0,Metal (Conductor),Metal,Pban (50),Unstable,1.0048,False,"Mg2Te3O8 (0.65), K2Te3 (0.25), Te (0.10)"
Ba2LiPO5_id3151_Final_E-6.02.cif,Ba2LiPO5,-6.02,0.0,Metal (Conductor),Metal,Cmcm (63),Unstable,1.0057,False,"Ba3(PO4)2 (0.72), BaO (0.11), Li2O (0.17)"
Li6Mg8ScTi_id2116_Final_E-1.45.cif,Li6Mg8ScTi,-1.45,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.0087,False,"LiMg2 (0.28), MgSc2 (0.09), LiMg (0.56), Ti (0.06)"
Li5AsO2_id1533_Final_E-3.67.cif,Li5AsO2,-3.67,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.0102,False,"LiAs (0.25), Li2O (0.75)"
K2Na2SrO36_id433_Final_E-3.93.cif,K2Na2SrO36,-3.93,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.0139,False,"NaO2 (0.15), KO2 (0.15), SrO2 (0.07), O2 (0.63)"
Ge6Te3As3Se7_id899_Final_E-3.38_REFINED_C2.cif,Ge6Te3As3Se7,-3.38,0.0,Metal (Conductor),Metal,C2 (5),Unstable,1.0148,False,"GeAsSe (0.32), GeSe2 (0.39), Ge3(Te3As)2 (0.29)"
Li9Mg4(Cd2Ga5)2_id1365_Final_E-1.36.cif,Li9Mg4(Cd2Ga5)2,-1.36,0.0,Metal (Conductor),Metal,P4_2/nnm (134),Unstable,1.0179,False,"MgCd2 (0.11), LiMgCd2 (0.15), MgGa (0.15), LiGa (0.59)"
LiAlSbS6_id1042_Final_E-3.67.cif,LiAlSbS6,-3.67,0.0,Metal (Conductor),Metal,Cmme (67),Unstable,1.035,False,"LiS4 (0.40), LiAlS2 (0.13), Sb2S3 (0.28), Al2S3 (0.20)"
SiGe6O23_id3247_Final_E-5.42_REFINED_C2.cif,SiGe6O23,-5.42,0.0,Metal (Conductor),Metal,C2 (5),Unstable,1.0518,False,"SiO2 (0.10), GeO2 (0.60), O2 (0.30)"
Ti2C7_id2655_Final_E-8.24.cif,Ti2C7,-8.24,0.0,Metal (Conductor),Metal,P4_2/nbc (133),Unstable,1.052,False,"TiC (0.44), C (0.56)"
K3Ca2(AlGa)2_id738_Final_E-1.55_REFINED_Pm.cif,K3Ca2(AlGa)2,-1.55,0.0,Metal (Conductor),Metal,Pm (6),Unstable,1.055,False,"CaAl2 (0.33), CaGa2 (0.33), K (0.33)"
MgN_id364_Final_E-4.65.cif,MgN,-4.65,0.0,Metal (Conductor),Metal,P-1 (2),Unstable,1.0647,False,"Mg3N2 (0.83), N2 (0.17)"
Al19Zn12_id2753_Final_E-1.71.cif,Al19Zn12,-1.71,0.0,Metal (Conductor),Metal,P222 (16),Unstable,1.0733,False,"Zn (0.39), Al (0.61)"
Ba2Sc4SnTe5_id1466_Final_E-4.47.cif,Ba2Sc4SnTe5,-4.47,0.0,Metal (Conductor),Metal,P2/m (10),Unstable,1.0748,False,"Sc6Sn5 (0.18), Ba(ScTe2)2 (0.12), ScTe (0.40), BaTe (0.30)"
MgS_id2898_Final_E-3.47.cif,MgS,-3.47,0.0,Metal (Conductor),Metal,Pm (6),Unstable,1.0759,False,MgS (1.00)
Mg(AlIn4)3_id2318_Final_E-1.80_REFINED_Pm.cif,Mg(AlIn4)3,-1.8,0.0,Metal (Conductor),Metal,Pm (6),Unstable,1.0779,False,"In (0.69), Al (0.19), MgIn (0.12)"
Ca9Ga_id2602_Final_E-1.14.cif,Ca9Ga,-1.14,0.0,Metal (Conductor),Metal,Pbam (55),Unstable,1.0781,False,"Ca28Ga11 (0.35), Ca (0.65)"
Na6Ca6O_id2180_Final_E-1.34.cif,Na6Ca6O,-1.34,0.0,Metal (Conductor),Metal,Pm-3 (200),Unstable,1.0853,False,"Na (0.46), CaO (0.15), Ca (0.38)"
Al3Zn2_id658_Final_E-1.66.cif,Al3Zn2,-1.66,0.0,Metal (Conductor),Metal,I4_1/amd (141),Unstable,1.0912,False,"Zn (0.40), Al (0.60)"
Be4GeCS2_id1762_Final_E-4.28.cif,Be4GeCS2,-4.28,0.0,Metal (Conductor),Metal,Fd-3m (227),Unstable,1.0961,False,"BeS (0.50), Be2C (0.38), Ge (0.12)"
Ba4Li4SbP21_id2279_Final_E-3.85.cif,Ba4Li4SbP21,-3.85,0.0,Metal (Conductor),Metal,Pm (6),Unstable,1.1076,False,"LiP (0.23), Li3P7 (0.06), BaSb2 (0.05), Ba3P14 (0.66)"
N2O3_id2019_Final_E-5.81.cif,N2O3,-5.81,0.0,Metal (Conductor),Metal,Pccn (56),Unstable,1.111,False,"NO2 (0.90), N2 (0.10)"
KLiO8_id1130_Final_E-3.81.cif,KLiO8,-3.81,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.1153,False,"LiO8 (0.64), Li2O2 (0.06), KO2 (0.30)"
KNaGeO3_id1266_Final_E-4.64.cif,KNaGeO3,-4.64,0.0,Metal (Conductor),Metal,Cmc2_1 (36),Unstable,1.1273,False,KNaGeO3 (1.00)
Sr2CSO_id1998_Final_E-5.40.cif,Sr2CSO,-5.4,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.1273,False,"SrS (0.40), SrO (0.40), C (0.20)"
Ca4Al(TeSe2)3_id1662_Final_E-3.39.cif,Ca4Al(TeSe2)3,-3.39,0.0,Metal (Conductor),Metal,Im-3m (229),Unstable,1.1381,False,"Al2Te5 (0.16), Ca(AlSe2)2 (0.09), CaSe (0.54), TeSe (0.21)"
Ba3O11_id3119_Final_E-4.56.cif,Ba3O11,-4.56,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.1388,False,"BaO10 (0.49), BaO2 (0.51)"
CaInP2O9_id2574_Final_E-5.98.cif,CaInP2O9,-5.98,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.1454,False,"InPO4 (0.46), O2 (0.12), Ca2P2O7 (0.42)"
NaCaMg35Al_id2489_Final_E-0.54.cif,NaCaMg35Al,-0.54,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.1598,False,"CaMg2 (0.05), Mg149Al (0.89), Na (0.03), CaAl2 (0.03)"
ScGa3(AsO2)6_id2885_Final_E-5.47.cif,ScGa3(AsO2)6,-5.47,0.0,Metal (Conductor),Metal,P6_3 (173),Unstable,1.1653,False,"As2O3 (0.45), Ga2O3 (0.34), Sc2O3 (0.11), As (0.09)"
LiSe2O3_id390_Final_E-4.15.cif,LiSe2O3,-4.15,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.1757,False,"SeO2 (0.25), Li2SeO4 (0.58), Se (0.17)"
Na3(SrIn)2_id2267_Final_E-0.90.cif,Na3(SrIn)2,-0.9,0.0,Metal (Conductor),Metal,P4_2/nmc (137),Unstable,1.1787,False,"SrIn (0.57), Na (0.43)"
Sc3B4_id629_Final_E-6.07.cif,Sc3B4,-6.07,0.0,Metal (Conductor),Metal,P4_2/nnm (134),Unstable,1.1797,False,"ScB2 (0.86), Sc (0.14)"
Na4In17Ga6_id2014_Final_E-1.48.cif,Na4In17Ga6,-1.48,0.0,Metal (Conductor),Metal,P6/mmm (191),Unstable,1.1901,False,"NaIn3 (0.11), Na7Ga13 (0.34), In (0.54)"
Sb2AsSe2_id1327_Final_E-3.15_REFINED_C2_m.cif,Sb2AsSe2,-3.15,0.0,Metal (Conductor),Metal,C2/m (12),Unstable,1.1949,False,"SbAs (0.27), As (0.07), Sb2Se3 (0.67)"
MgSc3O18_id1067_Final_E-5.40_REFINED_P-1.cif,MgSc3O18,-5.4,0.0,Metal (Conductor),Metal,P-1 (2),Unstable,1.2151,False,"Sc2O3 (0.34), O2 (0.57), MgO (0.09)"
Ba2Sr3Ca5_id2825_Final_E-0.68.cif,Ba2Sr3Ca5,-0.68,0.0,Metal (Conductor),Metal,P6_122 (178),Unstable,1.2157,False,"Ba (0.12), BaSr4 (0.38), Ca (0.50)"
ScCd4O24_id3213_Final_E-3.94.cif,ScCd4O24,-3.94,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.2191,False,"CdO (0.28), Sc2O3 (0.09), O2 (0.64)"
Al2C2O3_id359_Final_E-7.05.cif,Al2C2O3,-7.05,0.0,Metal (Conductor),Metal,Pbcn (60),Unstable,1.225,False,"Al2O3 (0.71), C (0.29)"
NaSr11Ca_id2253_Final_E-0.46_REFINED_I-4m2.cif,NaSr11Ca,-0.46,0.0,Metal (Conductor),Metal,I-4m2 (119),Unstable,1.2256,False,"Na (0.08), Sr (0.85), Ca (0.08)"
KCaO3_id2789_Final_E-4.28.cif,KCaO3,-4.28,0.0,Metal (Conductor),Metal,Pm-3m (221),Unstable,1.2267,False,"CaO (0.40), KO2 (0.60)"
Ba2Ti3S4_id75_Final_E-5.50.cif,Ba2Ti3S4,-5.5,0.0,Metal (Conductor),Metal,I4/mmm (139),Unstable,1.2327,False,"Ti2S (0.33), TiS (0.22), BaS (0.44)"
Ca2Mg2InO18_id1257_Final_E-4.40.cif,Ca2Mg2InO18,-4.4,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.2327,False,"CaO2 (0.20), CaIn2O4 (0.15), O2 (0.48), MgO (0.17)"
LiMgSn2_id1222_Final_E-1.87.cif,LiMgSn2,-1.87,0.0,Metal (Conductor),Metal,P4mm (99),Unstable,1.2452,False,"Mg2Sn (0.38), Sn (0.12), LiSn (0.50)"
K2ZnSb6_id1926_Final_E-2.20.cif,K2ZnSb6,-2.2,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.2518,False,"KSb2 (0.67), ZnSb (0.22), Sb (0.11)"
LiGe6(AsO2)2_id540_Final_E-4.40.cif,LiGe6(AsO2)2,-4.4,0.0,Metal (Conductor),Metal,P3_121 (152),Unstable,1.2721,False,"Li4Ge5O12 (0.31), Li2Ge7O15 (0.21), GeAs (0.31), Ge (0.17)"
TeO_id2965_Final_E-3.89.cif,TeO,-3.89,0.0,Metal (Conductor),Metal,P6_222 (180),Unstable,1.2767,False,"TeO2 (0.75), Te (0.25)"
