file_name,formula,energy,bandgap,type,space_group_symbol,space_group_number,num_atoms,harvest_mode
CS6_id1116_E-0.16.cif,CS6,-0.1599,3.452,Semiconductor,P6,168,21,SOLAR
Mg11Sc2Zn2Ga_id699_E-0.16.cif,Mg11Sc2Zn2Ga,-0.1578,0.0,Metal,P1,1,64,SOLAR
Mg3Al2Zn4(InSn)2_id1940_E-0.15.cif,Mg3Al2Zn4(InSn)2,-0.1549,0.153,Semiconductor,P1,1,52,SOLAR
K6CaSbO21_id1646_E-0.15.cif,K6CaSbO21,-0.1512,2.342,Semiconductor,P6_322,182,58,SOLAR
Mg_id2627_E-0.13.cif,Mg,-0.1325,0.21,Semiconductor,P1,1,72,SOLAR
KCaMgZnSi2Ge6As3Se2_id1637_E-0.13.cif,KCaMgZnSi2Ge6As3Se2,-0.1321,0.0,Metal,Pm,6,68,SOLAR
K3BaNaInBC_id3253_E-0.13.cif,K3BaNaInBC,-0.1311,0.784,Semiconductor,P4_2/nmc,137,32,SOLAR
CaAl12Zn8Cd4In4Ga2(Sn3Sb2)2_id438_E-0.13.cif,CaAl12Zn8Cd4In4Ga2(Sn3Sb2)2,-0.1298,0.0,Metal,P1,1,123,SOLAR
K13S4_id2141_E-0.13.cif,K13S4,-0.1265,0.376,Semiconductor,P1,1,17,SOLAR
Li14Mg2Zn8Cd8Ga5(SiTe)2_id2787_E-0.12.cif,Li14Mg2Zn8Cd8Ga5(SiTe)2,-0.12,0.083,Semiconductor,P1,1,82,SOLAR
K6Ba2Na3SrLi2Ca2AlZnIn_id1415_E-0.12.cif,K6Ba2Na3SrLi2Ca2AlZnIn,-0.1195,2.514,Semiconductor,P1,1,114,SOLAR
Ba2Na8Li16Mg5Cd12In8Sb4Se4NO10_id1651_E-0.11.cif,Ba2Na8Li16Mg5Cd12In8Sb4Se4NO10,-0.1148,0.047,Metal,P1,1,70,SOLAR
Ti3Sn2Ge6Sb(Te2As)2_id1040_E-0.11.cif,Ti3Sn2Ge6Sb(Te2As)2,-0.1135,1.217,Semiconductor,P1,1,72,SOLAR
Li2Mg37ScCdIn_id942_E-0.11.cif,Li2Mg37ScCdIn,-0.112,1.491,Semiconductor,P4mm,99,42,SOLAR
Ba_id2216_E-0.11.cif,Ba,-0.1117,3.924,Insulator,P1,1,31,SOLAR
Cd11Ga2_id158_E-0.11.cif,Cd11Ga2,-0.1093,0.086,Semiconductor,Pm,6,13,SOLAR
Te_id185_E-0.11.cif,Te,-0.1088,4.849,Insulator,P1,1,4,SOLAR
Li11Zn2_id207_E-0.11.cif,Li11Zn2,-0.1085,3.893,Insulator,I2_12_12_1,24,52,SOLAR
Sc9(SO32)2_id3272_E-0.11.cif,Sc9(SO32)2,-0.1077,2.228,Semiconductor,P31m,157,75,SOLAR
Na2Li2TiBe7ZnGaSiB2PSO2_id2213_E-0.11.cif,Na2Li2TiBe7ZnGaSiB2PSO2,-0.107,2.002,Semiconductor,P2_1,4,84,SOLAR
NaSr11Ca_id2253_E-0.11.cif,NaSr11Ca,-0.1057,0.598,Semiconductor,P222,16,52,SOLAR
K7Ba7Na12_id21_E-0.10.cif,K7Ba7Na12,-0.1007,0.437,Semiconductor,Pm-3,200,26,SOLAR
K2Mg2Zn4Ga5_id1981_E-0.10.cif,K2Mg2Zn4Ga5,-0.0995,0.019,Metal,P1,1,78,SOLAR
Na4Cd3_id2238_E-0.10.cif,Na4Cd3,-0.0983,0.265,Semiconductor,P3m1,156,7,SOLAR
Li2AlZn2Ga3_id1778_E-0.09.cif,Li2AlZn2Ga3,-0.0908,1.351,Semiconductor,P-1,2,16,SOLAR
Na6Cd23_id1211_E-0.09.cif,Na6Cd23,-0.0879,4.104,Insulator,P-4c2,116,58,SOLAR
LiZn2In9Ga2Sn3SbAs3_id2972_E-0.08.cif,LiZn2In9Ga2Sn3SbAs3,-0.0779,7.899,Insulator,P1,1,21,SOLAR
K9Na2_id2876_E-0.08.cif,K9Na2,-0.0772,0.588,Semiconductor,P1,1,66,SOLAR
NaCd9In7Ga4_id1047_E-0.08.cif,NaCd9In7Ga4,-0.077,0.0,Metal,Cmc2_1,36,84,SOLAR
Sc8Cd13_id391_E-0.07.cif,Sc8Cd13,-0.0731,0.094,Semiconductor,Pmn2_1,31,42,SOLAR
Li9Mg4(Cd2Ga5)2_id1365_E-0.07.cif,Li9Mg4(Cd2Ga5)2,-0.0697,0.175,Semiconductor,Pn-3m,224,54,SOLAR
Na2Li3MgCd3In3Sn8Sb_id432_E-0.06.cif,Na2Li3MgCd3In3Sn8Sb,-0.065,0.505,Semiconductor,P1,1,42,SOLAR
Mg_id16_E-0.06.cif,Mg,-0.0608,0.0,Metal,P4/mmm,123,4,SOLAR
BaAs(Se4S3)2_id1932_E-0.06.cif,BaAs(Se4S3)2,-0.0576,2.689,Semiconductor,Cmc2_1,36,64,SOLAR
Ba3Te2As(Se2S)2_id1033_E-0.06.cif,Ba3Te2As(Se2S)2,-0.056,1.537,Semiconductor,P2_12_12,18,24,SOLAR
KMgInSi8B3_id1962_E-0.05.cif,KMgInSi8B3,-0.0473,0.297,Semiconductor,Pm,6,56,SOLAR
MgCdGeBAsP6S2O13_id638_E-0.05.cif,MgCdGeBAsP6S2O13,-0.046,0.153,Semiconductor,P1,1,104,SOLAR
Na4Li2Be2As2P_id2728_E-0.04.cif,Na4Li2Be2As2P,-0.0445,1.978,Semiconductor,P4_2/mnm,136,22,SOLAR
Sr2Cd(As3P)6_id2807_E-0.04.cif,Sr2Cd(As3P)6,-0.0419,0.371,Semiconductor,P31m,157,27,SOLAR
K8Ba4Sr4Li4AlZn4In5Ga4Sn4Sb12As16P4O5_id707_E-0.04.cif,K8Ba4Sr4Li4AlZn4In5Ga4Sn4Sb12As16P4O5,-0.0387,0.0,Metal,P1,1,150,SOLAR
BaCd_id141_E-0.03.cif,BaCd,-0.0314,0.0,Metal,P4/nmm,129,8,SOLAR
Li5Mg5Al5Zn32Cd8Ga12(SiSb)4_id1427_E-0.03.cif,Li5Mg5Al5Zn32Cd8Ga12(SiSb)4,-0.0312,0.018,Metal,I-4,82,150,SOLAR
Mg7ZnCd28_id3350_E-0.02.cif,Mg7ZnCd28,-0.0227,1.683,Semiconductor,P222_1,17,72,SOLAR
Ti2Zn5GaSn5Te24(Se2S)4_id1168_E-0.02.cif,Ti2Zn5GaSn5Te24(Se2S)4,-0.017,0.954,Semiconductor,I4,79,98,SOLAR
Ca9Ga_id2602_E-0.01.cif,Ca9Ga,-0.0125,3.248,Semiconductor,Pbam,55,20,SOLAR
K13As_id2551_E-0.01.cif,K13As,-0.0087,4.969,Insulator,P1,1,56,SOLAR
KLi3ZnCd4In3(GaSb)2_id2094_E-0.01.cif,KLi3ZnCd4In3(GaSb)2,-0.0084,0.0,Metal,P1,1,96,SOLAR
Zn3In2(GaO2)2_id589_E-0.00.cif,Zn3In2(GaO2)2,-0.004,0.798,Semiconductor,Pm,6,22,SOLAR
Na(Mg2Zn)4_id3110_E-0.00.cif,Na(Mg2Zn)4,-0.0014,0.002,Metal,P4_2/nmc,137,26,SOLAR
K2Li18Sc_id2535_E-0.00.cif,K2Li18Sc,-0.0001,4.759,Insulator,P1,1,21,SOLAR
TiO_id509_E-9.05.cif,TiO,-9.0466,0.0,Metal,Pca2_1,29,8,THERMAL
TiO2_id4862_E-8.78.cif,TiO2,-8.7835,1.519,Semiconductor,Pbca,61,24,THERMAL
TiO_id3287_E-8.40.cif,TiO,-8.3964,0.02,Metal,Pn-3m,224,12,THERMAL
Ti6N_id2783_E-8.36.cif,Ti6N,-8.3648,0.0,Metal,P6_322,182,14,THERMAL
LiSc4O6_id1691_E-8.30.cif,LiSc4O6,-8.2959,3.279,Semiconductor,I4/m,87,22,THERMAL
Ti2O3_id4575_E-8.05.cif,Ti2O3,-8.0543,1.202,Semiconductor,Pbcn,60,20,THERMAL
Ti4C_id3441_E-8.02.cif,Ti4C,-8.0226,0.0,Metal,Im-3m,229,10,THERMAL
Ti4BO_id4251_E-7.97.cif,Ti4BO,-7.9742,0.0,Metal,P6_422,181,18,THERMAL
TiN_id3265_E-7.86.cif,TiN,-7.8577,0.0,Metal,P6/mmm,191,12,THERMAL
Ti2GaN2_id2540_E-7.84.cif,Ti2GaN2,-7.8351,0.024,Metal,Pa-3,205,20,THERMAL
SrN6_id4290_E-7.83.cif,SrN6,-7.8323,0.718,Semiconductor,P6_322,182,14,THERMAL
Ti_id2601_E-7.78.cif,Ti,-7.7753,0.0,Metal,P6_322,182,40,THERMAL
Ti_id3165_E-7.76.cif,Ti,-7.7603,0.0,Metal,Fm-3m,225,28,THERMAL
Sc3GeN_id1303_E-7.75.cif,Sc3GeN,-7.7524,0.252,Semiconductor,Pm-3m,221,5,THERMAL
KTi3O7_id2782_E-7.72.cif,KTi3O7,-7.7174,0.0,Metal,Pm-3n,223,22,THERMAL
TiSiN2_id2860_E-7.64.cif,TiSiN2,-7.64,0.88,Semiconductor,Fm-3m,225,16,THERMAL
Ti3Si_id2739_E-7.56.cif,Ti3Si,-7.5593,0.0,Metal,I4/mmm,139,8,THERMAL
Sc2SN_id3225_E-7.55.cif,Sc2SN,-7.5541,0.0,Metal,R-3m,166,24,THERMAL
Ti2B_id351_E-7.55.cif,Ti2B,-7.5473,0.0,Metal,P6_422,181,9,THERMAL
Sc2TiN_id3222_E-7.53.cif,Sc2TiN,-7.528,0.0,Metal,Ibca,73,32,THERMAL
Sc2O5_id3409_E-7.46.cif,Sc2O5,-7.4628,3.307,Semiconductor,Pba2,32,14,THERMAL
Sc2GeN2_id4719_E-7.45.cif,Sc2GeN2,-7.4495,0.0,Metal,Pa-3,205,20,THERMAL
CaN4_id750_E-7.31.cif,CaN4,-7.3138,2.707,Semiconductor,R-3,148,45,THERMAL
ScC_id4685_E-7.31.cif,ScC,-7.3067,1.572,Semiconductor,P4_2cm,101,16,THERMAL
Sc2BO2_id259_E-7.21.cif,Sc2BO2,-7.2053,3.666,Insulator,P4/mnc,128,20,THERMAL
Ti_id1389_E-7.15.cif,Ti,-7.145,0.0,Metal,I-4m2,119,20,THERMAL
Sc4NO_id4360_E-7.14.cif,Sc4NO,-7.1367,0.0,Metal,I-42d,122,24,THERMAL
BaZnN8_id1059_E-7.12.cif,BaZnN8,-7.1208,3.523,Insulator,I4_1/a,88,40,THERMAL
Sc4S2N3O8_id310_E-7.08.cif,Sc4S2N3O8,-7.0755,3.032,Semiconductor,R3m,160,51,THERMAL
C_id3889_E-7.07.cif,C,-7.0683,0.0,Metal,P6cc,184,48,THERMAL
ScTi_id4432_E-7.07.cif,ScTi,-7.0665,0.0,Metal,P4/mmm,123,16,THERMAL
Ti2ZnO4_id2472_E-7.05.cif,Ti2ZnO4,-7.053,1.424,Semiconductor,Ccce,68,28,THERMAL
Sc2C5_id2729_E-7.05.cif,Sc2C5,-7.0526,0.009,Metal,Cccm,66,28,THERMAL
Ti2B_id146_E-7.05.cif,Ti2B,-7.0504,0.0,Metal,P6_422,181,9,THERMAL
Sc2Al2O5_id1876_E-7.04.cif,Sc2Al2O5,-7.0378,3.441,Semiconductor,Pmmn,59,18,THERMAL
ScTi3_id4349_E-7.02.cif,ScTi3,-7.0155,0.0,Metal,P4/mmm,123,16,THERMAL
Sc3C_id1898_E-7.01.cif,Sc3C,-7.0148,0.0,Metal,Cmcm,63,16,THERMAL
Li(CN7)2_id4296_E-7.01.cif,Li(CN7)2,-7.0079,0.0,Metal,Pmmn,59,34,THERMAL
Sc11O4_id4285_E-6.98.cif,Sc11O4,-6.9778,0.0,Metal,P4_22_12,94,30,THERMAL
ScTi2Si2N_id4939_E-6.97.cif,ScTi2Si2N,-6.97,0.014,Metal,P4_132,213,24,THERMAL
ScC2_id1446_E-6.95.cif,ScC2,-6.9503,0.0,Metal,P4_2/mmc,131,12,THERMAL
Sc7(TeO2)2_id4_E-6.94.cif,Sc7(TeO2)2,-6.9371,0.812,Semiconductor,P2_1/c,14,26,THERMAL
LiSc2O2_id3958_E-6.94.cif,LiSc2O2,-6.9355,0.007,Metal,Pa-3,205,20,THERMAL
Ti4SiP_id810_E-6.92.cif,Ti4SiP,-6.9245,0.0,Metal,I4_1/a,88,24,THERMAL
BCN3_id444_E-6.92.cif,BCN3,-6.9213,0.508,Semiconductor,Pnma,62,20,THERMAL
Sc2P3CN2_id1155_E-6.91.cif,Sc2P3CN2,-6.911,0.0,Metal,I4/m,87,32,THERMAL
ScTi3Sn2O3_id115_E-6.91.cif,ScTi3Sn2O3,-6.9088,0.0,Metal,P6/mmm,191,9,THERMAL
Ti_id511_E-6.89.cif,Ti,-6.8868,0.0,Metal,P2_12_12,18,46,THERMAL
CaSi2CN8_id1884_E-6.89.cif,CaSi2CN8,-6.8858,0.507,Semiconductor,Pban,50,24,THERMAL
Ti6Al_id3039_E-6.86.cif,Ti6Al,-6.8603,0.0,Metal,I-4m2,119,14,THERMAL
CaSc4O3_id1068_E-6.85.cif,CaSc4O3,-6.8477,0.0,Metal,I4_1/a,88,32,THERMAL
Li(BO)6_id4501_E-6.83.cif,Li(BO)6,-6.8315,0.516,Semiconductor,P6_322,182,26,THERMAL
Ca(C3N4)2_id4891_E-6.81.cif,Ca(C3N4)2,-6.8103,1.677,Semiconductor,P2_1,4,30,THERMAL
Sc2Ti3O3_id962_E-6.80.cif,Sc2Ti3O3,-6.7958,0.0,Metal,Pn-3m,224,16,THERMAL
Ti3O2_id2514_E-6.79.cif,Ti3O2,-6.7869,0.0,Metal,I4/mmm,139,20,THERMAL
Ti2B_id3602_E-6.77.cif,Ti2B,-6.7652,0.0,Metal,P6_422,181,18,THERMAL
BaScO4_id1974_E-6.73.cif,BaScO4,-6.7259,0.0,Metal,P4/nbm,125,12,THERMAL
TiAlCdO6_id371_E-6.72.cif,TiAlCdO6,-6.7179,2.41,Semiconductor,P-31c,163,18,THERMAL
ScSe_id3743_E-6.71.cif,ScSe,-6.7115,0.0,Metal,P6_3/mmc,194,4,THERMAL
Ti4NO2_id2332_E-6.70.cif,Ti4NO2,-6.7011,1.305,Semiconductor,P6_122,178,42,THERMAL
BaScO4_id4205_E-6.66.cif,BaScO4,-6.6626,0.0,Metal,P4/nbm,125,12,THERMAL
Ti2As_id2787_E-6.66.cif,Ti2As,-6.6608,0.0,Metal,P3_1,144,9,THERMAL
SrSc3(SbO3)4_id3210_E-6.65.cif,SrSc3(SbO3)4,-6.6464,1.203,Semiconductor,Im-3,204,40,THERMAL
Sc2Be2O3_id2671_E-6.63.cif,Sc2Be2O3,-6.6347,3.34,Semiconductor,P321,150,21,THERMAL
MgTi13AlO4_id3020_E-6.63.cif,MgTi13AlO4,-6.6266,0.0,Metal,P2_12_12,18,38,THERMAL
ScAl2O2_id4626_E-6.62.cif,ScAl2O2,-6.6204,2.816,Semiconductor,P4/mnc,128,20,THERMAL
LiTi4As(SO)3_id3251_E-6.62.cif,LiTi4As(SO)3,-6.6173,0.801,Semiconductor,P-6m2,187,12,THERMAL
BaTiO2_id531_E-6.61.cif,BaTiO2,-6.6107,0.038,Metal,P4/mbm,127,32,THERMAL
Sc2AsSe_id1542_E-6.61.cif,Sc2AsSe,-6.6081,0.0,Metal,P6_3/mmc,194,8,THERMAL
Sc2SbS_id3000_E-6.54.cif,Sc2SbS,-6.5358,0.0,Metal,R-3m,166,12,THERMAL
Ti8BeGa_id374_E-6.48.cif,Ti8BeGa,-6.4767,0.0,Metal,P4/mcc,124,20,THERMAL
Al2Sn4B4N17_id4309_E-6.46.cif,Al2Sn4B4N17,-6.4599,1.484,Semiconductor,I4,79,54,THERMAL
Ba3Sc4N4_id3047_E-6.44.cif,Ba3Sc4N4,-6.4398,0.0,Metal,I-43m,217,22,THERMAL
Ca2N7_id4515_E-6.41.cif,Ca2N7,-6.4128,2.79,Semiconductor,C2/m,12,18,THERMAL
CaTi4O13_id4397_E-6.39.cif,CaTi4O13,-6.3878,1.997,Semiconductor,P1,1,36,THERMAL
Sc2Ti3Al_id824_E-6.38.cif,Sc2Ti3Al,-6.3834,0.0,Metal,P6_3/mmc,194,12,THERMAL
NaSiO2_id3302_E-6.36.cif,NaSiO2,-6.3612,4.099,Insulator,I4_122,98,16,THERMAL
Sc4InP4_id1492_E-6.35.cif,Sc4InP4,-6.3468,0.0,Metal,I4_1/a,88,36,THERMAL
P3C(N3O)3_id4979_E-6.32.cif,P3C(N3O)3,-6.3245,1.528,Semiconductor,P6_3,173,32,THERMAL
Sc9TiO4_id3459_E-6.32.cif,Sc9TiO4,-6.3223,0.0,Metal,Cmmm,65,28,THERMAL
Li2Ti2C3_id2554_E-6.30.cif,Li2Ti2C3,-6.297,0.0,Metal,Pbcn,60,28,THERMAL
C_id3434_E-6.29.cif,C,-6.2932,0.0,Metal,P-43m,215,32,THERMAL
Sc5Ti_id3631_E-6.29.cif,Sc5Ti,-6.2894,0.0,Metal,Cmmm,65,12,THERMAL
Sc4Ti_id2759_E-6.28.cif,Sc4Ti,-6.2762,0.0,Metal,P4_22_12,94,20,THERMAL
Sc_id2252_E-6.27.cif,Sc,-6.2738,0.0,Metal,Fm-3m,225,32,THERMAL
B2P2CN2_id696_E-6.27.cif,B2P2CN2,-6.271,1.079,Semiconductor,Pbcn,60,28,THERMAL
Sc2Ti3_id4342_E-6.26.cif,Sc2Ti3,-6.263,0.0,Metal,Pn-3m,224,10,THERMAL
Sc_id4204_E-6.26.cif,Sc,-6.2608,0.0,Metal,Im-3m,229,16,THERMAL
Sc_id1933_E-6.26.cif,Sc,-6.2581,0.0,Metal,I4/mmm,139,6,THERMAL
MgSiO2_id621_E-6.25.cif,MgSiO2,-6.2536,0.137,Semiconductor,I4_122,98,16,THERMAL
LiZnSiP3C7N8_id1690_E-6.25.cif,LiZnSiP3C7N8,-6.2519,0.0,Metal,P2_1,4,42,THERMAL
Ti2BCN_id1983_E-6.25.cif,Ti2BCN,-6.2457,0.0,Metal,P6_222,180,15,THERMAL
NaLiAl6O12_id124_E-6.24.cif,NaLiAl6O12,-6.2441,3.803,Insulator,R-3,148,60,THERMAL
Sc2TiAl_id2961_E-6.23.cif,Sc2TiAl,-6.2278,0.0,Metal,C2/m,12,8,THERMAL
Mg2Cd(CN)4_id2239_E-6.22.cif,Mg2Cd(CN)4,-6.2222,1.152,Semiconductor,Pban,50,22,THERMAL
Ti4Si3_id3899_E-6.22.cif,Ti4Si3,-6.2209,0.0,Metal,I-43d,220,56,THERMAL
Sr3CaN12_id2867_E-6.22.cif,Sr3CaN12,-6.22,2.512,Semiconductor,P6_3mc,186,32,THERMAL
Sc5Si2N_id638_E-6.22.cif,Sc5Si2N,-6.2193,0.0,Metal,Pn-3m,224,16,THERMAL
N5O3_id2931_E-6.22.cif,N5O3,-6.217,2.884,Semiconductor,C2/c,15,32,THERMAL
NaTi2InO4_id4265_E-6.20.cif,NaTi2InO4,-6.1997,1.117,Semiconductor,I-42d,122,32,THERMAL
N2_id4775_E-6.20.cif,N2,-6.198,4.578,Insulator,Fm-3m,225,32,THERMAL
Sc4Ge3_id1903_E-6.19.cif,Sc4Ge3,-6.1935,0.0,Metal,I-43d,220,28,THERMAL
Sc16Be2O3_id3193_E-6.17.cif,Sc16Be2O3,-6.1661,0.0,Metal,P-31m,162,21,THERMAL
Sc5Se2_id155_E-6.16.cif,Sc5Se2,-6.1601,0.0,Metal,Cmce,64,28,THERMAL
Ti2Al_id1539_E-6.16.cif,Ti2Al,-6.1589,0.0,Metal,P4_2/nmc,137,12,THERMAL
Ca2ScO2_id3270_E-6.16.cif,Ca2ScO2,-6.1589,0.0,Metal,P6/mmm,191,10,THERMAL
SrN4_id1397_E-6.16.cif,SrN4,-6.1581,1.611,Semiconductor,I4_1/a,88,20,THERMAL
Ti3S4(NO2)3_id1192_E-6.15.cif,Ti3S4(NO2)3,-6.1483,1.928,Semiconductor,R-3m,166,48,THERMAL
SrLi2SiO4_id2273_E-6.14.cif,SrLi2SiO4,-6.1429,4.004,Insulator,I222,23,16,THERMAL
CaTi5Ga_id3029_E-6.09.cif,CaTi5Ga,-6.0927,0.0,Metal,I-4m2,119,14,THERMAL
BaCa(SO2)4_id1494_E-6.09.cif,BaCa(SO2)4,-6.0897,3.135,Semiconductor,P4/nbm,125,28,THERMAL
SbO2_id4593_E-6.09.cif,SbO2,-6.0863,1.393,Semiconductor,Pa-3,205,12,THERMAL
AlO3_id3046_E-6.08.cif,AlO3,-6.0828,0.0,Metal,R-3c,167,24,THERMAL
Ti2ZnSiO2_id3035_E-6.08.cif,Ti2ZnSiO2,-6.0799,0.0,Metal,I4_122,98,24,THERMAL
Ti4B_id4874_E-6.07.cif,Ti4B,-6.0682,0.0,Metal,P6_422,181,15,THERMAL
Mg4Sc4O5_id5_E-6.06.cif,Mg4Sc4O5,-6.063,0.004,Metal,P-42_1c,114,26,THERMAL
Ti8As2Se_id3893_E-6.05.cif,Ti8As2Se,-6.0484,0.0,Metal,Pn-3,201,44,THERMAL
LiTi2Si_id2755_E-6.03.cif,LiTi2Si,-6.0331,0.0,Metal,Fm-3m,225,16,THERMAL
Ti5O8_id3201_E-6.03.cif,Ti5O8,-6.0271,1.409,Semiconductor,P4_2/n,86,26,THERMAL
Ti5(Si2O)2_id2684_E-6.02.cif,Ti5(Si2O)2,-6.0248,0.0,Metal,Pm,6,11,THERMAL
SrO_id3549_E-6.02.cif,SrO,-6.0158,0.0,Metal,Pm-3m,221,4,THERMAL
ZnSn(P2O3)2_id794_E-6.01.cif,ZnSn(P2O3)2,-6.0134,0.0,Metal,P4/n,85,24,THERMAL
Sc_id3605_E-6.00.cif,Sc,-6.0006,0.0,Metal,P4_2mc,105,16,THERMAL
ScS_id4647_E-6.00.cif,ScS,-5.9981,0.0,Metal,Aea2,41,16,THERMAL
Sc_id4745_E-5.98.cif,Sc,-5.9794,0.0,Metal,Cmc2_1,36,24,THERMAL
CdSiN2_id1027_E-5.98.cif,CdSiN2,-5.9788,0.652,Semiconductor,I4_122,98,16,THERMAL
Ge3N3O_id711_E-5.97.cif,Ge3N3O,-5.9738,0.0,Metal,R-3c,167,42,THERMAL
ScTi2Ga_id4801_E-5.97.cif,ScTi2Ga,-5.9735,0.0,Metal,P4/mmm,123,16,THERMAL
Be2Al4B2O7_id224_E-5.97.cif,Be2Al4B2O7,-5.9723,3.952,Insulator,Aea2,41,60,THERMAL
Sc_id3993_E-5.96.cif,Sc,-5.9631,0.0,Metal,Ibca,73,24,THERMAL
TiAs_id1754_E-5.96.cif,TiAs,-5.9558,0.0,Metal,P6_222,180,12,THERMAL
Sc2P_id819_E-5.96.cif,Sc2P,-5.9555,0.0,Metal,Pcc2,27,12,THERMAL
Li2PC11N_id3695_E-5.96.cif,Li2PC11N,-5.9554,0.075,Semiconductor,P2/c,13,60,THERMAL
LiSc2PO2_id3860_E-5.94.cif,LiSc2PO2,-5.9439,0.0,Metal,I4_1/amd,141,24,THERMAL
ScSNO3_id992_E-5.94.cif,ScSNO3,-5.9367,2.475,Semiconductor,Pca2_1,29,24,THERMAL
Sc_id3811_E-5.93.cif,Sc,-5.9259,0.0,Metal,P4/mmm,123,16,THERMAL
N3O_id4098_E-5.93.cif,N3O,-5.925,3.212,Semiconductor,R-3c,167,24,THERMAL
Sc7Sn2_id722_E-5.92.cif,Sc7Sn2,-5.9153,0.0,Metal,P-62m,189,9,THERMAL
Ca2Sc9SNO3_id2136_E-5.91.cif,Ca2Sc9SNO3,-5.9076,0.0,Metal,R-3m,166,48,THERMAL
Ti3O16_id2089_E-5.90.cif,Ti3O16,-5.9021,1.215,Semiconductor,P2,3,19,THERMAL
KSr(BO2)6_id2573_E-5.90.cif,KSr(BO2)6,-5.902,2.076,Semiconductor,P-31c,163,40,THERMAL
ScP2_id508_E-5.90.cif,ScP2,-5.9008,0.0,Metal,P4_332,212,12,THERMAL
Ba2NaSn(NO)4_id1374_E-5.90.cif,Ba2NaSn(NO)4,-5.8993,2.432,Semiconductor,I-42d,122,48,THERMAL
PO_id3916_E-5.90.cif,PO,-5.8991,1.862,Semiconductor,Pbca,61,16,THERMAL
TiGe(CN)3_id2405_E-5.89.cif,TiGe(CN)3,-5.8913,0.0,Metal,R-3c,167,48,THERMAL
ScO5_id2227_E-5.89.cif,ScO5,-5.8888,1.501,Semiconductor,C222_1,20,24,THERMAL
Sc3SbC2_id547_E-5.88.cif,Sc3SbC2,-5.885,0.0,Metal,P4/mbm,127,12,THERMAL
CaGaO2_id3326_E-5.88.cif,CaGaO2,-5.8843,2.346,Semiconductor,I4_122,98,16,THERMAL
LiScTiZnBAsPC4N3_id2509_E-5.88.cif,LiScTiZnBAsPC4N3,-5.8828,0.177,Semiconductor,Pca2_1,29,56,THERMAL
Ti4Zn(NO)2_id2662_E-5.88.cif,Ti4Zn(NO)2,-5.8825,1.173,Semiconductor,P4/mnc,128,36,THERMAL
Sc4Te3_id2764_E-5.87.cif,Sc4Te3,-5.8736,0.0,Metal,Im-3m,229,14,THERMAL
Ti_id4587_E-5.87.cif,Ti,-5.8716,0.772,Semiconductor,Im-3m,229,36,THERMAL
Ge2NO_id3687_E-5.87.cif,Ge2NO,-5.868,0.0,Metal,I4_1/amd,141,16,THERMAL
Sc3Al_id3299_E-5.86.cif,Sc3Al,-5.8635,0.0,Metal,Fm-3m,225,16,THERMAL
KTi2O3_id237_E-5.85.cif,KTi2O3,-5.8529,0.0,Metal,I4_122,98,24,THERMAL
Sc6AlGa_id2935_E-5.84.cif,Sc6AlGa,-5.8436,0.0,Metal,Pm-3,200,8,THERMAL
Sc7SbN2_id747_E-5.84.cif,Sc7SbN2,-5.8398,0.0,Metal,R3m,160,30,THERMAL
MgGeO2_id1320_E-5.84.cif,MgGeO2,-5.8373,1.154,Semiconductor,I4_122,98,16,THERMAL
Ti4ZnSb2O7_id971_E-5.83.cif,Ti4ZnSb2O7,-5.8333,0.0,Metal,I4/m,87,28,THERMAL
Ti2SbAs4_id811_E-5.83.cif,Ti2SbAs4,-5.8281,0.0,Metal,I-42m,121,14,THERMAL
Ti2Zn_id2100_E-5.82.cif,Ti2Zn,-5.8241,0.0,Metal,I4/mmm,139,12,THERMAL
LiGeO2_id3869_E-5.82.cif,LiGeO2,-5.8238,0.0,Metal,I4_122,98,16,THERMAL
Sr3O4_id3928_E-5.82.cif,Sr3O4,-5.8186,3.017,Semiconductor,P6_3,173,14,THERMAL
Al2P2NO8_id2282_E-5.81.cif,Al2P2NO8,-5.8133,1.593,Semiconductor,Pcca,54,52,THERMAL
Sr2LiSb(N2O3)2_id2444_E-5.80.cif,Sr2LiSb(N2O3)2,-5.8012,2.135,Semiconductor,I4_1/a,88,56,THERMAL
Sc_id3439_E-5.80.cif,Sc,-5.7974,0.0,Metal,Cmcm,63,16,THERMAL
Sc5N_id3740_E-5.79.cif,Sc5N,-5.7936,0.0,Metal,Pn-3m,224,12,THERMAL
Sc5N_id4663_E-5.79.cif,Sc5N,-5.7936,0.0,Metal,Pn-3m,224,12,THERMAL
Sc_id1217_E-5.79.cif,Sc,-5.7916,0.0,Metal,P4_2/mcm,132,32,THERMAL
TiSi4_id2908_E-5.79.cif,TiSi4,-5.7874,0.273,Semiconductor,Ccce,68,20,THERMAL
SrSn(PO)4_id3096_E-5.78.cif,SrSn(PO)4,-5.784,2.24,Semiconductor,I4_1/a,88,40,THERMAL
Ba(SiO)2_id3734_E-5.78.cif,Ba(SiO)2,-5.7822,0.056,Semiconductor,Pbca,61,20,THERMAL
Sc3P(SN3)3_id1950_E-5.78.cif,Sc3P(SN3)3,-5.7785,1.177,Semiconductor,R-3m,166,48,THERMAL
Sc2Ge_id4567_E-5.77.cif,Sc2Ge,-5.772,0.0,Metal,P4_2/nmc,137,12,THERMAL
CaScAlN_id694_E-5.77.cif,CaScAlN,-5.7672,0.0,Metal,Amm2,38,8,THERMAL
