file_name,original_file,formula,energy,bandgap,type,space_group
Cd(GaSe2)2_id2968_Final_E-3.87.cif,Cd(GaSe2)2_id2968_E-3.85.cif,Cd(GaSe2)2,-3.8747,1.19,Semiconductor,P-42m
AsO21_id1604_Final_E-3.87.cif,AsO21_id1604_E-3.01.cif,AsO21,-3.8705,1.025,Semiconductor,P1
LiBO_id2740_Final_E-3.86.cif,LiBO_id2740_E-3.86.cif,LiBO,-3.8646,3.305,Semiconductor,P4_2/mmc
BaSr2NO2_id1642_Final_E-3.86.cif,BaSr2NO2_id1642_E-3.94.cif,BaSr2NO2,-3.864,0.07,Semiconductor,P1
ScGeBS18_id146_Final_E-3.86.cif,ScGeBS18_id146_E-3.49.cif,ScGeBS18,-3.8634,1.783,Semiconductor,P1
NaO2_id1705_Final_E-3.86.cif,NaO2_id1705_E-3.86.cif,NaO2,-3.8625,3.146,Semiconductor,Fm-3m
K2NaO2_id3181_Final_E-3.86.cif,K2NaO2_id3181_E-3.77.cif,K2NaO2,-3.8599,1.878,Semiconductor,Pbca
KTe2(NO2)4_id3185_Final_E-3.86.cif,KTe2(NO2)4_id3185_E-3.75.cif,KTe2(NO2)4,-3.8591,2.214,Semiconductor,P1
GaSb5_id2388_Final_E-3.86.cif,GaSb5_id2388_E-3.00.cif,GaSb5,-3.8571,0.0,Metal,P1
SeS2_id1279_Final_E-3.86.cif,SeS2_id1279_E-3.83.cif,SeS2,-3.857,1.658,Semiconductor,P3_112
LiP_id2995_Final_E-3.86.cif,LiP_id2995_E-3.63.cif,LiP,-3.8569,1.531,Semiconductor,P1
LiGeAs_id806_Final_E-3.86.cif,LiGeAs_id806_E-2.36.cif,LiGeAs,-3.8569,0.668,Semiconductor,P6_522
SrGaTe2_id213_Final_E-3.86.cif,SrGaTe2_id213_E-3.82.cif,SrGaTe2,-3.8557,1.337,Semiconductor,I4_1/amd
LiBeSiGe2_id2361_Final_E-3.86.cif,LiBeSiGe2_id2361_E-3.26.cif,LiBeSiGe2,-3.8553,0.182,Semiconductor,P-1
CdPS_id1747_Final_E-3.85.cif,CdPS_id1747_E-3.12.cif,CdPS,-3.8524,1.666,Semiconductor,P2_1/m
NaGa2(AsP2)2_id3258_Final_E-3.85.cif,NaGa2(AsP2)2_id3258_E-3.16.cif,NaGa2(AsP2)2,-3.849,0.0,Metal,P1
KNa2GaS6_id679_Final_E-3.85.cif,KNa2GaS6_id679_E-3.61.cif,KNa2GaS6,-3.8489,2.664,Semiconductor,P2
Ba4Li4SbP21_id2279_Final_E-3.85.cif,Ba4Li4SbP21_id2279_E-3.78.cif,Ba4Li4SbP21,-3.8469,2.787,Semiconductor,Pm
KSn4(GeTe2)2_id1192_Final_E-3.85.cif,KSn4(GeTe2)2_id1192_E-3.57.cif,KSn4(GeTe2)2,-3.8467,0.0,Metal,I-42m
Li3Ge2(AsP)2_id1233_Final_E-3.83.cif,Li3Ge2(AsP)2_id1233_E-2.79.cif,Li3Ge2(AsP)2,-3.8329,1.64,Semiconductor,P1
Sr2Li2Ga3O2_id828_Final_E-3.82.cif,Sr2Li2Ga3O2_id828_E-3.31.cif,Sr2Li2Ga3O2,-3.8188,0.0,Metal,Ccc2
Li2Be3PN2_id226_Final_E-3.82.cif,Li2Be3PN2_id226_E-3.55.cif,Li2Be3PN2,-3.8161,1.896,Semiconductor,P1
KLiO8_id1130_Final_E-3.81.cif,KLiO8_id1130_E-3.60.cif,KLiO8,-3.815,2.735,Semiconductor,P1
Ba7Ca2N20_id1129_Final_E-3.81.cif,Ba7Ca2N20_id1129_E-3.01.cif,Ba7Ca2N20,-3.8075,2.661,Semiconductor,P1
Na2PO_id2064_Final_E-3.80.cif,Na2PO_id2064_E-3.80.cif,Na2PO,-3.7974,2.356,Semiconductor,P4/mmm
Li2P_id3359_Final_E-3.80.cif,Li2P_id3359_E-1.97.cif,Li2P,-3.795,0.029,Metal,I4/mmm
Li2SbSe2_id449_Final_E-3.79.cif,Li2SbSe2_id449_E-3.79.cif,Li2SbSe2,-3.7893,1.339,Semiconductor,I4/mmm
SeS_id1988_Final_E-3.78.cif,SeS_id1988_E-3.51.cif,SeS,-3.7845,1.634,Semiconductor,P4/m
GaAs_id2315_Final_E-3.78.cif,GaAs_id2315_E-3.76.cif,GaAs,-3.7822,0.415,Semiconductor,P4_32_12
Li2Mg3(SeS)2_id3006_Final_E-3.78.cif,Li2Mg3(SeS)2_id3006_E-2.89.cif,Li2Mg3(SeS)2,-3.7786,0.033,Metal,Pcca
CdGa3(Se2S)4_id2020_Final_E-3.77.cif,CdGa3(Se2S)4_id2020_E-2.75.cif,CdGa3(Se2S)4,-3.7693,0.887,Semiconductor,P1
Al6Ga3Sn4Ge_id71_Final_E-3.76.cif,Al6Ga3Sn4Ge_id71_E-3.56.cif,Al6Ga3Sn4Ge,-3.7622,0.0,Metal,P1
K2O2_id2723_Final_E-3.76.cif,K2O2_id2723_E-3.76.cif,K2O2,-3.7602,0.43,Semiconductor,I4_1/amd
Ti3Be11ZnB6_id451_Final_E-3.76.cif,Ti3Be11ZnB6_id451_E-2.88.cif,Ti3Be11ZnB6,-3.7553,2.262,Semiconductor,Pm
Ba4Sr3(GeS)4_id845_Final_E-3.75.cif,Ba4Sr3(GeS)4_id845_E-3.56.cif,Ba4Sr3(GeS)4,-3.7506,0.029,Metal,P2
Li4Sb4As2S_id2163_Final_E-3.74.cif,Li4Sb4As2S_id2163_E-3.42.cif,Li4Sb4As2S,-3.7432,0.0,Metal,P6_2
Na2O_id794_Final_E-3.74.cif,Na2O_id794_E-3.63.cif,Na2O,-3.7399,1.601,Semiconductor,Pbca
ScS36_id2798_Final_E-3.73.cif,ScS36_id2798_E-2.74.cif,ScS36,-3.7316,0.96,Semiconductor,P1
TeS_id869_Final_E-3.73.cif,TeS_id869_E-3.71.cif,TeS,-3.7252,0.69,Semiconductor,P4/m
Sc2Al7(Ga3Te)2_id925_Final_E-3.72.cif,Sc2Al7(Ga3Te)2_id925_E-1.93.cif,Sc2Al7(Ga3Te)2,-3.724,0.0,Metal,P1
K7S9_id2208_Final_E-3.72.cif,K7S9_id2208_E-2.05.cif,K7S9,-3.7223,1.132,Semiconductor,P1
LiSO11_id1792_Final_E-3.70.cif,LiSO11_id1792_E-3.10.cif,LiSO11,-3.6994,0.431,Semiconductor,P1
Li8AlGaGe32_id846_Final_E-3.70.cif,Li8AlGaGe32_id846_E-3.16.cif,Li8AlGaGe32,-3.6982,2.386,Semiconductor,P4/mcc
InSnTe2_id565_Final_E-3.70.cif,InSnTe2_id565_E-3.70.cif,InSnTe2,-3.6974,0.058,Semiconductor,I4/mmm
NaMg2InSe4_id1258_Final_E-3.69.cif,NaMg2InSe4_id1258_E-3.40.cif,NaMg2InSe4,-3.6925,1.841,Semiconductor,I-42d
K2Zn5O4_id3334_Final_E-3.69.cif,K2Zn5O4_id3334_E-3.26.cif,K2Zn5O4,-3.6865,0.132,Semiconductor,I4/m
K2Ga2SnSe3_id2456_Final_E-3.68.cif,K2Ga2SnSe3_id2456_E-3.09.cif,K2Ga2SnSe3,-3.6845,1.702,Semiconductor,Pmc2_1
CaO6_id1740_Final_E-3.68.cif,CaO6_id1740_E-3.63.cif,CaO6,-3.6821,0.415,Semiconductor,P1
Li3GaGeTe4_id3083_Final_E-3.67.cif,Li3GaGeTe4_id3083_E-3.67.cif,Li3GaGeTe4,-3.6741,0.992,Semiconductor,P-43m
LiAlSbS6_id1042_Final_E-3.67.cif,LiAlSbS6_id1042_E-3.42.cif,LiAlSbS6,-3.6728,2.041,Semiconductor,Cmme
MgSe_id2056_Final_E-3.67.cif,MgSe_id2056_E-3.53.cif,MgSe,-3.6704,1.892,Semiconductor,P4/m
Li5AsO2_id1533_Final_E-3.67.cif,Li5AsO2_id1533_E-3.45.cif,Li5AsO2,-3.6677,2.865,Semiconductor,P1
Mg3(Se2S3)2_id2431_Final_E-3.66.cif,Mg3(Se2S3)2_id2431_E-2.60.cif,Mg3(Se2S3)2,-3.6568,1.792,Semiconductor,P1
K3Na5CaSe6_id2554_Final_E-3.65.cif,K3Na5CaSe6_id2554_E-2.62.cif,K3Na5CaSe6,-3.654,1.938,Semiconductor,P1
Li6Ti3Ga2_id766_Final_E-3.65.cif,Li6Ti3Ga2_id766_E-3.30.cif,Li6Ti3Ga2,-3.6517,1.329,Semiconductor,P-1
KBaSe_id3381_Final_E-3.63.cif,KBaSe_id3381_E-2.76.cif,KBaSe,-3.6325,2.036,Semiconductor,C2/m
Te5S4_id1506_Final_E-3.63.cif,Te5S4_id1506_E-2.03.cif,Te5S4,-3.6316,0.0,Metal,P-3m1
ZnTeS2_id2018_Final_E-3.63.cif,ZnTeS2_id2018_E-3.49.cif,ZnTeS2,-3.6271,0.532,Semiconductor,P2_1
KBO32_id299_Final_E-3.63.cif,KBO32_id299_E-2.82.cif,KBO32,-3.6265,2.207,Semiconductor,P1
SrS20_id180_Final_E-3.62.cif,SrS20_id180_E-0.91.cif,SrS20,-3.6208,1.883,Semiconductor,Pm
Ba2LiS2O3_id3099_Final_E-3.62.cif,Ba2LiS2O3_id3099_E-3.31.cif,Ba2LiS2O3,-3.6165,0.525,Semiconductor,P6_222
Li2GeO2_id482_Final_E-3.61.cif,Li2GeO2_id482_E-3.26.cif,Li2GeO2,-3.615,4.277,Insulator,Pm
Li7Zn2O9_id15_Final_E-3.60.cif,Li7Zn2O9_id15_E-2.89.cif,Li7Zn2O9,-3.605,3.069,Semiconductor,P1
CdS2N_id1854_Final_E-3.60.cif,CdS2N_id1854_E-3.45.cif,CdS2N,-3.6046,1.321,Semiconductor,Pca2_1
MgAl6Si_id969_Final_E-3.60.cif,MgAl6Si_id969_E-3.49.cif,MgAl6Si,-3.6025,0.0,Metal,Imm2
KZn(GaAs3)2_id744_Final_E-3.60.cif,KZn(GaAs3)2_id744_E-3.56.cif,KZn(GaAs3)2,-3.5968,0.0,Metal,P321
Na3MgN2_id1621_Final_E-3.58.cif,Na3MgN2_id1621_E-3.58.cif,Na3MgN2,-3.5843,0.515,Semiconductor,Pn-3m
Mg3Te2(SeS6)2_id498_Final_E-3.58.cif,Mg3Te2(SeS6)2_id498_E-3.40.cif,Mg3Te2(SeS6)2,-3.5842,1.748,Semiconductor,P1
Be3AlGe_id3187_Final_E-3.58.cif,Be3AlGe_id3187_E-2.71.cif,Be3AlGe,-3.5818,0.0,Metal,P1
Li6Al(TeSe)4_id2287_Final_E-3.57.cif,Li6Al(TeSe)4_id2287_E-1.99.cif,Li6Al(TeSe)4,-3.5694,1.272,Semiconductor,R3m
KSO_id1294_Final_E-3.56.cif,KSO_id1294_E-2.94.cif,KSO,-3.5645,0.762,Semiconductor,P-3m1
Te3Se_id485_Final_E-3.55.cif,Te3Se_id485_E-3.51.cif,Te3Se,-3.5531,0.023,Metal,P3_212
LiTeSe_id2297_Final_E-3.55.cif,LiTeSe_id2297_E-3.41.cif,LiTeSe,-3.5491,1.174,Semiconductor,P4_32_12
K2GaP2O_id1668_Final_E-3.55.cif,K2GaP2O_id1668_E-3.22.cif,K2GaP2O,-3.5488,0.0,Metal,P1
Zn2Ga2Si2Ge7_id142_Final_E-3.55.cif,Zn2Ga2Si2Ge7_id142_E-3.52.cif,Zn2Ga2Si2Ge7,-3.5476,0.791,Semiconductor,P1
Ba(AlS)2_id1912_Final_E-3.54.cif,Ba(AlS)2_id1912_E-3.54.cif,Ba(AlS)2,-3.5429,2.553,Semiconductor,Pn-3m
Li10O3_id62_Final_E-3.51.cif,Li10O3_id62_E-2.56.cif,Li10O3,-3.5095,0.0,Metal,P1
Li5ScGa4O9_id805_Final_E-3.50.cif,Li5ScGa4O9_id805_E-3.26.cif,Li5ScGa4O9,-3.499,7.066,Insulator,Pm
GeSe3O2_id686_Final_E-3.50.cif,GeSe3O2_id686_E-3.38.cif,GeSe3O2,-3.4953,1.043,Semiconductor,Pm
TiPO8_id3377_Final_E-3.48.cif,TiPO8_id3377_E-3.13.cif,TiPO8,-3.4848,1.172,Semiconductor,P1
K3BaLi3Se4_id1153_Final_E-3.48.cif,K3BaLi3Se4_id1153_E-3.48.cif,K3BaLi3Se4,-3.4751,1.932,Semiconductor,Pm-3n
MgS_id2898_Final_E-3.47.cif,MgS_id2898_E-3.46.cif,MgS,-3.4672,1.583,Semiconductor,Pm
ZnInTe2Se3_id300_Final_E-3.47.cif,ZnInTe2Se3_id300_E-3.26.cif,ZnInTe2Se3,-3.4656,0.633,Semiconductor,Pm
Ca(InSn18)2_id1383_Final_E-3.46.cif,Ca(InSn18)2_id1383_E-2.78.cif,Ca(InSn18)2,-3.4606,0.0,Metal,P1
Al14In_id1805_Final_E-3.45.cif,Al14In_id1805_E-3.15.cif,Al14In,-3.4513,0.0,Metal,P-1
TeSe_id2784_Final_E-3.45.cif,TeSe_id2784_E-3.34.cif,TeSe,-3.4498,0.0,Metal,Pbca
LiTe_id522_Final_E-3.44.cif,LiTe_id522_E-3.10.cif,LiTe,-3.4398,0.295,Semiconductor,Pbca
NaTeSe_id2087_Final_E-3.44.cif,NaTeSe_id2087_E-3.38.cif,NaTeSe,-3.4376,0.603,Semiconductor,Aea2
Li3Te2_id2900_Final_E-3.44.cif,Li3Te2_id2900_E-3.26.cif,Li3Te2,-3.4364,1.065,Semiconductor,P-42_1m
MgP_id3175_Final_E-3.43.cif,MgP_id3175_E-2.74.cif,MgP,-3.4349,0.469,Semiconductor,P222
K2SbTe4_id752_Final_E-3.43.cif,K2SbTe4_id752_E-2.84.cif,K2SbTe4,-3.4289,0.292,Semiconductor,P1
SrTiC2_id2125_Final_E-3.42.cif,SrTiC2_id2125_E-3.42.cif,SrTiC2,-3.4242,0.818,Semiconductor,I4_1/amd
SbTe3AsSe2_id3301_Final_E-3.42.cif,SbTe3AsSe2_id3301_E-1.04.cif,SbTe3AsSe2,-3.4169,0.0,Metal,P1
InO20_id2609_Final_E-3.42.cif,InO20_id2609_E-2.97.cif,InO20,-3.4158,1.328,Semiconductor,P1
KInTe4_id3117_Final_E-3.40.cif,KInTe4_id3117_E-3.31.cif,KInTe4,-3.3993,0.429,Semiconductor,I-42d
MgTe_id1623_Final_E-3.39.cif,MgTe_id1623_E-2.79.cif,MgTe,-3.3891,1.756,Semiconductor,Aea2
Ca4Al(TeSe2)3_id1662_Final_E-3.39.cif,Ca4Al(TeSe2)3_id1662_E-3.39.cif,Ca4Al(TeSe2)3,-3.3859,0.311,Semiconductor,Im-3m
Li3ScAs_id1624_Final_E-3.38.cif,Li3ScAs_id1624_E-3.38.cif,Li3ScAs,-3.3811,0.254,Semiconductor,Pm-3m
Ge6Te3As3Se7_id899_Final_E-3.38.cif,Ge6Te3As3Se7_id899_E-3.18.cif,Ge6Te3As3Se7,-3.3768,1.269,Semiconductor,P1
Al9Ga2_id2773_Final_E-3.37.cif,Al9Ga2_id2773_E-3.04.cif,Al9Ga2,-3.3654,3.26,Semiconductor,P1
Ge(TeSe2)2_id1797_Final_E-3.36.cif,Ge(TeSe2)2_id1797_E-2.92.cif,Ge(TeSe2)2,-3.3646,4.193,Insulator,Cm
BaAs(Se4S3)2_id1932_Final_E-3.36.cif,BaAs(Se4S3)2_id1932_E-0.06.cif,BaAs(Se4S3)2,-3.3634,1.161,Semiconductor,Cmc2_1
Sr4CaGe2O_id3346_Final_E-3.36.cif,Sr4CaGe2O_id3346_E-1.73.cif,Sr4CaGe2O,-3.3629,0.0,Metal,I4_122
MgGaP_id693_Final_E-3.35.cif,MgGaP_id693_E-3.31.cif,MgGaP,-3.3512,0.257,Semiconductor,P2_1
K2Na2AsS4_id468_Final_E-3.34.cif,K2Na2AsS4_id468_E-0.97.cif,K2Na2AsS4,-3.3369,2.721,Semiconductor,P1
KS_id2375_Final_E-3.34.cif,KS_id2375_E-2.40.cif,KS,-3.3365,2.368,Semiconductor,P1
ZnTeAsSe_id2222_Final_E-3.34.cif,ZnTeAsSe_id2222_E-2.61.cif,ZnTeAsSe,-3.3364,0.203,Semiconductor,P1
KCd(Te2Se)2_id1806_Final_E-3.34.cif,KCd(Te2Se)2_id1806_E-2.35.cif,KCd(Te2Se)2,-3.335,0.571,Semiconductor,P1
Ti3Zn3Sn3Te16_id3058_Final_E-3.31.cif,Ti3Zn3Sn3Te16_id3058_E-2.70.cif,Ti3Zn3Sn3Te16,-3.3075,0.678,Semiconductor,P6_3/m
BaLi8TiTe4_id2544_Final_E-3.31.cif,BaLi8TiTe4_id2544_E-3.05.cif,BaLi8TiTe4,-3.3064,1.149,Semiconductor,I222
ScZn6(SeS3)2_id68_Final_E-3.30.cif,ScZn6(SeS3)2_id68_E-2.47.cif,ScZn6(SeS3)2,-3.3024,1.334,Semiconductor,P1
Al(GaTe4)2_id2485_Final_E-3.29.cif,Al(GaTe4)2_id2485_E-3.18.cif,Al(GaTe4)2,-3.2928,3.577,Insulator,Cm
K2MgZnSi4_id231_Final_E-3.29.cif,K2MgZnSi4_id231_E-2.20.cif,K2MgZnSi4,-3.2862,0.599,Semiconductor,P3_121
MgSi_id1449_Final_E-3.28.cif,MgSi_id1449_E-3.28.cif,MgSi,-3.2783,0.396,Semiconductor,I4_1/amd
KGaSeS2_id279_Final_E-3.27.cif,KGaSeS2_id279_E-3.04.cif,KGaSeS2,-3.274,1.133,Semiconductor,P1
ZnSe2_id1555_Final_E-3.27.cif,ZnSe2_id1555_E-3.22.cif,ZnSe2,-3.2736,0.083,Semiconductor,Pnnn
Zn2O_id3239_Final_E-3.27.cif,Zn2O_id3239_E-2.73.cif,Zn2O,-3.2717,0.333,Semiconductor,P2_1/c
KIn6Sn3Te4_id2332_Final_E-3.27.cif,KIn6Sn3Te4_id2332_E-2.44.cif,KIn6Sn3Te4,-3.2691,0.0,Metal,P1
Ti2O5_id1633_Final_E-3.27.cif,Ti2O5_id1633_E-2.88.cif,Ti2O5,-3.2662,0.555,Semiconductor,Cm
Na9Te4SeS4_id536_Final_E-3.27.cif,Na9Te4SeS4_id536_E-2.83.cif,Na9Te4SeS4,-3.2657,1.476,Semiconductor,I4
Li2C2N4O13_id215_Final_E-3.26.cif,Li2C2N4O13_id215_E-2.19.cif,Li2C2N4O13,-3.2606,0.0,Metal,Cc
NaIn3Te28_id1019_Final_E-3.26.cif,NaIn3Te28_id1019_E-3.22.cif,NaIn3Te28,-3.2593,0.0,Metal,I4/m
Li28BAsO8_id2539_Final_E-3.25.cif,Li28BAsO8_id2539_E-3.10.cif,Li28BAsO8,-3.2528,3.227,Semiconductor,Pm
Li4GeAs_id3189_Final_E-3.25.cif,Li4GeAs_id3189_E-2.25.cif,Li4GeAs,-3.2521,0.766,Semiconductor,P1
Ti3Zn5O2_id2831_Final_E-3.25.cif,Ti3Zn5O2_id2831_E-3.08.cif,Ti3Zn5O2,-3.2499,0.052,Semiconductor,P1
Mg(GaGe)2_id612_Final_E-3.25.cif,Mg(GaGe)2_id612_E-3.25.cif,Mg(GaGe)2,-3.2484,2.137,Semiconductor,P4_332
K2Li(TiBe)2_id2519_Final_E-3.24.cif,K2Li(TiBe)2_id2519_E-1.97.cif,K2Li(TiBe)2,-3.2408,2.914,Semiconductor,P-1
LiGa6(SiAs)2_id1942_Final_E-3.23.cif,LiGa6(SiAs)2_id1942_E-2.95.cif,LiGa6(SiAs)2,-3.229,2.637,Semiconductor,P4/mnc
Na2Li2Si2Ge_id1200_Final_E-3.22.cif,Na2Li2Si2Ge_id1200_E-2.93.cif,Na2Li2Si2Ge,-3.2231,0.0,Metal,Aea2
K3AlSn3As4_id2038_Final_E-3.22.cif,K3AlSn3As4_id2038_E-1.88.cif,K3AlSn3As4,-3.2198,0.296,Semiconductor,P1
K2Ca(GaGe)4_id1166_Final_E-3.21.cif,K2Ca(GaGe)4_id1166_E-2.55.cif,K2Ca(GaGe)4,-3.2124,0.184,Semiconductor,Fdd2
Na24B(PO)12_id885_Final_E-3.16.cif,Na24B(PO)12_id885_E-2.31.cif,Na24B(PO)12,-3.161,2.336,Semiconductor,I432
CdGe(AsSe)2_id2231_Final_E-3.15.cif,CdGe(AsSe)2_id2231_E-2.02.cif,CdGe(AsSe)2,-3.1531,0.034,Metal,P1
Sb2AsSe2_id1327_Final_E-3.15.cif,Sb2AsSe2_id1327_E-1.74.cif,Sb2AsSe2,-3.1518,2.254,Semiconductor,P1
KLiNO_id1464_Final_E-3.14.cif,KLiNO_id1464_E-2.89.cif,KLiNO,-3.1375,0.938,Semiconductor,P1
Na2Se_id2010_Final_E-3.13.cif,Na2Se_id2010_E-3.07.cif,Na2Se,-3.1313,0.174,Semiconductor,I4/m
Li3(InSb)2_id1890_Final_E-3.12.cif,Li3(InSb)2_id1890_E-2.51.cif,Li3(InSb)2,-3.1249,0.0,Metal,P1
Li7Ca3(SiAs)3_id330_Final_E-3.12.cif,Li7Ca3(SiAs)3_id330_E-3.06.cif,Li7Ca3(SiAs)3,-3.1209,1.127,Semiconductor,P31m
TiGa(Te6S)2_id2117_Final_E-3.12.cif,TiGa(Te6S)2_id2117_E-2.42.cif,TiGa(Te6S)2,-3.1175,2.253,Semiconductor,P1
KCd2Te4As_id29_Final_E-3.11.cif,KCd2Te4As_id29_E-3.02.cif,KCd2Te4As,-3.1147,0.932,Semiconductor,I-42m
Mg2S_id456_Final_E-3.11.cif,Mg2S_id456_E-2.48.cif,Mg2S,-3.111,1.428,Semiconductor,Cm
Zn4Ga3S4_id1418_Final_E-3.11.cif,Zn4Ga3S4_id1418_E-2.23.cif,Zn4Ga3S4,-3.108,0.081,Semiconductor,P2_1
Sc3Ti9O11_id499_Final_E-3.10.cif,Sc3Ti9O11_id499_E-1.62.cif,Sc3Ti9O11,-3.1013,0.305,Semiconductor,P1
K9GeO13_id3158_Final_E-3.10.cif,K9GeO13_id3158_E-1.79.cif,K9GeO13,-3.096,1.498,Semiconductor,P1
LiCa2O2_id2177_Final_E-3.09.cif,LiCa2O2_id2177_E-3.09.cif,LiCa2O2,-3.0944,3.62,Insulator,Ia-3
K5NaInO6_id713_Final_E-3.09.cif,K5NaInO6_id713_E-2.61.cif,K5NaInO6,-3.0935,2.804,Semiconductor,P1
BaNa(SO45)2_id926_Final_E-3.08.cif,BaNa(SO45)2_id926_E-1.86.cif,BaNa(SO45)2,-3.0838,0.191,Semiconductor,P-3
KSb_id2937_Final_E-3.08.cif,KSb_id2937_E-2.49.cif,KSb,-3.0814,0.503,Semiconductor,P-1
InAs_id1352_Final_E-3.08.cif,InAs_id1352_E-3.03.cif,InAs,-3.078,0.161,Semiconductor,Pmna
MgSnSb_id1252_Final_E-3.06.cif,MgSnSb_id1252_E-3.07.cif,MgSnSb,-3.0638,2.064,Semiconductor,P1
K2GaSnAs_id2172_Final_E-3.05.cif,K2GaSnAs_id2172_E-2.97.cif,K2GaSnAs,-3.0497,0.737,Semiconductor,P2/c
KTe_id3362_Final_E-3.02.cif,KTe_id3362_E-2.87.cif,KTe,-3.0151,0.0,Metal,P4_2/mmc
Zn3CdGaO13_id19_Final_E-3.00.cif,Zn3CdGaO13_id19_E-2.05.cif,Zn3CdGaO13,-3.0005,1.107,Semiconductor,P1
K3Sr6Mg2O6_id3030_Final_E-2.99.cif,K3Sr6Mg2O6_id3030_E-1.22.cif,K3Sr6Mg2O6,-2.9902,2.685,Semiconductor,P1
LiZn2(As2S)2_id343_Final_E-2.99.cif,LiZn2(As2S)2_id343_E-2.73.cif,LiZn2(As2S)2,-2.9871,0.0,Metal,P3_121
NaLiGaSb_id1439_Final_E-2.98.cif,NaLiGaSb_id1439_E-2.86.cif,NaLiGaSb,-2.9783,0.951,Semiconductor,P3m1
KLiP_id1053_Final_E-2.98.cif,KLiP_id1053_E-2.35.cif,KLiP,-2.9758,1.259,Semiconductor,P4_2/m
Al2CdGa6Sn5_id1715_Final_E-2.97.cif,Al2CdGa6Sn5_id1715_E-2.76.cif,Al2CdGa6Sn5,-2.9717,0.524,Semiconductor,P1
NaSn2_id1011_Final_E-2.95.cif,NaSn2_id1011_E-2.60.cif,NaSn2,-2.9455,0.0,Metal,P4/mmm
Li3Ga5Ge_id938_Final_E-2.92.cif,Li3Ga5Ge_id938_E-2.31.cif,Li3Ga5Ge,-2.9175,0.0,Metal,P2/m
Na2Li4AlP2_id994_Final_E-2.92.cif,Na2Li4AlP2_id994_E-2.84.cif,Na2Li4AlP2,-2.917,0.239,Semiconductor,P2_1
Be(AlSi)2_id1021_Final_E-2.92.cif,Be(AlSi)2_id1021_E-1.69.cif,Be(AlSi)2,-2.9158,0.0,Metal,P1
KTe_id653_Final_E-2.92.cif,KTe_id653_E-2.91.cif,KTe,-2.9158,0.0,Metal,P23
Ba4Sb_id494_Final_E-2.91.cif,Ba4Sb_id494_E-2.91.cif,Ba4Sb,-2.9133,0.15,Semiconductor,P4_2/nmc
Sn(GeO5)2_id3087_Final_E-2.88.cif,Sn(GeO5)2_id3087_E-3.72.cif,Sn(GeO5)2,-2.8828,4.529,Insulator,Pm
K7NaO4_id1789_Final_E-2.85.cif,K7NaO4_id1789_E-0.67.cif,K7NaO4,-2.8476,2.914,Semiconductor,P1
Na2Ga5Sn_id1326_Final_E-2.84.cif,Na2Ga5Sn_id1326_E-2.71.cif,Na2Ga5Sn,-2.8351,0.0,Metal,P2
Ba4SrSb_id144_Final_E-2.82.cif,Ba4SrSb_id144_E-1.42.cif,Ba4SrSb,-2.8186,0.001,Metal,P2_1/m
Li4As_id1356_Final_E-2.81.cif,Li4As_id1356_E-2.76.cif,Li4As,-2.8142,0.0,Metal,I-4m2
Na4As3_id2026_Final_E-2.80.cif,Na4As3_id2026_E-2.78.cif,Na4As3,-2.7972,1.195,Semiconductor,I-43d
Zn2In(Ga7Sn2)2_id2866_Final_E-2.79.cif,Zn2In(Ga7Sn2)2_id2866_E-1.82.cif,Zn2In(Ga7Sn2)2,-2.7889,0.0,Metal,P1
K6SiSn6_id254_Final_E-2.77.cif,K6SiSn6_id254_E-1.59.cif,K6SiSn6,-2.7747,1.194,Semiconductor,P1
K4P3_id3297_Final_E-2.73.cif,K4P3_id3297_E-2.72.cif,K4P3,-2.7317,1.103,Semiconductor,I-43d
InSn16Ge3_id694_Final_E-2.73.cif,InSn16Ge3_id694_E-2.40.cif,InSn16Ge3,-2.7293,1.23,Semiconductor,P1
SrGa2Ge2O_id1913_Final_E-2.73.cif,SrGa2Ge2O_id1913_E-2.71.cif,SrGa2Ge2O,-2.7262,0.037,Metal,Pm
Mg4Al8Ga4Si5_id830_Final_E-2.71.cif,Mg4Al8Ga4Si5_id830_E-1.70.cif,Mg4Al8Ga4Si5,-2.7086,1.505,Semiconductor,Cccm
Mg2In3Ga4Sn3_id1386_Final_E-2.71.cif,Mg2In3Ga4Sn3_id1386_E-1.96.cif,Mg2In3Ga4Sn3,-2.7085,0.0,Metal,P1
K11Na4O5_id557_Final_E-2.71.cif,K11Na4O5_id557_E-2.30.cif,K11Na4O5,-2.7054,0.723,Semiconductor,P2_12_12
Na(Li2Sn)2_id2479_Final_E-2.70.cif,Na(Li2Sn)2_id2479_E-2.02.cif,Na(Li2Sn)2,-2.702,0.0,Metal,P2/c
NaLi3P_id76_Final_E-2.70.cif,NaLi3P_id76_E-2.48.cif,NaLi3P,-2.7019,0.981,Semiconductor,Pc
Li7Sc2_id2510_Final_E-2.70.cif,Li7Sc2_id2510_E-2.11.cif,Li7Sc2,-2.6953,0.294,Semiconductor,P1
CNO_id634_Final_E-2.67.cif,CNO_id634_E-2.67.cif,CNO,-2.6745,1.471,Semiconductor,P-6m2
ZnIn2SiSn_id2159_Final_E-2.67.cif,ZnIn2SiSn_id2159_E-1.36.cif,ZnIn2SiSn,-2.6739,0.011,Metal,P6_122
MgSeO_id3018_Final_E-2.66.cif,MgSeO_id3018_E-2.60.cif,MgSeO,-2.6557,4.739,Insulator,P-1
