file_name,formula,energy,bandgap,Application_Class,space_group,type
KNaCdSn3_id1721_Final_E-2.50.cif,KNaCdSn3,-2.4954,0.095,IR / Narrow-Gap,P-4n2,Semiconductor
KGa2_id517_Final_E-2.49.cif,KGa2,-2.4901,0.075,IR / Narrow-Gap,P6/mmm,Semiconductor
K4Sr(ZnSi)5_id175_Final_E-2.45.cif,K4Sr(ZnSi)5,-2.4513,0.626,IR / Narrow-Gap,P1,Semiconductor
KS_id2433_Final_E-2.43.cif,KS,-2.4266,2.995,Wide-Gap Power/LED,I4_132,Semiconductor
KMgSn_id1522_Final_E-2.42.cif,KMgSn,-2.4199,0.268,IR / Narrow-Gap,P-6m2,Semiconductor
Mg3Cd2(Se3S)3_id218_Final_E-2.41.cif,Mg3Cd2(Se3S)3,-2.4105,2.162,Wide-Gap Power/LED,P1,Semiconductor
B8C13_id1028_Final_E-2.41.cif,B8C13,-2.4076,0.346,IR / Narrow-Gap,P1,Semiconductor
Li7(ZnAs)3_id1885_Final_E-2.41.cif,Li7(ZnAs)3,-2.4059,0.797,IR / Narrow-Gap,P1,Semiconductor
KO4_id1655_Final_E-2.37.cif,KO4,-2.3672,2.341,Wide-Gap Power/LED,P4_2/mbc,Semiconductor
Cd6Ga2(GeN2)3_id2272_Final_E-2.35.cif,Cd6Ga2(GeN2)3,-2.3548,0.359,IR / Narrow-Gap,P1,Semiconductor
KNaInSn_id338_Final_E-2.33.cif,KNaInSn,-2.3304,0.072,IR / Narrow-Gap,F-43m,Semiconductor
Na2LiSb_id791_Final_E-2.30.cif,Na2LiSb,-2.2988,0.865,IR / Narrow-Gap,P4_2/mcm,Semiconductor
BaB2N12O23_id531_Final_E-2.29.cif,BaB2N12O23,-2.2892,1.175,Solar / Visible,P1,Semiconductor
Sc2Cd2Sn_id834_Final_E-2.28.cif,Sc2Cd2Sn,-2.2784,1.029,Solar / Visible,Pm,Semiconductor
K4Te_id1455_Final_E-2.27.cif,K4Te,-2.2658,1.484,Solar / Visible,P-1,Semiconductor
Na3In5_id2289_Final_E-2.25.cif,Na3In5,-2.2499,0.479,IR / Narrow-Gap,I-42d,Semiconductor
In7S_id2405_Final_E-2.23.cif,In7S,-2.2283,1.986,Solar / Visible,P4_2/mbc,Semiconductor
K2ZnSb6_id1926_Final_E-2.20.cif,K2ZnSb6,-2.1964,1.237,Solar / Visible,P1,Semiconductor
Sr3B(NO)18_id955_Final_E-2.19.cif,Sr3B(NO)18,-2.1866,3.36,Wide-Gap Power/LED,Pm,Semiconductor
NO42_id2043_Final_E-2.17.cif,NO42,-2.1747,1.208,Solar / Visible,P1,Semiconductor
As5Se2_id974_Final_E-2.17.cif,As5Se2,-2.1658,0.529,IR / Narrow-Gap,I4_1/amd,Semiconductor
K4Li(InGa3)4_id1131_Final_E-2.15.cif,K4Li(InGa3)4,-2.1537,1.068,Solar / Visible,P4_2/nmc,Semiconductor
NaIn_id309_Final_E-2.14.cif,NaIn,-2.1423,0.396,IR / Narrow-Gap,I4_1/amd,Semiconductor
BaInO24_id1410_Final_E-2.13.cif,BaInO24,-2.1344,0.069,IR / Narrow-Gap,P1,Semiconductor
KSO40_id1698_Final_E-2.10.cif,KSO40,-2.0956,0.635,IR / Narrow-Gap,P1,Semiconductor
Na4Cd3Sb2_id753_Final_E-2.09.cif,Na4Cd3Sb2,-2.0947,0.895,IR / Narrow-Gap,P-3c1,Semiconductor
Zn8(InGa3)3_id2123_Final_E-2.08.cif,Zn8(InGa3)3,-2.0832,3.153,Wide-Gap Power/LED,P1,Semiconductor
TiO19_id2278_Final_E-2.05.cif,TiO19,-2.054,0.982,IR / Narrow-Gap,Pm,Semiconductor
Li4TiTeSe_id2865_Final_E-2.03.cif,Li4TiTeSe,-2.0336,2.527,Wide-Gap Power/LED,P1,Semiconductor
Na4SrLiIn_id1271_Final_E-2.03.cif,Na4SrLiIn,-2.0324,0.818,IR / Narrow-Gap,P2,Semiconductor
Cd6Ga35_id2858_Final_E-2.03.cif,Cd6Ga35,-2.0306,2.181,Wide-Gap Power/LED,P2,Semiconductor
K3(ZnGa2)2_id1441_Final_E-2.00.cif,K3(ZnGa2)2,-2.001,2.78,Wide-Gap Power/LED,P-1,Semiconductor
ZnIn_id1339_Final_E-1.99.cif,ZnIn,-1.9918,0.103,IR / Narrow-Gap,I4_1/acd,Semiconductor
Li3CaGa_id1095_Final_E-1.99.cif,Li3CaGa,-1.9916,1.77,Solar / Visible,P1,Semiconductor
AsO_id2668_Final_E-1.99.cif,AsO,-1.9903,1.586,Solar / Visible,P4_32_12,Semiconductor
Mg(InTe2)2_id3140_Final_E-1.98.cif,Mg(InTe2)2,-1.9814,0.35,IR / Narrow-Gap,Pmmn,Semiconductor
LiMg4Al2Sn_id2576_Final_E-1.93.cif,LiMg4Al2Sn,-1.9299,0.554,IR / Narrow-Gap,P1,Semiconductor
KLiSn_id576_Final_E-1.92.cif,KLiSn,-1.9194,2.175,Wide-Gap Power/LED,Pmmm,Semiconductor
Li7Mg_id996_Final_E-1.87.cif,Li7Mg,-1.8728,1.575,Solar / Visible,P1,Semiconductor
LiMgSn2_id1222_Final_E-1.87.cif,LiMgSn2,-1.8669,0.15,IR / Narrow-Gap,Cm,Semiconductor
NaLi8Cd2O3_id1175_Final_E-1.86.cif,NaLi8Cd2O3,-1.8644,1.439,Solar / Visible,Iba2,Semiconductor
K2Li5Sb_id2091_Final_E-1.86.cif,K2Li5Sb,-1.8643,1.331,Solar / Visible,Cm,Semiconductor
Mg3Sn2(SO2)2_id506_Final_E-1.84.cif,Mg3Sn2(SO2)2,-1.8365,0.347,IR / Narrow-Gap,P-42_1m,Semiconductor
Cd3In4_id56_Final_E-1.81.cif,Cd3In4,-1.8116,2.104,Wide-Gap Power/LED,P-1,Semiconductor
K2Na3In2Ga_id900_Final_E-1.80.cif,K2Na3In2Ga,-1.8046,0.747,IR / Narrow-Gap,P-1,Semiconductor
Zn4Ga_id3155_Final_E-1.80.cif,Zn4Ga,-1.8017,2.292,Wide-Gap Power/LED,P4_2/nmc,Semiconductor
Mg(AlIn4)3_id2318_Final_E-1.80.cif,Mg(AlIn4)3,-1.8007,1.948,Solar / Visible,P1,Semiconductor
Zn3In2(GaO2)2_id589_Final_E-1.79.cif,Zn3In2(GaO2)2,-1.7928,0.752,IR / Narrow-Gap,P1,Semiconductor
Mg3ZnN_id2288_Final_E-1.78.cif,Mg3ZnN,-1.7828,0.061,IR / Narrow-Gap,Pm-3m,Semiconductor
Li2Mg6Sn_id2878_Final_E-1.75.cif,Li2Mg6Sn,-1.7484,1.686,Solar / Visible,P1,Semiconductor
Al19Zn12_id2753_Final_E-1.71.cif,Al19Zn12,-1.7062,0.946,IR / Narrow-Gap,P222,Semiconductor
K9Sb6(Te6P)2_id1925_Final_E-1.70.cif,K9Sb6(Te6P)2,-1.6963,0.289,IR / Narrow-Gap,P1,Semiconductor
Al3Zn2_id658_Final_E-1.66.cif,Al3Zn2,-1.6586,0.065,IR / Narrow-Gap,Pm,Semiconductor
K2Li9Mg_id639_Final_E-1.66.cif,K2Li9Mg,-1.6562,2.359,Wide-Gap Power/LED,P1,Semiconductor
LiCaMg2S_id3024_Final_E-1.62.cif,LiCaMg2S,-1.616,1.81,Solar / Visible,P4mm,Semiconductor
TeSeO2_id1605_Final_E-1.61.cif,TeSeO2,-1.6099,1.858,Solar / Visible,Cm,Semiconductor
Na4Cd3In2_id2857_Final_E-1.58.cif,Na4Cd3In2,-1.575,1.099,Solar / Visible,P4_22_12,Semiconductor
LiZn4_id1101_Final_E-1.56.cif,LiZn4,-1.5644,2.909,Wide-Gap Power/LED,P4_2/nmc,Semiconductor
K3Ca2(AlGa)2_id738_Final_E-1.55.cif,K3Ca2(AlGa)2,-1.5459,0.07,IR / Narrow-Gap,P1,Semiconductor
K34Na3CaO6_id1402_Final_E-1.51.cif,K34Na3CaO6,-1.511,1.272,Solar / Visible,P1,Semiconductor
Na4In17Ga6_id2014_Final_E-1.48.cif,Na4In17Ga6,-1.4752,0.195,IR / Narrow-Gap,P6/mmm,Semiconductor
Zn2Cd5Ga2_id1812_Final_E-1.47.cif,Zn2Cd5Ga2,-1.4712,2.242,Wide-Gap Power/LED,P1,Semiconductor
Li6Mg8ScTi_id2116_Final_E-1.45.cif,Li6Mg8ScTi,-1.4538,0.085,IR / Narrow-Gap,P1,Semiconductor
Ba4O9_id2120_Final_E-1.45.cif,Ba4O9,-1.4526,3.253,Wide-Gap Power/LED,P1,Semiconductor
Sc4Ti3Zn8Ga3_id1825_Final_E-1.45.cif,Sc4Ti3Zn8Ga3,-1.4503,0.202,IR / Narrow-Gap,Cc,Semiconductor
LiTi2(BeIn2)2_id1262_Final_E-1.45.cif,LiTi2(BeIn2)2,-1.4468,0.346,IR / Narrow-Gap,P1,Semiconductor
Na2Sr(Zn2Sn)2_id620_Final_E-1.44.cif,Na2Sr(Zn2Sn)2,-1.4421,1.304,Solar / Visible,I4/mcm,Semiconductor
Li23Mg8(Zn2Ga)2_id1472_Final_E-1.42.cif,Li23Mg8(Zn2Ga)2,-1.4189,0.171,IR / Narrow-Gap,P1,Semiconductor
Li9Mg4(Cd2Ga5)2_id1365_Final_E-1.36.cif,Li9Mg4(Cd2Ga5)2,-1.3598,1.877,Solar / Visible,P2,Semiconductor
Na6Ca6O_id2180_Final_E-1.34.cif,Na6Ca6O,-1.3426,0.144,IR / Narrow-Gap,Pm-3,Semiconductor
Sr2Cd(As3P)6_id2807_Final_E-1.33.cif,Sr2Cd(As3P)6,-1.3301,0.078,IR / Narrow-Gap,P1,Semiconductor
In(SO4)4_id2702_Final_E-1.32.cif,In(SO4)4,-1.3215,0.24,IR / Narrow-Gap,Pm,Semiconductor
Na6CdIn_id680_Final_E-1.25.cif,Na6CdIn,-1.2466,0.068,IR / Narrow-Gap,P1,Semiconductor
MgP_id2518_Final_E-1.24.cif,MgP,-1.2399,0.949,IR / Narrow-Gap,P4/mmm,Semiconductor
K15NaCaSn5_id1796_Final_E-1.24.cif,K15NaCaSn5,-1.2395,0.666,IR / Narrow-Gap,P1,Semiconductor
K7MgIn6_id2406_Final_E-1.23.cif,K7MgIn6,-1.2282,0.471,IR / Narrow-Gap,P-31c,Semiconductor
Na(Li2Mg)2_id2698_Final_E-1.22.cif,Na(Li2Mg)2,-1.2227,1.497,Solar / Visible,I4_1/amd,Semiconductor
Mg4AlInTe3_id1758_Final_E-1.19.cif,Mg4AlInTe3,-1.1904,2.88,Wide-Gap Power/LED,P4mm,Semiconductor
MgZn4GaO8_id2402_Final_E-1.18.cif,MgZn4GaO8,-1.1839,2.171,Wide-Gap Power/LED,Pm,Semiconductor
Ca9Ga_id2602_Final_E-1.14.cif,Ca9Ga,-1.1446,1.506,Solar / Visible,Pbam,Semiconductor
Mg2Cd2In2Sn3_id1467_Final_E-1.12.cif,Mg2Cd2In2Sn3,-1.1196,0.843,IR / Narrow-Gap,P1,Semiconductor
K2Ba2Na11As4_id1841_Final_E-1.11.cif,K2Ba2Na11As4,-1.1066,1.892,Solar / Visible,P1,Semiconductor
KNaZn_id2881_Final_E-1.07.cif,KNaZn,-1.0716,0.175,IR / Narrow-Gap,P4_322,Semiconductor
Cd28Sb3_id2550_Final_E-1.05.cif,Cd28Sb3,-1.0531,0.454,IR / Narrow-Gap,P1,Semiconductor
Ba2Sr6Ca29_id3147_Final_E-1.03.cif,Ba2Sr6Ca29,-1.0336,0.985,IR / Narrow-Gap,P1,Semiconductor
KZn_id327_Final_E-0.98.cif,KZn,-0.9807,1.054,Solar / Visible,I4_1/amd,Semiconductor
NaCa_id3107_Final_E-0.97.cif,NaCa,-0.9676,0.056,IR / Narrow-Gap,P4/mmm,Semiconductor
Mg7ZnCd28_id3350_Final_E-0.92.cif,Mg7ZnCd28,-0.9224,2.004,Wide-Gap Power/LED,P2,Semiconductor
Na6Li12Cd7In3_id83_Final_E-0.91.cif,Na6Li12Cd7In3,-0.9062,0.347,IR / Narrow-Gap,P1,Semiconductor
K3Cd2InGa2_id661_Final_E-0.90.cif,K3Cd2InGa2,-0.8987,1.425,Solar / Visible,P1,Semiconductor
Na3(SrIn)2_id2267_Final_E-0.90.cif,Na3(SrIn)2,-0.8985,0.491,IR / Narrow-Gap,Pmm2,Semiconductor
Li24Zn13Te12_id1453_Final_E-0.89.cif,Li24Zn13Te12,-0.886,1.714,Solar / Visible,I23,Semiconductor
K2Na5Li_id912_Final_E-0.80.cif,K2Na5Li,-0.8043,0.522,IR / Narrow-Gap,P1,Semiconductor
K20Na13_id386_Final_E-0.69.cif,K20Na13,-0.691,0.335,IR / Narrow-Gap,P3,Semiconductor
Ba2Sr3Ca5_id2825_Final_E-0.68.cif,Ba2Sr3Ca5,-0.6843,0.213,IR / Narrow-Gap,P6_122,Semiconductor
K50Cd2SnSb2_id3193_Final_E-0.68.cif,K50Cd2SnSb2,-0.6761,0.226,IR / Narrow-Gap,P1,Semiconductor
CaCd31_id1369_Final_E-0.67.cif,CaCd31,-0.6663,2.141,Wide-Gap Power/LED,P4/m,Semiconductor
Li(Mg2Zn)2_id2755_Final_E-0.67.cif,Li(Mg2Zn)2,-0.6655,0.272,IR / Narrow-Gap,P1,Semiconductor
Li3Si2_id2081_Final_E-0.65.cif,Li3Si2,-0.6527,0.359,IR / Narrow-Gap,P1,Semiconductor
Ba3Ca3Mg_id136_Final_E-0.59.cif,Ba3Ca3Mg,-0.5878,3.289,Wide-Gap Power/LED,Fm-3m,Semiconductor
Sc9(SO32)2_id3272_Final_E-0.55.cif,Sc9(SO32)2,-0.5451,2.153,Wide-Gap Power/LED,P31m,Semiconductor
NaCaMg35Al_id2489_Final_E-0.54.cif,NaCaMg35Al,-0.535,0.129,IR / Narrow-Gap,P1,Semiconductor
Cd11Ga2_id158_Final_E-0.51.cif,Cd11Ga2,-0.5063,0.127,IR / Narrow-Gap,Pm,Semiconductor
Mg13In2_id87_Final_E-0.47.cif,Mg13In2,-0.4722,0.089,IR / Narrow-Gap,P1,Semiconductor
NaSr11Ca_id2253_Final_E-0.46.cif,NaSr11Ca,-0.4573,0.091,IR / Narrow-Gap,P1,Semiconductor
LiMg4(ScAl)2_id237_Final_E-0.38.cif,LiMg4(ScAl)2,-0.3814,0.601,IR / Narrow-Gap,P1,Semiconductor
Na4Cd3_id2238_Final_E-0.32.cif,Na4Cd3,-0.3203,0.282,IR / Narrow-Gap,P3m1,Semiconductor
K9Na2_id2876_Final_E-0.23.cif,K9Na2,-0.2288,0.668,IR / Narrow-Gap,P1,Semiconductor
K7Ba7Na12_id21_Final_E-0.12.cif,K7Ba7Na12,-0.1185,0.817,IR / Narrow-Gap,Pm,Semiconductor
