file_name,formula,energy,bandgap,Application_Class,Origin_Campaign,type,space_group_symbol,space_group_number,num_atoms
ZnCd2O8_id2627_Final_E-4.08.cif,ZnCd2O8,-4.0798,0.862,IR / Narrow-Gap,THERMAL,Semiconductor,P4/nbm,125,22
Ga3S2_id786_Final_E-4.08.cif,Ga3S2,-4.0785,1.426,Solar / Visible,THERMAL,Semiconductor,Pnnn,48,20
O2_id745_Final_E-4.08.cif,O2,-4.0776,1.479,Solar / Visible,THERMAL,Semiconductor,P2/c,13,34
SbAs5_id33_Final_E-4.08.cif,SbAs5,-4.0775,0.059,IR / Narrow-Gap,THERMAL,Semiconductor,Pmmm,47,6
Be2ZnBP_id984_Final_E-4.08.cif,Be2ZnBP,-4.077,0.733,IR / Narrow-Gap,THERMAL,Semiconductor,Pnma,62,20
Ba4SbAs2_id2338_Final_E-4.08.cif,Ba4SbAs2,-4.0759,0.363,IR / Narrow-Gap,THERMAL,Semiconductor,P-1,2,28
S_id143_Final_E-4.07.cif,S,-4.0735,2.027,Solar / Visible,THERMAL,Semiconductor,P4/m,83,8
NaSeS5_id1012_Final_E-4.07.cif,NaSeS5,-4.072,0.347,IR / Narrow-Gap,THERMAL,Semiconductor,Cmc2_1,36,56
NaS3_id3823_Final_E-4.07.cif,NaS3,-4.0697,1.11,Solar / Visible,THERMAL,Semiconductor,Cmcm,63,16
Mg(AlSe4)2_id2749_Final_E-4.07.cif,Mg(AlSe4)2,-4.0689,1.731,Solar / Visible,THERMAL,Semiconductor,P-42m,111,11
NaS4_id3995_Final_E-4.07.cif,NaS4,-4.0668,2.045,Solar / Visible,THERMAL,Semiconductor,R-3m,166,15
AsSe2_id4236_Final_E-4.07.cif,AsSe2,-4.0653,0.928,IR / Narrow-Gap,THERMAL,Semiconductor,Pn-3m,224,6
Ba4Sr4Cd2GeAsSe2(SO)2_id3812_Final_E-4.06.cif,Ba4Sr4Cd2GeAsSe2(SO)2,-4.0616,0.98,IR / Narrow-Gap,THERMAL,Semiconductor,P3_221,154,54
Te2S9_id1569_Final_E-4.06.cif,Te2S9,-4.0568,1.446,Solar / Visible,THERMAL,Semiconductor,Pc,7,22
KNaO2_id1772_Final_E-4.06.cif,KNaO2,-4.0556,0.7,IR / Narrow-Gap,THERMAL,Semiconductor,I4_122,98,16
KInS2_id4189_Final_E-4.06.cif,KInS2,-4.0552,1.456,Solar / Visible,THERMAL,Semiconductor,I4_122,98,16
Li8Sn(SeS)4_id977_Final_E-4.05.cif,Li8Sn(SeS)4,-4.0515,1.29,Solar / Visible,THERMAL,Semiconductor,P1,1,17
S_id2411_Final_E-4.05.cif,S,-4.0499,0.755,IR / Narrow-Gap,THERMAL,Semiconductor,Pbca,61,16
Sb2TeAs_id2036_Final_E-4.05.cif,Sb2TeAs,-4.0484,0.707,IR / Narrow-Gap,THERMAL,Semiconductor,P4/mbm,127,16
Li2Cd2O3_id3828_Final_E-4.05.cif,Li2Cd2O3,-4.048,1.19,Solar / Visible,THERMAL,Semiconductor,Pbcn,60,28
S_id4053_Final_E-4.05.cif,S,-4.0452,0.24,IR / Narrow-Gap,THERMAL,Semiconductor,Pbca,61,16
S_id4047_Final_E-4.04.cif,S,-4.0407,1.753,Solar / Visible,THERMAL,Semiconductor,Pbca,61,8
BeAl4Zn2(SiSe4)2_id2016_Final_E-4.04.cif,BeAl4Zn2(SiSe4)2,-4.0393,1.411,Solar / Visible,THERMAL,Semiconductor,P222,16,17
S_id2733_Final_E-4.04.cif,S,-4.0377,1.262,Solar / Visible,THERMAL,Semiconductor,Pba2,32,14
GaSe2_id2551_Final_E-4.03.cif,GaSe2,-4.0334,1.722,Solar / Visible,THERMAL,Semiconductor,P-42_1m,113,6
Zn3GeS16_id2340_Final_E-4.03.cif,Zn3GeS16,-4.0332,1.5,Solar / Visible,THERMAL,Semiconductor,P1,1,20
S_id192_Final_E-4.03.cif,S,-4.0293,1.083,Solar / Visible,THERMAL,Semiconductor,Pba2,32,18
In2SnSe4_id3637_Final_E-4.03.cif,In2SnSe4,-4.0279,0.349,IR / Narrow-Gap,THERMAL,Semiconductor,P-42_1c,114,14
Ba2Sr2LiSnP4_id357_Final_E-4.02.cif,Ba2Sr2LiSnP4,-4.0244,0.915,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,40
LiZn3P3O4_id2560_Final_E-4.02.cif,LiZn3P3O4,-4.0187,0.997,IR / Narrow-Gap,THERMAL,Semiconductor,Pm-3n,223,22
Na2Li4GeSb2AsS4_id1922_Final_E-4.02.cif,Na2Li4GeSb2AsS4,-4.0163,1.613,Solar / Visible,THERMAL,Semiconductor,P1,1,14
Se3S10_id2237_Final_E-4.01.cif,Se3S10,-4.0089,1.012,Solar / Visible,THERMAL,Semiconductor,P1,1,26
TeAs2_id2144_Final_E-4.00.cif,TeAs2,-3.9961,0.547,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,12
Sb5TeSe2_id229_Final_E-3.99.cif,Sb5TeSe2,-3.9949,0.479,IR / Narrow-Gap,THERMAL,Semiconductor,Cc,9,32
AlTe2_id4791_Final_E-3.99.cif,AlTe2,-3.9904,1.643,Solar / Visible,THERMAL,Semiconductor,P-42_1m,113,6
CdS6_id571_Final_E-3.99.cif,CdS6,-3.9887,1.728,Solar / Visible,THERMAL,Semiconductor,P2/m,10,14
S_id1121_Final_E-3.99.cif,S,-3.9884,2.019,Solar / Visible,THERMAL,Semiconductor,P23,195,12
TeAs2_id1874_Final_E-3.98.cif,TeAs2,-3.9842,1.125,Solar / Visible,THERMAL,Semiconductor,I4_1/a,88,24
LiAl(GaS)2_id4991_Final_E-3.98.cif,LiAl(GaS)2,-3.9791,0.163,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,12
TeS2_id1398_Final_E-3.98.cif,TeS2,-3.9763,1.23,Solar / Visible,THERMAL,Semiconductor,P3_112,151,9
Ga2Te4S13_id1070_Final_E-3.97.cif,Ga2Te4S13,-3.9747,0.798,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,38
Li5(Ge2S)2_id3330_Final_E-3.97.cif,Li5(Ge2S)2,-3.9717,0.728,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,11
ZnN3_id1302_Final_E-3.97.cif,ZnN3,-3.9711,0.22,IR / Narrow-Gap,THERMAL,Semiconductor,Fm-3m,225,16
Li3ZnSiSe4_id1809_Final_E-3.97.cif,Li3ZnSiSe4,-3.9697,1.166,Solar / Visible,THERMAL,Semiconductor,P-43m,215,9
K6BaMgO6_id1038_Final_E-3.96.cif,K6BaMgO6,-3.9638,1.177,Solar / Visible,THERMAL,Semiconductor,P-31c,163,28
In(AsSe4)2_id2284_Final_E-3.95.cif,In(AsSe4)2,-3.9549,0.231,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,22
Sn3Te4_id2694_Final_E-3.95.cif,Sn3Te4,-3.9531,0.472,IR / Narrow-Gap,THERMAL,Semiconductor,P-42m,111,7
InSe2S3_id398_Final_E-3.95.cif,InSe2S3,-3.9526,1.667,Solar / Visible,THERMAL,Semiconductor,Aea2,41,48
O2_id1958_Final_E-3.95.cif,O2,-3.9525,1.948,Solar / Visible,THERMAL,Semiconductor,Aem2,39,28
CaZn3Si3P4_id407_Final_E-3.95.cif,CaZn3Si3P4,-3.9456,0.16,IR / Narrow-Gap,THERMAL,Semiconductor,Pm-3n,223,22
LiCdS6_id2412_Final_E-3.94.cif,LiCdS6,-3.9439,1.14,Solar / Visible,THERMAL,Semiconductor,P6_322,182,16
K3ScN7_id4635_Final_E-3.94.cif,K3ScN7,-3.9436,1.027,Solar / Visible,THERMAL,Semiconductor,Pm-3n,223,22
Na8LiCd4Se4(SO2)4_id1327_Final_E-3.94.cif,Na8LiCd4Se4(SO2)4,-3.9355,1.589,Solar / Visible,THERMAL,Semiconductor,P4_2/n,86,58
GeTe2_id3280_Final_E-3.93.cif,GeTe2,-3.9323,0.455,IR / Narrow-Gap,THERMAL,Semiconductor,P3_221,154,9
LiZnGaSnS3_id104_Final_E-3.93.cif,LiZnGaSnS3,-3.9316,1.224,Solar / Visible,THERMAL,Semiconductor,P2,3,28
K2SnO8_id1362_Final_E-3.93.cif,K2SnO8,-3.9283,0.25,IR / Narrow-Gap,THERMAL,Semiconductor,P-31m,162,22
KNa3Si3S4_id3829_Final_E-3.92.cif,KNa3Si3S4,-3.9174,3.12,Wide-Gap Power/LED,THERMAL,Semiconductor,Pm-3n,223,22
K5O4_id1740_Final_E-3.91.cif,K5O4,-3.9141,1.388,Solar / Visible,THERMAL,Semiconductor,I4/m,87,18
Na2Zn3(SeO)4_id4197_Final_E-3.91.cif,Na2Zn3(SeO)4,-3.91,2.228,Wide-Gap Power/LED,THERMAL,Semiconductor,Pban,50,26
AlZnP2_id465_Final_E-3.90.cif,AlZnP2,-3.9015,1.236,Solar / Visible,THERMAL,Semiconductor,P3_221,154,12
Sb2Te_id3419_Final_E-3.89.cif,Sb2Te,-3.8932,0.12,IR / Narrow-Gap,THERMAL,Semiconductor,I4_1/a,88,24
NaIn3Te3O4_id2004_Final_E-3.89.cif,NaIn3Te3O4,-3.8922,0.065,IR / Narrow-Gap,THERMAL,Semiconductor,Pm-3n,223,22
Ga(SeS)2_id3837_Final_E-3.89.cif,Ga(SeS)2,-3.8916,1.802,Solar / Visible,THERMAL,Semiconductor,Pmna,53,10
InSe2_id147_Final_E-3.88.cif,InSe2,-3.8792,1.24,Solar / Visible,THERMAL,Semiconductor,P-42_1m,113,6
Li2Al2SiTe4_id2886_Final_E-3.88.cif,Li2Al2SiTe4,-3.8787,1.443,Solar / Visible,THERMAL,Semiconductor,P-42m,111,9
Mg2InSe4_id4192_Final_E-3.87.cif,Mg2InSe4,-3.8735,1.595,Solar / Visible,THERMAL,Semiconductor,I-42d,122,28
CdSbS2_id1123_Final_E-3.87.cif,CdSbS2,-3.8731,1.125,Solar / Visible,THERMAL,Semiconductor,P-1,2,8
Li4Mg(TeS2)2_id1650_Final_E-3.87.cif,Li4Mg(TeS2)2,-3.8686,1.939,Solar / Visible,THERMAL,Semiconductor,C222,21,22
Li6CaSe4_id682_Final_E-3.86.cif,Li6CaSe4,-3.857,1.904,Solar / Visible,THERMAL,Semiconductor,Im-3m,229,22
K5Na13O12_id4447_Final_E-3.85.cif,K5Na13O12,-3.8484,1.152,Solar / Visible,THERMAL,Semiconductor,P2,3,30
SeS_id2608_Final_E-3.85.cif,SeS,-3.8477,1.51,Solar / Visible,THERMAL,Semiconductor,P4/m,83,8
SeS_id1416_Final_E-3.85.cif,SeS,-3.8465,1.352,Solar / Visible,THERMAL,Semiconductor,P4/m,83,8
TeAs_id3157_Final_E-3.83.cif,TeAs,-3.8349,0.107,IR / Narrow-Gap,THERMAL,Semiconductor,Pbca,61,16
BeAlZnP2_id2320_Final_E-3.83.cif,BeAlZnP2,-3.8258,1.441,Solar / Visible,THERMAL,Semiconductor,Pccm,49,10
NaZn3Ga3O4_id4143_Final_E-3.81.cif,NaZn3Ga3O4,-3.8136,0.94,IR / Narrow-Gap,THERMAL,Semiconductor,Pm-3n,223,22
TeSeS2_id7_Final_E-3.81.cif,TeSeS2,-3.8135,0.817,IR / Narrow-Gap,THERMAL,Semiconductor,P4/m,83,16
NaSi2(Te2Se)4_id530_Final_E-3.81.cif,NaSi2(Te2Se)4,-3.8135,0.976,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,15
K(GeTe2)2_id3067_Final_E-3.81.cif,K(GeTe2)2,-3.8123,0.795,IR / Narrow-Gap,THERMAL,Semiconductor,P-42m,111,7
Se4S3_id1904_Final_E-3.81.cif,Se4S3,-3.8087,0.677,IR / Narrow-Gap,THERMAL,Semiconductor,Pnnn,48,28
K6TiInO6_id1051_Final_E-3.81.cif,K6TiInO6,-3.808,0.482,IR / Narrow-Gap,THERMAL,Semiconductor,P-31c,163,28
NaS_id3246_Final_E-3.80.cif,NaS,-3.8026,2.761,Wide-Gap Power/LED,THERMAL,Semiconductor,P-1,2,12
Li4Al2Cd(GeSe2)2_id2468_Final_E-3.80.cif,Li4Al2Cd(GeSe2)2,-3.8021,0.12,IR / Narrow-Gap,THERMAL,Semiconductor,Cmm2,35,13
InGa2(TeSe)4_id76_Final_E-3.80.cif,InGa2(TeSe)4,-3.801,1.037,Solar / Visible,THERMAL,Semiconductor,P-42m,111,11
K3BaO2_id4720_Final_E-3.80.cif,K3BaO2,-3.7986,0.908,IR / Narrow-Gap,THERMAL,Semiconductor,P4_22_12,94,24
Si_id4224_Final_E-3.80.cif,Si,-3.7982,0.707,IR / Narrow-Gap,THERMAL,Semiconductor,Pm-3n,223,12
SeS_id1935_Final_E-3.79.cif,SeS,-3.7947,1.107,Solar / Visible,THERMAL,Semiconductor,P4/m,83,8
MgO8_id4475_Final_E-3.79.cif,MgO8,-3.7914,3.15,Wide-Gap Power/LED,THERMAL,Semiconductor,Fm-3m,225,36
Al2GaTe4_id389_Final_E-3.79.cif,Al2GaTe4,-3.7908,0.067,IR / Narrow-Gap,THERMAL,Semiconductor,P2,3,7
SbTe2_id1049_Final_E-3.77.cif,SbTe2,-3.7717,0.538,IR / Narrow-Gap,THERMAL,Semiconductor,Aea2,41,24
MgSe4_id3505_Final_E-3.76.cif,MgSe4,-3.7647,1.842,Solar / Visible,THERMAL,Semiconductor,P1,1,10
Li3(GeTe2)2_id3199_Final_E-3.76.cif,Li3(GeTe2)2,-3.7638,1.362,Solar / Visible,THERMAL,Semiconductor,P-42m,111,9
LiZnO_id490_Final_E-3.76.cif,LiZnO,-3.7597,1.24,Solar / Visible,THERMAL,Semiconductor,C222,21,12
NaLi2ZnGaS5_id3268_Final_E-3.76.cif,NaLi2ZnGaS5,-3.7596,1.822,Solar / Visible,THERMAL,Semiconductor,P-1,2,20
KLiAs3_id304_Final_E-3.75.cif,KLiAs3,-3.7532,1.326,Solar / Visible,THERMAL,Semiconductor,P1,1,10
LiAs_id4025_Final_E-3.75.cif,LiAs,-3.7526,1.341,Solar / Visible,THERMAL,Semiconductor,I4_1/acd,142,32
In2TeSe5_id34_Final_E-3.75.cif,In2TeSe5,-3.7502,0.876,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,16
KLiSe4_id3795_Final_E-3.73.cif,KLiSe4,-3.7339,0.681,IR / Narrow-Gap,THERMAL,Semiconductor,P2_1/c,14,24
KLiGeAs2_id2577_Final_E-3.73.cif,KLiGeAs2,-3.7331,0.967,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,10
KS_id476_Final_E-3.72.cif,KS,-3.724,2.045,Solar / Visible,THERMAL,Semiconductor,P2/m,10,16
Te2AsSe4_id160_Final_E-3.72.cif,Te2AsSe4,-3.7236,0.604,IR / Narrow-Gap,THERMAL,Semiconductor,I-42d,122,28
Li3Cd2O2_id364_Final_E-3.72.cif,Li3Cd2O2,-3.722,1.663,Solar / Visible,THERMAL,Semiconductor,C2/m,12,14
BaMgGeP_id4412_Final_E-3.72.cif,BaMgGeP,-3.7216,1.018,Solar / Visible,THERMAL,Semiconductor,P4_2/mmc,131,8
Mg2ZnTeS2_id3850_Final_E-3.72.cif,Mg2ZnTeS2,-3.7171,1.294,Solar / Visible,THERMAL,Semiconductor,Cmmm,65,12
ZnSbTe2(SeS)2_id2_Final_E-3.72.cif,ZnSbTe2(SeS)2,-3.7163,1.118,Solar / Visible,THERMAL,Semiconductor,P3_221,154,24
NaTeS_id4308_Final_E-3.71.cif,NaTeS,-3.7145,1.117,Solar / Visible,THERMAL,Semiconductor,Pca2_1,29,12
AsSe6_id4353_Final_E-3.71.cif,AsSe6,-3.7114,1.054,Solar / Visible,THERMAL,Semiconductor,I-42d,122,28
S_id4383_Final_E-3.70.cif,S,-3.703,2.215,Wide-Gap Power/LED,THERMAL,Semiconductor,Ia-3d,230,32
CaMg2In2(AsSe)2_id2919_Final_E-3.70.cif,CaMg2In2(AsSe)2,-3.6989,1.091,Solar / Visible,THERMAL,Semiconductor,Pbcn,60,36
LiSe2_id4527_Final_E-3.68.cif,LiSe2,-3.6809,1.347,Solar / Visible,THERMAL,Semiconductor,P4_2cm,101,24
K3Na7SO4_id2006_Final_E-3.68.cif,K3Na7SO4,-3.6763,1.685,Solar / Visible,THERMAL,Semiconductor,P6_322,182,30
KSnTe2_id4463_Final_E-3.67.cif,KSnTe2,-3.6669,0.751,IR / Narrow-Gap,THERMAL,Semiconductor,R-3m,166,12
S_id2863_Final_E-3.66.cif,S,-3.6627,2.386,Wide-Gap Power/LED,THERMAL,Semiconductor,Pbca,61,12
NaS2_id2012_Final_E-3.66.cif,NaS2,-3.6587,1.957,Solar / Visible,THERMAL,Semiconductor,P-42_1c,114,12
Zn2Ga(SeS)2_id4722_Final_E-3.65.cif,Zn2Ga(SeS)2,-3.6543,1.462,Solar / Visible,THERMAL,Semiconductor,Pc,7,14
LiZn(As2Se)2_id980_Final_E-3.65.cif,LiZn(As2Se)2,-3.6528,0.913,IR / Narrow-Gap,THERMAL,Semiconductor,P2_12_12,18,16
KMgTeO_id2390_Final_E-3.65.cif,KMgTeO,-3.6489,1.948,Solar / Visible,THERMAL,Semiconductor,Aea2,41,32
K8InO6_id2767_Final_E-3.65.cif,K8InO6,-3.6485,1.078,Solar / Visible,THERMAL,Semiconductor,P-31m,162,15
Li3ScCd3S4_id880_Final_E-3.64.cif,Li3ScCd3S4,-3.6448,0.738,IR / Narrow-Gap,THERMAL,Semiconductor,Pm-3n,223,22
NaMg7Al6Zn3O6_id2639_Final_E-3.64.cif,NaMg7Al6Zn3O6,-3.6445,1.231,Solar / Visible,THERMAL,Semiconductor,P-1,2,23
TeSeO2_id991_Final_E-3.64.cif,TeSeO2,-3.644,0.517,IR / Narrow-Gap,THERMAL,Semiconductor,P4/mmm,123,8
Te12S25_id1451_Final_E-3.64.cif,Te12S25,-3.6437,1.481,Solar / Visible,THERMAL,Semiconductor,Pm-3m,221,37
GaTe2_id4869_Final_E-3.64.cif,GaTe2,-3.6402,0.695,IR / Narrow-Gap,THERMAL,Semiconductor,C222_1,20,12
Li4GeTe4_id2941_Final_E-3.64.cif,Li4GeTe4,-3.6366,0.605,IR / Narrow-Gap,THERMAL,Semiconductor,P-42m,111,9
SeS_id2116_Final_E-3.64.cif,SeS,-3.6363,0.099,IR / Narrow-Gap,THERMAL,Semiconductor,I4_1/amd,141,8
BeAlIn2(SeS2)2_id1191_Final_E-3.63.cif,BeAlIn2(SeS2)2,-3.6348,1.481,Solar / Visible,THERMAL,Semiconductor,P2,3,20
ZnSi2_id1075_Final_E-3.63.cif,ZnSi2,-3.6306,0.236,IR / Narrow-Gap,THERMAL,Semiconductor,Pa-3,205,12
LiSe_id4925_Final_E-3.62.cif,LiSe,-3.6192,0.299,IR / Narrow-Gap,THERMAL,Semiconductor,P6_222,180,12
NaSbS_id4469_Final_E-3.61.cif,NaSbS,-3.6135,1.566,Solar / Visible,THERMAL,Semiconductor,P4_2/mmc,131,6
TeSe4_id2522_Final_E-3.61.cif,TeSe4,-3.6064,0.686,IR / Narrow-Gap,THERMAL,Semiconductor,I-42d,122,20
K6InGa(SnSe3)2_id4555_Final_E-3.60.cif,K6InGa(SnSe3)2,-3.6048,1.095,Solar / Visible,THERMAL,Semiconductor,P1,1,16
KTeS_id4100_Final_E-3.59.cif,KTeS,-3.5908,0.662,IR / Narrow-Gap,THERMAL,Semiconductor,Pcc2,27,12
Sr2MgSi2As3_id1074_Final_E-3.59.cif,Sr2MgSi2As3,-3.5883,0.705,IR / Narrow-Gap,THERMAL,Semiconductor,P4/mmm,123,16
K3O7_id3927_Final_E-3.58.cif,K3O7,-3.5829,0.076,IR / Narrow-Gap,THERMAL,Semiconductor,I-43d,220,40
KInS_id1887_Final_E-3.58.cif,KInS,-3.5828,1.933,Solar / Visible,THERMAL,Semiconductor,P1,1,24
Zn2InGaSe4_id2766_Final_E-3.58.cif,Zn2InGaSe4,-3.5808,1.181,Solar / Visible,THERMAL,Semiconductor,I-42m,121,16
ZnGaSi2_id4337_Final_E-3.57.cif,ZnGaSi2,-3.5685,0.176,IR / Narrow-Gap,THERMAL,Semiconductor,P4_12_12,92,16
NaCd3O6_id1457_Final_E-3.56.cif,NaCd3O6,-3.5612,2.161,Solar / Visible,THERMAL,Semiconductor,Pm-3m,221,10
Ba2Ca3N2O_id2009_Final_E-3.56.cif,Ba2Ca3N2O,-3.5576,0.382,IR / Narrow-Gap,THERMAL,Semiconductor,Pn-3m,224,16
S_id4104_Final_E-3.56.cif,S,-3.5563,2.032,Solar / Visible,THERMAL,Semiconductor,I4/mmm,139,20
Na2SbSe2_id2087_Final_E-3.56.cif,Na2SbSe2,-3.5563,1.264,Solar / Visible,THERMAL,Semiconductor,Pn-3m,224,10
Se_id2807_Final_E-3.55.cif,Se,-3.551,0.177,IR / Narrow-Gap,THERMAL,Semiconductor,Pbca,61,16
Se_id3759_Final_E-3.54.cif,Se,-3.5401,0.125,IR / Narrow-Gap,THERMAL,Semiconductor,I4/mmm,139,8
Zn2CdO2_id1207_Final_E-3.52.cif,Zn2CdO2,-3.5208,0.54,IR / Narrow-Gap,THERMAL,Semiconductor,Cmme,67,20
K2Sc2As_id4253_Final_E-3.51.cif,K2Sc2As,-3.5098,1.051,Solar / Visible,THERMAL,Semiconductor,P6_122,178,30
K2Ba6Sr(CdN)6_id2388_Final_E-3.50.cif,K2Ba6Sr(CdN)6,-3.5005,2.875,Wide-Gap Power/LED,THERMAL,Semiconductor,P-3c1,165,42
Sc4SbTe7_id814_Final_E-3.49.cif,Sc4SbTe7,-3.491,0.111,IR / Narrow-Gap,THERMAL,Semiconductor,P-43n,218,24
InGaTe2_id513_Final_E-3.49.cif,InGaTe2,-3.4905,0.749,IR / Narrow-Gap,THERMAL,Semiconductor,Aea2,41,16
ZnAsSe_id1354_Final_E-3.49.cif,ZnAsSe,-3.4896,0.427,IR / Narrow-Gap,THERMAL,Semiconductor,Pbca,61,24
BO3_id2466_Final_E-3.49.cif,BO3,-3.4864,0.245,IR / Narrow-Gap,THERMAL,Semiconductor,I432,211,32
K2CaInSn2Sb3_id1670_Final_E-3.48.cif,K2CaInSn2Sb3,-3.4843,0.322,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,18
LiTe_id3436_Final_E-3.48.cif,LiTe,-3.4818,1.12,Solar / Visible,THERMAL,Semiconductor,P2/m,10,8
LiInTe4_id546_Final_E-3.48.cif,LiInTe4,-3.4801,0.962,IR / Narrow-Gap,THERMAL,Semiconductor,I4_1/a,88,24
Li(GaTe4)2_id869_Final_E-3.48.cif,Li(GaTe4)2,-3.4788,0.195,IR / Narrow-Gap,THERMAL,Semiconductor,P-42m,111,11
S_id302_Final_E-3.47.cif,S,-3.4722,1.978,Solar / Visible,THERMAL,Semiconductor,Pm-3m,221,8
KZnS2_id4167_Final_E-3.46.cif,KZnS2,-3.4584,2.171,Solar / Visible,THERMAL,Semiconductor,P3_221,154,12
Li2AlZnTe4_id878_Final_E-3.45.cif,Li2AlZnTe4,-3.4528,0.513,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,32
BSe12_id1773_Final_E-3.45.cif,BSe12,-3.4507,0.959,IR / Narrow-Gap,THERMAL,Semiconductor,I432,211,26
Li5MgAlTe4_id4708_Final_E-3.43.cif,Li5MgAlTe4,-3.4347,1.391,Solar / Visible,THERMAL,Semiconductor,P-42m,111,11
Zn2GeSe3_id1762_Final_E-3.43.cif,Zn2GeSe3,-3.4268,1.385,Solar / Visible,THERMAL,Semiconductor,Pm,6,12
K7O6_id3154_Final_E-3.43.cif,K7O6,-3.4263,1.107,Solar / Visible,THERMAL,Semiconductor,Im-3m,229,26
MgGaTe2_id2644_Final_E-3.42.cif,MgGaTe2,-3.4238,0.716,IR / Narrow-Gap,THERMAL,Semiconductor,Pmmn,59,8
Ba3SrLi4S3_id4120_Final_E-3.42.cif,Ba3SrLi4S3,-3.4186,2.247,Wide-Gap Power/LED,THERMAL,Semiconductor,Pm-3n,223,22
NaMgZnCdTe12As2PSe2_id4516_Final_E-3.41.cif,NaMgZnCdTe12As2PSe2,-3.4133,0.832,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,21
Zn3GeS4_id2184_Final_E-3.41.cif,Zn3GeS4,-3.41,0.85,IR / Narrow-Gap,THERMAL,Semiconductor,I-42d,122,32
K2O_id4389_Final_E-3.41.cif,K2O,-3.4054,1.244,Solar / Visible,THERMAL,Semiconductor,Pcc2,27,24
LiTe_id48_Final_E-3.40.cif,LiTe,-3.4024,1.317,Solar / Visible,THERMAL,Semiconductor,P4/nmm,129,16
Sr2Ca3GaS2_id2884_Final_E-3.40.cif,Sr2Ca3GaS2,-3.4011,1.856,Solar / Visible,THERMAL,Semiconductor,P6_3/mmc,194,16
Sc4Ti(SeS10)2_id1777_Final_E-3.39.cif,Sc4Ti(SeS10)2,-3.3895,2.073,Solar / Visible,THERMAL,Semiconductor,P1,1,27
O2_id4070_Final_E-3.37.cif,O2,-3.3695,1.218,Solar / Visible,THERMAL,Semiconductor,Pn-3m,224,48
LiTe_id4398_Final_E-3.37.cif,LiTe,-3.3672,1.139,Solar / Visible,THERMAL,Semiconductor,P-3m1,164,4
Li6TeSe2_id2937_Final_E-3.36.cif,Li6TeSe2,-3.3639,1.718,Solar / Visible,THERMAL,Semiconductor,Fm-3m,225,36
Na2Li8CaAs6_id1150_Final_E-3.36.cif,Na2Li8CaAs6,-3.3583,0.904,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,34
K2GeAs4_id3316_Final_E-3.35.cif,K2GeAs4,-3.3547,0.446,IR / Narrow-Gap,THERMAL,Semiconductor,Fd-3m,227,56
K4Sr3S4_id60_Final_E-3.35.cif,K4Sr3S4,-3.3541,2.579,Wide-Gap Power/LED,THERMAL,Semiconductor,I-43m,217,22
K3Na3S4_id3887_Final_E-3.35.cif,K3Na3S4,-3.354,2.441,Wide-Gap Power/LED,THERMAL,Semiconductor,P1,1,20
CdO_id4760_Final_E-3.35.cif,CdO,-3.3527,2.787,Wide-Gap Power/LED,THERMAL,Semiconductor,P4/mmm,123,8
Ba2BeP_id4561_Final_E-3.35.cif,Ba2BeP,-3.3524,0.198,IR / Narrow-Gap,THERMAL,Semiconductor,Fm-3m,225,16
Se_id3705_Final_E-3.35.cif,Se,-3.3516,1.455,Solar / Visible,THERMAL,Semiconductor,Pbca,61,8
NaSe_id2329_Final_E-3.32.cif,NaSe,-3.324,0.643,IR / Narrow-Gap,THERMAL,Semiconductor,P4_2/m,84,16
NaSe_id3801_Final_E-3.32.cif,NaSe,-3.3233,1.281,Solar / Visible,THERMAL,Semiconductor,I4_1/amd,141,8
Na2Li2GeO_id3491_Final_E-3.31.cif,Na2Li2GeO,-3.3083,1.425,Solar / Visible,THERMAL,Semiconductor,P4_322,95,24
Cd3O4_id2953_Final_E-3.30.cif,Cd3O4,-3.3019,1.116,Solar / Visible,THERMAL,Semiconductor,C222,21,14
ZnS_id4328_Final_E-3.30.cif,ZnS,-3.2973,0.962,IR / Narrow-Gap,THERMAL,Semiconductor,P4_32_12,96,16
O2_id2757_Final_E-3.30.cif,O2,-3.2962,1.138,Solar / Visible,THERMAL,Semiconductor,R-3c,167,24
Mg4TiAlZnSbTe3_id4460_Final_E-3.29.cif,Mg4TiAlZnSbTe3,-3.2883,0.268,IR / Narrow-Gap,THERMAL,Semiconductor,R3,146,33
K3Cd3SbO9_id4506_Final_E-3.28.cif,K3Cd3SbO9,-3.283,0.234,IR / Narrow-Gap,THERMAL,Semiconductor,P-6m2,187,16
LiTe6_id4295_Final_E-3.27.cif,LiTe6,-3.2723,0.915,IR / Narrow-Gap,THERMAL,Semiconductor,P-42m,111,7
