file_name,formula,energy,bandgap,Application_Class,type,space_group_symbol,space_group_number,num_atoms
GeSeS2_id3373_Final_E-4.44.cif,GeSeS2,-4.4405,0.616,IR / Narrow-Gap,Semiconductor,P1,1,16
PSe_id1206_Final_E-4.44.cif,PSe,-4.4401,1.545,Solar / Visible,Semiconductor,P6_522,179,12
SiAs2PSeS16_id786_Final_E-4.44.cif,SiAs2PSeS16,-4.4377,1.127,Solar / Visible,Semiconductor,P2_1,4,42
KNaCdSbAs2PSNO_id3789_Final_E-4.44.cif,KNaCdSbAs2PSNO,-4.4372,1.06,Solar / Visible,Semiconductor,Cc,9,40
As_id1788_Final_E-4.43.cif,As,-4.4307,0.835,IR / Narrow-Gap,Semiconductor,Ia-3,206,56
GeAs6Se_id1064_Final_E-4.43.cif,GeAs6Se,-4.4288,0.647,IR / Narrow-Gap,Semiconductor,P1,1,32
KLiO2_id4541_Final_E-4.43.cif,KLiO2,-4.4259,0.937,IR / Narrow-Gap,Semiconductor,I4_122,98,16
SrLiP2(SeS)4_id4336_Final_E-4.42.cif,SrLiP2(SeS)4,-4.4212,0.541,IR / Narrow-Gap,Semiconductor,I-42d,122,48
LiCdO6_id4942_Final_E-4.42.cif,LiCdO6,-4.4191,0.678,IR / Narrow-Gap,Semiconductor,P1,1,16
KLi(SnS2)2_id1455_Final_E-4.42.cif,KLi(SnS2)2,-4.4175,0.062,IR / Narrow-Gap,Semiconductor,I2_12_12_1,24,32
GeAs7Se4_id2499_Final_E-4.42.cif,GeAs7Se4,-4.4174,0.964,IR / Narrow-Gap,Semiconductor,P1,1,48
O2_id4011_Final_E-4.41.cif,O2,-4.4122,1.511,Solar / Visible,Semiconductor,Pba2,32,22
O2_id3917_Final_E-4.41.cif,O2,-4.411,1.745,Solar / Visible,Semiconductor,Pc,7,42
Ba2As2PSe5_id1854_Final_E-4.41.cif,Ba2As2PSe5,-4.411,1.277,Solar / Visible,Semiconductor,P-1,2,20
LiAl2Si(TeS)2_id3041_Final_E-4.41.cif,LiAl2Si(TeS)2,-4.4105,1.386,Solar / Visible,Semiconductor,Pcca,54,32
KO4_id172_Final_E-4.41.cif,KO4,-4.4071,2.202,Wide-Gap Power/LED,Semiconductor,P4nc,104,40
Zn2Cd(GaO2)2_id2312_Final_E-4.40.cif,Zn2Cd(GaO2)2,-4.4034,0.731,IR / Narrow-Gap,Semiconductor,P4_2/m,84,18
LiSi2As_id3798_Final_E-4.40.cif,LiSi2As,-4.3986,1.082,Solar / Visible,Semiconductor,P4_32_12,96,16
In3P5S19_id4847_Final_E-4.39.cif,In3P5S19,-4.3944,1.295,Solar / Visible,Semiconductor,P1,1,27
Li3Ca2Sn2(GeO)2_id3186_Final_E-4.39.cif,Li3Ca2Sn2(GeO)2,-4.3919,0.1,IR / Narrow-Gap,Semiconductor,P-1,2,44
PS9_id3430_Final_E-4.39.cif,PS9,-4.3918,0.481,IR / Narrow-Gap,Semiconductor,Pcc2,27,40
KCdO6_id3208_Final_E-4.39.cif,KCdO6,-4.3864,2.011,Solar / Visible,Semiconductor,P1,1,16
KGaPS2_id3589_Final_E-4.38.cif,KGaPS2,-4.384,2.317,Wide-Gap Power/LED,Semiconductor,P1,1,15
Na3Li3S4O3_id3375_Final_E-4.38.cif,Na3Li3S4O3,-4.3839,2.156,Solar / Visible,Semiconductor,P-1,2,26
CSe5S2_id2454_Final_E-4.38.cif,CSe5S2,-4.3771,0.958,IR / Narrow-Gap,Semiconductor,P-1,2,16
Sb3S2_id2690_Final_E-4.37.cif,Sb3S2,-4.3741,0.376,IR / Narrow-Gap,Semiconductor,P1,1,10
CaZnO2_id329_Final_E-4.37.cif,CaZnO2,-4.3733,2.818,Wide-Gap Power/LED,Semiconductor,I4/mcm,140,16
NaLi2AlGeP2O_id4719_Final_E-4.37.cif,NaLi2AlGeP2O,-4.3707,1.442,Solar / Visible,Semiconductor,P4_322,95,32
NaZnO2_id1290_Final_E-4.37.cif,NaZnO2,-4.3696,0.34,IR / Narrow-Gap,Semiconductor,P1,1,16
AlSe_id4734_Final_E-4.37.cif,AlSe,-4.3691,1.858,Solar / Visible,Semiconductor,Pca2_1,29,8
BeAs_id1897_Final_E-4.37.cif,BeAs,-4.3661,1.332,Solar / Visible,Semiconductor,C222_1,20,16
SbAsS18O_id2721_Final_E-4.36.cif,SbAsS18O,-4.3592,0.455,IR / Narrow-Gap,Semiconductor,P1,1,21
Li2Zn2Sb2O3_id2390_Final_E-4.36.cif,Li2Zn2Sb2O3,-4.3561,0.855,IR / Narrow-Gap,Semiconductor,P2_1/c,14,36
KLi2(TeO)4_id412_Final_E-4.36.cif,KLi2(TeO)4,-4.356,0.946,IR / Narrow-Gap,Semiconductor,C2,5,22
Ca2Sn3(Te2S)2_id3587_Final_E-4.36.cif,Ca2Sn3(Te2S)2,-4.3555,0.98,IR / Narrow-Gap,Semiconductor,P1,1,22
As2PS8_id2071_Final_E-4.35.cif,As2PS8,-4.3548,1.604,Solar / Visible,Semiconductor,Pmn2_1,31,22
Li4BP10(NO)4_id4404_Final_E-4.35.cif,Li4BP10(NO)4,-4.3505,0.796,IR / Narrow-Gap,Semiconductor,P1,1,46
O2_id2775_Final_E-4.35.cif,O2,-4.3496,0.26,IR / Narrow-Gap,Semiconductor,Pba2,32,22
Li4Mg3(S4N)2_id4309_Final_E-4.35.cif,Li4Mg3(S4N)2,-4.3464,2.085,Solar / Visible,Semiconductor,P2_1,4,34
O2_id2146_Final_E-4.34.cif,O2,-4.3439,1.114,Solar / Visible,Semiconductor,Pba2,32,28
Cd(SiSe2)2_id835_Final_E-4.33.cif,Cd(SiSe2)2,-4.3341,1.664,Solar / Visible,Semiconductor,P-42m,111,7
ZnSiGe(SeS2)2_id392_Final_E-4.33.cif,ZnSiGe(SeS2)2,-4.331,0.814,IR / Narrow-Gap,Semiconductor,P-42_1m,113,18
KSbS12_id1668_Final_E-4.33.cif,KSbS12,-4.3304,0.706,IR / Narrow-Gap,Semiconductor,C2/c,15,56
TeAs3PSe_id4744_Final_E-4.32.cif,TeAs3PSe,-4.3226,0.924,IR / Narrow-Gap,Semiconductor,Pca2_1,29,24
CdN_id433_Final_E-4.32.cif,CdN,-4.3169,1.386,Solar / Visible,Semiconductor,P2/m,10,8
Sb(AsSe)2_id2914_Final_E-4.31.cif,Sb(AsSe)2,-4.3137,0.78,IR / Narrow-Gap,Semiconductor,Pcca,54,20
KNa2Se3(SO)3_id4409_Final_E-4.31.cif,KNa2Se3(SO)3,-4.3063,1.144,Solar / Visible,Semiconductor,P1,1,12
KBe2BAs2_id1119_Final_E-4.30.cif,KBe2BAs2,-4.3022,0.667,IR / Narrow-Gap,Semiconductor,P1,1,18
LiMg(InS2)2_id2685_Final_E-4.30.cif,LiMg(InS2)2,-4.2994,1.984,Solar / Visible,Semiconductor,I-42m,121,16
LiMgS4_id1655_Final_E-4.29.cif,LiMgS4,-4.2917,2.496,Wide-Gap Power/LED,Semiconductor,P-1,2,48
GeS6_id2263_Final_E-4.29.cif,GeS6,-4.29,0.666,IR / Narrow-Gap,Semiconductor,Fdd2,43,28
KMg(GaS2)2_id3845_Final_E-4.28.cif,KMg(GaS2)2,-4.2825,2.356,Wide-Gap Power/LED,Semiconductor,Fdd2,43,32
SbAsS13_id3628_Final_E-4.28.cif,SbAsS13,-4.2772,1.041,Solar / Visible,Semiconductor,P1,1,15
KLi4Ga6AsPO8_id3658_Final_E-4.27.cif,KLi4Ga6AsPO8,-4.2667,1.713,Solar / Visible,Semiconductor,P1,1,42
GaSnAsSe2S_id2016_Final_E-4.26.cif,GaSnAsSe2S,-4.2554,1.154,Solar / Visible,Semiconductor,P1,1,12
SrTe_id349_Final_E-4.25.cif,SrTe,-4.2541,1.227,Solar / Visible,Semiconductor,P4/m,83,8
NaZnO2_id914_Final_E-4.25.cif,NaZnO2,-4.2518,1.268,Solar / Visible,Semiconductor,I4_122,98,16
Na2CdSe3(S4O)3_id4385_Final_E-4.25.cif,Na2CdSe3(S4O)3,-4.2512,1.757,Solar / Visible,Semiconductor,P31m,157,21
Sb2TeSeS3_id631_Final_E-4.25.cif,Sb2TeSeS3,-4.2464,1.293,Solar / Visible,Semiconductor,P2_1/c,14,28
Li2As(PSe)2_id1942_Final_E-4.24.cif,Li2As(PSe)2,-4.2388,1.7,Solar / Visible,Semiconductor,P1,1,14
Li2AsP2_id3764_Final_E-4.23.cif,Li2AsP2,-4.2281,1.204,Solar / Visible,Semiconductor,Cc,9,20
MgS4_id614_Final_E-4.22.cif,MgS4,-4.2202,1.863,Solar / Visible,Semiconductor,P3_221,154,15
InS5_id875_Final_E-4.22.cif,InS5,-4.2188,2.014,Solar / Visible,Semiconductor,Aea2,41,24
Li10Ga(PO2)2_id3508_Final_E-4.22.cif,Li10Ga(PO2)2,-4.2168,0.489,IR / Narrow-Gap,Semiconductor,P2/c,13,34
K2Te2AsP3S2_id2206_Final_E-4.21.cif,K2Te2AsP3S2,-4.2084,0.96,IR / Narrow-Gap,Semiconductor,Pcca,54,40
Sb(SeS)2_id1209_Final_E-4.21.cif,Sb(SeS)2,-4.206,0.547,IR / Narrow-Gap,Semiconductor,P-1,2,10
MgGeTeS2_id3129_Final_E-4.20.cif,MgGeTeS2,-4.1981,0.447,IR / Narrow-Gap,Semiconductor,Aea2,41,40
TeAs6Se_id2010_Final_E-4.20.cif,TeAs6Se,-4.1968,0.133,IR / Narrow-Gap,Semiconductor,P-1,2,16
LiSb5As3P_id4506_Final_E-4.19.cif,LiSb5As3P,-4.1943,0.551,IR / Narrow-Gap,Semiconductor,P2_1,4,20
KZn3O7_id2798_Final_E-4.19.cif,KZn3O7,-4.1911,1.897,Solar / Visible,Semiconductor,Pm-3n,223,22
BaLi2PO_id2166_Final_E-4.19.cif,BaLi2PO,-4.1903,2.498,Wide-Gap Power/LED,Semiconductor,P-1,2,20
AsSe2_id418_Final_E-4.19.cif,AsSe2,-4.1861,1.086,Solar / Visible,Semiconductor,P1,1,6
Ti12B_id4664_Final_E-4.18.cif,Ti12B,-4.182,2.468,Wide-Gap Power/LED,Semiconductor,I432,211,26
ZnN_id1045_Final_E-4.18.cif,ZnN,-4.1815,0.651,IR / Narrow-Gap,Semiconductor,Pbca,61,16
MgS8_id932_Final_E-4.18.cif,MgS8,-4.1767,1.372,Solar / Visible,Semiconductor,P-42_1m,113,18
SbTeAs3_id923_Final_E-4.18.cif,SbTeAs3,-4.1765,0.801,IR / Narrow-Gap,Semiconductor,Pnn2,34,10
LiMg3Se3O4_id1379_Final_E-4.17.cif,LiMg3Se3O4,-4.1697,1.235,Solar / Visible,Semiconductor,Pm-3n,223,22
Al2ZnSiSe4_id830_Final_E-4.17.cif,Al2ZnSiSe4,-4.1697,1.986,Solar / Visible,Semiconductor,I-42m,121,16
CaZn3C4O3_id4317_Final_E-4.17.cif,CaZn3C4O3,-4.1674,0.672,IR / Narrow-Gap,Semiconductor,Pm-3n,223,22
S_id2518_Final_E-4.16.cif,S,-4.1647,1.315,Solar / Visible,Semiconductor,Pbca,61,16
LiBP2Se14S3_id663_Final_E-4.16.cif,LiBP2Se14S3,-4.1645,1.209,Solar / Visible,Semiconductor,P1,1,21
AlCd2Ge(AsS)4_id4909_Final_E-4.16.cif,AlCd2Ge(AsS)4,-4.164,1.29,Solar / Visible,Semiconductor,P1,1,24
Li(MgP2)2_id541_Final_E-4.16.cif,Li(MgP2)2,-4.1613,0.509,IR / Narrow-Gap,Semiconductor,I4_1/a,88,28
Cd2(SO)3_id1761_Final_E-4.16.cif,Cd2(SO)3,-4.1612,1.218,Solar / Visible,Semiconductor,P6_3/mcm,193,16
GeSb2Se7_id2205_Final_E-4.16.cif,GeSb2Se7,-4.161,0.565,IR / Narrow-Gap,Semiconductor,P1,1,20
BAs12_id2172_Final_E-4.16.cif,BAs12,-4.157,0.793,IR / Narrow-Gap,Semiconductor,I432,211,26
BAs12_id2285_Final_E-4.16.cif,BAs12,-4.1565,0.921,IR / Narrow-Gap,Semiconductor,I432,211,26
S_id3890_Final_E-4.15.cif,S,-4.1543,2.257,Wide-Gap Power/LED,Semiconductor,Pccn,56,12
S_id454_Final_E-4.15.cif,S,-4.1538,1.421,Solar / Visible,Semiconductor,Pbca,61,16
LiInGeSe4_id1472_Final_E-4.15.cif,LiInGeSe4,-4.1535,1.254,Solar / Visible,Semiconductor,P-42m,111,7
Na4Li3TeO4_id4657_Final_E-4.15.cif,Na4Li3TeO4,-4.153,1.932,Solar / Visible,Semiconductor,P-1,2,24
K2NaS10_id4043_Final_E-4.15.cif,K2NaS10,-4.151,0.852,IR / Narrow-Gap,Semiconductor,P-1,2,26
S_id71_Final_E-4.15.cif,S,-4.1502,1.139,Solar / Visible,Semiconductor,Cc,9,12
S_id4176_Final_E-4.15.cif,S,-4.1485,0.972,IR / Narrow-Gap,Semiconductor,Pbca,61,24
Ga2SiS2_id1089_Final_E-4.15.cif,Ga2SiS2,-4.1472,1.399,Solar / Visible,Semiconductor,Pa-3,205,20
Li2AlInSe4_id2801_Final_E-4.15.cif,Li2AlInSe4,-4.1463,1.713,Solar / Visible,Semiconductor,I2_12_12_1,24,32
S_id4313_Final_E-4.14.cif,S,-4.1409,0.865,IR / Narrow-Gap,Semiconductor,Pc,7,20
Li2Zn3O8_id1738_Final_E-4.14.cif,Li2Zn3O8,-4.1401,1.887,Solar / Visible,Semiconductor,C2/c,15,52
KS7_id751_Final_E-4.13.cif,KS7,-4.1346,0.516,IR / Narrow-Gap,Semiconductor,R32,155,24
GeSe3_id97_Final_E-4.13.cif,GeSe3,-4.1331,0.946,IR / Narrow-Gap,Semiconductor,Pna2_1,33,16
CdO_id3739_Final_E-4.13.cif,CdO,-4.1329,0.33,IR / Narrow-Gap,Semiconductor,P1,1,16
NaGeS24_id3401_Final_E-4.13.cif,NaGeS24,-4.1315,1.066,Solar / Visible,Semiconductor,P4/n,85,52
SnSe3_id4123_Final_E-4.13.cif,SnSe3,-4.1292,0.776,IR / Narrow-Gap,Semiconductor,P1,1,16
KLi4SbAsS4_id1496_Final_E-4.13.cif,KLi4SbAsS4,-4.1271,2.116,Solar / Visible,Semiconductor,C2,5,22
S_id1029_Final_E-4.12.cif,S,-4.1239,2.668,Wide-Gap Power/LED,Semiconductor,Pm-3m,221,12
O2_id4162_Final_E-4.12.cif,O2,-4.123,1.023,Solar / Visible,Semiconductor,Pba2,32,28
Li4Ti4AsO2_id3081_Final_E-4.12.cif,Li4Ti4AsO2,-4.1228,1.503,Solar / Visible,Semiconductor,Cm,8,11
S_id586_Final_E-4.12.cif,S,-4.1212,1.613,Solar / Visible,Semiconductor,Pbca,61,16
O2_id2207_Final_E-4.12.cif,O2,-4.1195,1.073,Solar / Visible,Semiconductor,Pba2,32,26
S_id4042_Final_E-4.11.cif,S,-4.1143,1.25,Solar / Visible,Semiconductor,Pbca,61,32
S_id1821_Final_E-4.11.cif,S,-4.1141,1.208,Solar / Visible,Semiconductor,P6/mmm,191,12
S_id3059_Final_E-4.11.cif,S,-4.114,0.772,IR / Narrow-Gap,Semiconductor,Pc,7,42
K4Sn2GeO3_id1871_Final_E-4.11.cif,K4Sn2GeO3,-4.1128,1.234,Solar / Visible,Semiconductor,Cm,8,20
S_id1215_Final_E-4.11.cif,S,-4.1113,1.039,Solar / Visible,Semiconductor,P-1,2,24
S_id3646_Final_E-4.11.cif,S,-4.111,0.634,IR / Narrow-Gap,Semiconductor,P6_4,172,30
Na5O4_id4716_Final_E-4.11.cif,Na5O4,-4.1075,1.793,Solar / Visible,Semiconductor,P2_1/c,14,36
K2TiTe4_id157_Final_E-4.10.cif,K2TiTe4,-4.1039,0.34,IR / Narrow-Gap,Semiconductor,P4_2/mcm,132,14
LiAs3_id839_Final_E-4.10.cif,LiAs3,-4.1033,0.567,IR / Narrow-Gap,Semiconductor,P-4n2,118,8
CdGa2(SO)2_id4899_Final_E-4.10.cif,CdGa2(SO)2,-4.1022,0.926,IR / Narrow-Gap,Semiconductor,P1,1,28
Na2Si7Ge_id2629_Final_E-4.10.cif,Na2Si7Ge,-4.1018,0.558,IR / Narrow-Gap,Semiconductor,P1,1,10
S_id1676_Final_E-4.10.cif,S,-4.099,0.658,IR / Narrow-Gap,Semiconductor,Pbca,61,16
BeZn(SeO)2_id251_Final_E-4.10.cif,BeZn(SeO)2,-4.0963,2.08,Solar / Visible,Semiconductor,P3_221,154,18
BaSi2_id3363_Final_E-4.10.cif,BaSi2,-4.0962,0.301,IR / Narrow-Gap,Semiconductor,Ibam,72,24
AsS8_id3245_Final_E-4.09.cif,AsS8,-4.0862,1.457,Solar / Visible,Semiconductor,P1,1,36
K6SrGa6AsO6_id438_Final_E-4.09.cif,K6SrGa6AsO6,-4.0854,1.781,Solar / Visible,Semiconductor,R-3,148,60
GeSe4_id1157_Final_E-4.08.cif,GeSe4,-4.082,0.979,IR / Narrow-Gap,Semiconductor,P2_1,4,10
TeP2(Se2S)4_id2674_Final_E-4.08.cif,TeP2(Se2S)4,-4.081,1.237,Solar / Visible,Semiconductor,I2_12_12_1,24,60
KCdO4_id2148_Final_E-4.08.cif,KCdO4,-4.0802,2.531,Wide-Gap Power/LED,Semiconductor,P4/mmm,123,12
InS2_id2050_Final_E-4.08.cif,InS2,-4.0794,1.254,Solar / Visible,Semiconductor,Aea2,41,24
GeS4_id3257_Final_E-4.08.cif,GeS4,-4.0793,1.42,Solar / Visible,Semiconductor,Pn-3,201,30
Li4MgAl2Ga2(TeS)4_id3299_Final_E-4.08.cif,Li4MgAl2Ga2(TeS)4,-4.0766,1.11,Solar / Visible,Semiconductor,P222,16,17
K2NaSbS6_id4081_Final_E-4.07.cif,K2NaSbS6,-4.0683,0.372,IR / Narrow-Gap,Semiconductor,P1,1,30
Cd(GeSe2)2_id4422_Final_E-4.06.cif,Cd(GeSe2)2,-4.0643,0.961,IR / Narrow-Gap,Semiconductor,P-42m,111,7
Li3InS4_id1270_Final_E-4.06.cif,Li3InS4,-4.0642,1.477,Solar / Visible,Semiconductor,I-42d,122,32
Al(TeS3)2_id811_Final_E-4.06.cif,Al(TeS3)2,-4.0641,0.452,IR / Narrow-Gap,Semiconductor,P321,150,9
AsSe_id926_Final_E-4.06.cif,AsSe,-4.0639,1.194,Solar / Visible,Semiconductor,I-42d,122,16
S_id451_Final_E-4.06.cif,S,-4.0606,1.587,Solar / Visible,Semiconductor,Pbca,61,24
Ba(LiS)4_id3225_Final_E-4.06.cif,Ba(LiS)4,-4.0602,2.044,Solar / Visible,Semiconductor,I-4c2,120,36
LiSn2BSb4Te4As5SeS_id642_Final_E-4.06.cif,LiSn2BSb4Te4As5SeS,-4.0578,0.303,IR / Narrow-Gap,Semiconductor,P2_1,4,38
S_id3501_Final_E-4.06.cif,S,-4.056,0.286,IR / Narrow-Gap,Semiconductor,Pbca,61,16
K2InNO2_id4568_Final_E-4.06.cif,K2InNO2,-4.0555,2.121,Solar / Visible,Semiconductor,Pa-3,205,24
S_id2979_Final_E-4.05.cif,S,-4.0547,0.603,IR / Narrow-Gap,Semiconductor,Pbca,61,16
KSn(AsS)2_id944_Final_E-4.05.cif,KSn(AsS)2,-4.0502,1.374,Solar / Visible,Semiconductor,Pmmn,59,12
Na2LiCd5In4(SnO4)2_id4777_Final_E-4.05.cif,Na2LiCd5In4(SnO4)2,-4.0484,0.327,IR / Narrow-Gap,Semiconductor,P2_1,4,44
PS4_id1947_Final_E-4.05.cif,PS4,-4.046,2.661,Wide-Gap Power/LED,Semiconductor,R-3m,166,15
Ca3PSe2_id922_Final_E-4.04.cif,Ca3PSe2,-4.0383,0.936,IR / Narrow-Gap,Semiconductor,Pn-3m,224,12
S_id1593_Final_E-4.03.cif,S,-4.0336,1.607,Solar / Visible,Semiconductor,Pbca,61,8
SeS8_id146_Final_E-4.03.cif,SeS8,-4.0279,0.231,IR / Narrow-Gap,Semiconductor,P1,1,36
GeSbTeAsSe_id1688_Final_E-4.03.cif,GeSbTeAsSe,-4.0262,0.815,IR / Narrow-Gap,Semiconductor,Pmmm,47,5
LiTeAsS_id246_Final_E-4.02.cif,LiTeAsS,-4.0248,1.336,Solar / Visible,Semiconductor,P1,1,16
S_id3084_Final_E-4.02.cif,S,-4.0223,0.177,IR / Narrow-Gap,Semiconductor,Pbca,61,8
SrLiCaSn2Te4As_id703_Final_E-4.02.cif,SrLiCaSn2Te4As,-4.0158,1.398,Solar / Visible,Semiconductor,I222,23,20
CaIn3(Se2S)2_id4197_Final_E-4.01.cif,CaIn3(Se2S)2,-4.0142,1.01,Solar / Visible,Semiconductor,P1,1,40
S_id2913_Final_E-4.01.cif,S,-4.0124,0.41,IR / Narrow-Gap,Semiconductor,Pbca,61,16
Se2S19_id1246_Final_E-4.01.cif,Se2S19,-4.0102,1.143,Solar / Visible,Semiconductor,Pc,7,42
BaO12_id1873_Final_E-4.01.cif,BaO12,-4.0087,1.758,Solar / Visible,Semiconductor,Im-3,204,26
Na2Li4SbO2_id3024_Final_E-4.01.cif,Na2Li4SbO2,-4.005,1.952,Solar / Visible,Semiconductor,C2,5,18
TeS5_id3231_Final_E-4.00.cif,TeS5,-4.0049,1.12,Solar / Visible,Semiconductor,C2/m,12,12
CaTe_id3086_Final_E-3.99.cif,CaTe,-3.9916,1.385,Solar / Visible,Semiconductor,P3_221,154,6
KAs3O2_id4359_Final_E-3.99.cif,KAs3O2,-3.9893,0.158,IR / Narrow-Gap,Semiconductor,I4_1/amd,141,24
KAs3_id2567_Final_E-3.98.cif,KAs3,-3.9846,0.567,IR / Narrow-Gap,Semiconductor,Immm,71,8
KAs3_id4141_Final_E-3.98.cif,KAs3,-3.9845,0.558,IR / Narrow-Gap,Semiconductor,Immm,71,8
K(GaSe2)2_id2588_Final_E-3.98.cif,K(GaSe2)2,-3.982,0.73,IR / Narrow-Gap,Semiconductor,P-42m,111,7
MgSeS_id3249_Final_E-3.97.cif,MgSeS,-3.9722,0.361,IR / Narrow-Gap,Semiconductor,Pca2_1,29,12
NaLiTiZnO4_id3783_Final_E-3.97.cif,NaLiTiZnO4,-3.9677,0.391,IR / Narrow-Gap,Semiconductor,P4_322,95,32
Al2Zn2Sn(SeS)4_id4753_Final_E-3.96.cif,Al2Zn2Sn(SeS)4,-3.9642,1.477,Solar / Visible,Semiconductor,P-42m,111,13
ZnPS_id2930_Final_E-3.96.cif,ZnPS,-3.9618,1.842,Solar / Visible,Semiconductor,P4_32_12,96,24
K2Ge(Se3S)4_id223_Final_E-3.96.cif,K2Ge(Se3S)4,-3.9599,1.082,Solar / Visible,Semiconductor,P1,1,19
AlGa3Te4(Se5S2)2_id4211_Final_E-3.96.cif,AlGa3Te4(Se5S2)2,-3.959,0.465,IR / Narrow-Gap,Semiconductor,C2,5,44
Li15(TeO2)2_id2020_Final_E-3.95.cif,Li15(TeO2)2,-3.952,2.327,Wide-Gap Power/LED,Semiconductor,Pnn2,34,42
KNa4Te2As(SO)4_id2389_Final_E-3.95.cif,KNa4Te2As(SO)4,-3.9512,1.635,Solar / Visible,Semiconductor,P2_12_12,18,32
S_id3579_Final_E-3.95.cif,S,-3.946,2.203,Wide-Gap Power/LED,Semiconductor,Pbam,55,16
LiSe2S_id233_Final_E-3.94.cif,LiSe2S,-3.9434,0.989,IR / Narrow-Gap,Semiconductor,P1,1,24
ZnTeSe3S16_id2633_Final_E-3.94.cif,ZnTeSe3S16,-3.9412,1.01,Solar / Visible,Semiconductor,Pc,7,42
Li3(TeS2)2_id2497_Final_E-3.93.cif,Li3(TeS2)2,-3.9348,1.213,Solar / Visible,Semiconductor,Pnn2,34,18
Cd(AsSe2)2_id2350_Final_E-3.93.cif,Cd(AsSe2)2,-3.9323,0.958,IR / Narrow-Gap,Semiconductor,P1,1,7
Na(SeS)2_id2188_Final_E-3.93.cif,Na(SeS)2,-3.9299,1.81,Solar / Visible,Semiconductor,Cccm,66,20
ZnAs2(SeS)8_id898_Final_E-3.93.cif,ZnAs2(SeS)8,-3.9251,1.411,Solar / Visible,Semiconductor,P1,1,38
K4SrCd5(S3O)4_id1763_Final_E-3.92.cif,K4SrCd5(S3O)4,-3.9222,1.963,Solar / Visible,Semiconductor,P4_2/n,86,52
K2InSnSe4_id4438_Final_E-3.92.cif,K2InSnSe4,-3.9195,1.158,Solar / Visible,Semiconductor,I-42d,122,32
Na5LiIn(Te2O)4_id1575_Final_E-3.92.cif,Na5LiIn(Te2O)4,-3.9181,1.789,Solar / Visible,Semiconductor,I222,23,38
Ga3N_id394_Final_E-3.92.cif,Ga3N,-3.9163,0.153,IR / Narrow-Gap,Semiconductor,Im-3m,229,8
K2NaB6_id7_Final_E-3.92.cif,K2NaB6,-3.9161,0.379,IR / Narrow-Gap,Semiconductor,P-1,2,36
Al2GaGeTe6_id647_Final_E-3.92.cif,Al2GaGeTe6,-3.9156,0.612,IR / Narrow-Gap,Semiconductor,P2_12_12,18,20
NaS2_id3998_Final_E-3.91.cif,NaS2,-3.9145,1.11,Solar / Visible,Semiconductor,P6/mcc,192,36
GaSbTeSe7S2_id1538_Final_E-3.91.cif,GaSbTeSe7S2,-3.9135,0.607,IR / Narrow-Gap,Semiconductor,P2_1,4,24
K2P3_id3529_Final_E-3.91.cif,K2P3,-3.9129,1.479,Solar / Visible,Semiconductor,I4mm,107,20
K(GaS2)2_id440_Final_E-3.91.cif,K(GaS2)2,-3.9116,2.815,Wide-Gap Power/LED,Semiconductor,P4/nbm,125,14
Sr2SnTe2_id2925_Final_E-3.91.cif,Sr2SnTe2,-3.9095,0.731,IR / Narrow-Gap,Semiconductor,P-1,2,45
KCaZnS2_id4893_Final_E-3.90.cif,KCaZnS2,-3.903,1.474,Solar / Visible,Semiconductor,P1,1,10
GeAs5_id4751_Final_E-3.89.cif,GeAs5,-3.8938,0.856,IR / Narrow-Gap,Semiconductor,Pmmm,47,6
KSrGe(Te2Se)2_id2759_Final_E-3.89.cif,KSrGe(Te2Se)2,-3.8927,0.484,IR / Narrow-Gap,Semiconductor,P1,1,18
NaSnS_id1225_Final_E-3.89.cif,NaSnS,-3.89,1.962,Solar / Visible,Semiconductor,P4_32_12,96,12
AlSbTe2_id954_Final_E-3.88.cif,AlSbTe2,-3.8834,1.059,Solar / Visible,Semiconductor,Aea2,41,32
AlZnSi2Ge_id1711_Final_E-3.88.cif,AlZnSi2Ge,-3.8823,0.487,IR / Narrow-Gap,Semiconductor,Cm,8,15
In2O_id2762_Final_E-3.88.cif,In2O,-3.8814,0.511,IR / Narrow-Gap,Semiconductor,Cmmm,65,12
K2O2_id3908_Final_E-3.88.cif,K2O2,-3.8768,1.803,Solar / Visible,Semiconductor,I-43d,220,24
Ga4GeO16_id4604_Final_E-3.88.cif,Ga4GeO16,-3.8762,0.729,IR / Narrow-Gap,Semiconductor,P-43m,215,21
BeSe_id4570_Final_E-3.87.cif,BeSe,-3.8749,1.804,Solar / Visible,Semiconductor,P6_522,179,12
Ba(SbTe)4_id1967_Final_E-3.87.cif,Ba(SbTe)4,-3.8748,0.233,IR / Narrow-Gap,Semiconductor,I4/m,87,18
LiInSe2_id291_Final_E-3.87.cif,LiInSe2,-3.8743,1.115,Solar / Visible,Semiconductor,I-42d,122,32
CdO2_id870_Final_E-3.87.cif,CdO2,-3.8727,1.065,Solar / Visible,Semiconductor,I4_122,98,12
SeS_id221_Final_E-3.86.cif,SeS,-3.8644,1.667,Solar / Visible,Semiconductor,Pbca,61,16
Se2S3_id2768_Final_E-3.86.cif,Se2S3,-3.8632,0.832,IR / Narrow-Gap,Semiconductor,P2_12_12_1,19,20
LiZnS2_id4948_Final_E-3.86.cif,LiZnS2,-3.8627,2.357,Wide-Gap Power/LED,Semiconductor,P1,1,12
