file_name,formula,energy,bandgap,type,space_group_symbol,space_group_number,num_atoms,Application_Class
NaLiGaSb_id1439_Final_E-2.98.cif,NaLiGaSb,-2.9783,0.951,Semiconductor,P3m1,156,4,IR / Narrow-Gap
KLiP_id1053_Final_E-2.98.cif,KLiP,-2.9758,1.259,Semiconductor,P4_2/m,84,12,Solar / Visible
Al2CdGa6Sn5_id1715_Final_E-2.97.cif,Al2CdGa6Sn5,-2.9717,0.524,Semiconductor,P1,1,28,IR / Narrow-Gap
Na2Li4AlP2_id994_Final_E-2.92.cif,Na2Li4AlP2,-2.917,0.239,Semiconductor,P2_1,4,18,IR / Narrow-Gap
Ba4Sb_id494_Final_E-2.91.cif,Ba4Sb,-2.9133,0.15,Semiconductor,P4_2/nmc,137,10,IR / Narrow-Gap
K7NaO4_id1789_Final_E-2.85.cif,K7NaO4,-2.8476,2.914,Semiconductor,P1,1,24,Wide-Gap Power/LED
Na4As3_id2026_Final_E-2.80.cif,Na4As3,-2.7972,1.195,Semiconductor,I-43d,220,28,Solar / Visible
K6SiSn6_id254_Final_E-2.77.cif,K6SiSn6,-2.7747,1.194,Semiconductor,P1,1,26,Solar / Visible
K4P3_id3297_Final_E-2.73.cif,K4P3,-2.7317,1.103,Semiconductor,I-43d,220,28,Solar / Visible
InSn16Ge3_id694_Final_E-2.73.cif,InSn16Ge3,-2.7293,1.23,Semiconductor,P1,1,40,Solar / Visible
Mg4Al8Ga4Si5_id830_Final_E-2.71.cif,Mg4Al8Ga4Si5,-2.7086,1.505,Semiconductor,Cccm,66,84,Solar / Visible
K11Na4O5_id557_Final_E-2.71.cif,K11Na4O5,-2.7054,0.723,Semiconductor,P2_12_12,18,80,IR / Narrow-Gap
NaLi3P_id76_Final_E-2.70.cif,NaLi3P,-2.7019,0.981,Semiconductor,Pc,7,10,IR / Narrow-Gap
Li7Sc2_id2510_Final_E-2.70.cif,Li7Sc2,-2.6953,0.294,Semiconductor,P1,1,18,IR / Narrow-Gap
CNO_id634_Final_E-2.67.cif,CNO,-2.6745,1.471,Semiconductor,P-6m2,187,3,Solar / Visible
K2SnGe_id2973_Final_E-2.65.cif,K2SnGe,-2.6489,0.311,Semiconductor,Pmmn,59,8,IR / Narrow-Gap
Li2Be5(Al2B)2_id2986_Final_E-2.65.cif,Li2Be5(Al2B)2,-2.6488,0.134,Semiconductor,P1,1,26,IR / Narrow-Gap
ZnCdSeS_id1199_Final_E-2.62.cif,ZnCdSeS,-2.6225,1.557,Semiconductor,P1,1,24,Solar / Visible
Li(ZnGe)3_id372_Final_E-2.62.cif,Li(ZnGe)3,-2.6211,0.287,Semiconductor,Pm-3n,223,14,IR / Narrow-Gap
NaIn5_id3062_Final_E-2.61.cif,NaIn5,-2.6134,1.296,Semiconductor,I4/mmm,139,12,Solar / Visible
Li6MgNO16_id1659_Final_E-2.57.cif,Li6MgNO16,-2.5749,2.556,Semiconductor,Pm,6,48,Wide-Gap Power/LED
KNaAs_id1426_Final_E-2.57.cif,KNaAs,-2.5714,0.935,Semiconductor,P-6m2,187,3,IR / Narrow-Gap
LiAs24_id263_Final_E-2.53.cif,LiAs24,-2.5267,0.291,Semiconductor,P1,1,25,IR / Narrow-Gap
KLiGa3_id1014_Final_E-2.52.cif,KLiGa3,-2.5227,0.269,Semiconductor,P6_5,170,30,IR / Narrow-Gap
Zn3O_id490_Final_E-2.52.cif,Zn3O,-2.5186,0.761,Semiconductor,P4_132,213,32,IR / Narrow-Gap
Mg4Ge3_id2725_Final_E-2.52.cif,Mg4Ge3,-2.5167,0.235,Semiconductor,Ccce,68,28,IR / Narrow-Gap
KNaCdSn3_id1721_Final_E-2.50.cif,KNaCdSn3,-2.4954,0.095,Semiconductor,P-4n2,118,12,IR / Narrow-Gap
KGa2_id517_Final_E-2.49.cif,KGa2,-2.4901,0.075,Semiconductor,P6/mmm,191,3,IR / Narrow-Gap
K4Sr(ZnSi)5_id175_Final_E-2.45.cif,K4Sr(ZnSi)5,-2.4513,0.626,Semiconductor,P1,1,30,IR / Narrow-Gap
KS_id2433_Final_E-2.43.cif,KS,-2.4266,2.995,Semiconductor,I4_132,214,48,Wide-Gap Power/LED
KMgSn_id1522_Final_E-2.42.cif,KMgSn,-2.4199,0.268,Semiconductor,P-6m2,187,3,IR / Narrow-Gap
Mg3Cd2(Se3S)3_id218_Final_E-2.41.cif,Mg3Cd2(Se3S)3,-2.4105,2.162,Semiconductor,P1,1,34,Wide-Gap Power/LED
B8C13_id1028_Final_E-2.41.cif,B8C13,-2.4076,0.346,Semiconductor,P1,1,42,IR / Narrow-Gap
Li7(ZnAs)3_id1885_Final_E-2.41.cif,Li7(ZnAs)3,-2.4059,0.797,Semiconductor,P1,1,78,IR / Narrow-Gap
KO4_id1655_Final_E-2.37.cif,KO4,-2.3672,2.341,Semiconductor,P4_2/mbc,135,40,Wide-Gap Power/LED
Cd6Ga2(GeN2)3_id2272_Final_E-2.35.cif,Cd6Ga2(GeN2)3,-2.3548,0.359,Semiconductor,P1,1,68,IR / Narrow-Gap
KNaInSn_id338_Final_E-2.33.cif,KNaInSn,-2.3304,0.072,Semiconductor,F-43m,216,16,IR / Narrow-Gap
Na2LiSb_id791_Final_E-2.30.cif,Na2LiSb,-2.2988,0.865,Semiconductor,P4_2/mcm,132,16,IR / Narrow-Gap
BaB2N12O23_id531_Final_E-2.29.cif,BaB2N12O23,-2.2892,1.175,Semiconductor,P1,1,38,Solar / Visible
Sc2Cd2Sn_id834_Final_E-2.28.cif,Sc2Cd2Sn,-2.2784,1.029,Semiconductor,Pm,6,20,Solar / Visible
K4Te_id1455_Final_E-2.27.cif,K4Te,-2.2658,1.484,Semiconductor,P-1,2,10,Solar / Visible
Na3In5_id2289_Final_E-2.25.cif,Na3In5,-2.2499,0.479,Semiconductor,I-42d,122,32,IR / Narrow-Gap
In7S_id2405_Final_E-2.23.cif,In7S,-2.2283,1.986,Semiconductor,P4_2/mbc,135,64,Solar / Visible
K2ZnSb6_id1926_Final_E-2.20.cif,K2ZnSb6,-2.1964,1.237,Semiconductor,P1,1,36,Solar / Visible
Sr3B(NO)18_id955_Final_E-2.19.cif,Sr3B(NO)18,-2.1866,3.36,Semiconductor,Pm,6,80,Wide-Gap Power/LED
NO42_id2043_Final_E-2.17.cif,NO42,-2.1747,1.208,Semiconductor,P1,1,43,Solar / Visible
As5Se2_id974_Final_E-2.17.cif,As5Se2,-2.1658,0.529,Semiconductor,I4_1/amd,141,28,IR / Narrow-Gap
K4Li(InGa3)4_id1131_Final_E-2.15.cif,K4Li(InGa3)4,-2.1537,1.068,Semiconductor,P4_2/nmc,137,42,Solar / Visible
NaIn_id309_Final_E-2.14.cif,NaIn,-2.1423,0.396,Semiconductor,I4_1/amd,141,8,IR / Narrow-Gap
BaInO24_id1410_Final_E-2.13.cif,BaInO24,-2.1344,0.069,Semiconductor,P1,1,52,IR / Narrow-Gap
KSO40_id1698_Final_E-2.10.cif,KSO40,-2.0956,0.635,Semiconductor,P1,1,84,IR / Narrow-Gap
Na4Cd3Sb2_id753_Final_E-2.09.cif,Na4Cd3Sb2,-2.0947,0.895,Semiconductor,P-3c1,165,18,IR / Narrow-Gap
Zn8(InGa3)3_id2123_Final_E-2.08.cif,Zn8(InGa3)3,-2.0832,3.153,Semiconductor,P1,1,20,Wide-Gap Power/LED
TiO19_id2278_Final_E-2.05.cif,TiO19,-2.054,0.982,Semiconductor,Pm,6,80,IR / Narrow-Gap
Li4TiTeSe_id2865_Final_E-2.03.cif,Li4TiTeSe,-2.0336,2.527,Semiconductor,P1,1,56,Wide-Gap Power/LED
Na4SrLiIn_id1271_Final_E-2.03.cif,Na4SrLiIn,-2.0324,0.818,Semiconductor,P2,3,14,IR / Narrow-Gap
Cd6Ga35_id2858_Final_E-2.03.cif,Cd6Ga35,-2.0306,2.181,Semiconductor,P2,3,82,Wide-Gap Power/LED
K3(ZnGa2)2_id1441_Final_E-2.00.cif,K3(ZnGa2)2,-2.001,2.78,Semiconductor,P-1,2,72,Wide-Gap Power/LED
ZnIn_id1339_Final_E-1.99.cif,ZnIn,-1.9918,0.103,Semiconductor,I4_1/acd,142,32,IR / Narrow-Gap
Li3CaGa_id1095_Final_E-1.99.cif,Li3CaGa,-1.9916,1.77,Semiconductor,P1,1,40,Solar / Visible
AsO_id2668_Final_E-1.99.cif,AsO,-1.9903,1.586,Semiconductor,P4_32_12,96,8,Solar / Visible
Mg(InTe2)2_id3140_Final_E-1.98.cif,Mg(InTe2)2,-1.9814,0.35,Semiconductor,Pmmn,59,14,IR / Narrow-Gap
LiMg4Al2Sn_id2576_Final_E-1.93.cif,LiMg4Al2Sn,-1.9299,0.554,Semiconductor,P1,1,32,IR / Narrow-Gap
KLiSn_id576_Final_E-1.92.cif,KLiSn,-1.9194,2.175,Semiconductor,Pmmm,47,6,Wide-Gap Power/LED
Li7Mg_id996_Final_E-1.87.cif,Li7Mg,-1.8728,1.575,Semiconductor,P1,1,16,Solar / Visible
LiMgSn2_id1222_Final_E-1.87.cif,LiMgSn2,-1.8669,0.15,Semiconductor,Cm,8,8,IR / Narrow-Gap
NaLi8Cd2O3_id1175_Final_E-1.86.cif,NaLi8Cd2O3,-1.8644,1.439,Semiconductor,Iba2,45,56,Solar / Visible
K2Li5Sb_id2091_Final_E-1.86.cif,K2Li5Sb,-1.8643,1.331,Semiconductor,Cm,8,16,Solar / Visible
Mg3Sn2(SO2)2_id506_Final_E-1.84.cif,Mg3Sn2(SO2)2,-1.8365,0.347,Semiconductor,P-42_1m,113,22,IR / Narrow-Gap
Cd3In4_id56_Final_E-1.81.cif,Cd3In4,-1.8116,2.104,Semiconductor,P-1,2,14,Wide-Gap Power/LED
K2Na3In2Ga_id900_Final_E-1.80.cif,K2Na3In2Ga,-1.8046,0.747,Semiconductor,P-1,2,16,IR / Narrow-Gap
Zn4Ga_id3155_Final_E-1.80.cif,Zn4Ga,-1.8017,2.292,Semiconductor,P4_2/nmc,137,10,Wide-Gap Power/LED
Mg(AlIn4)3_id2318_Final_E-1.80.cif,Mg(AlIn4)3,-1.8007,1.948,Semiconductor,P1,1,32,Solar / Visible
Zn3In2(GaO2)2_id589_Final_E-1.79.cif,Zn3In2(GaO2)2,-1.7928,0.752,Semiconductor,P1,1,22,IR / Narrow-Gap
Mg3ZnN_id2288_Final_E-1.78.cif,Mg3ZnN,-1.7828,0.061,Semiconductor,Pm-3m,221,5,IR / Narrow-Gap
Li2Mg6Sn_id2878_Final_E-1.75.cif,Li2Mg6Sn,-1.7484,1.686,Semiconductor,P1,1,9,Solar / Visible
Al19Zn12_id2753_Final_E-1.71.cif,Al19Zn12,-1.7062,0.946,Semiconductor,P222,16,62,IR / Narrow-Gap
K9Sb6(Te6P)2_id1925_Final_E-1.70.cif,K9Sb6(Te6P)2,-1.6963,0.289,Semiconductor,P1,1,29,IR / Narrow-Gap
Al3Zn2_id658_Final_E-1.66.cif,Al3Zn2,-1.6586,0.065,Semiconductor,Pm,6,40,IR / Narrow-Gap
K2Li9Mg_id639_Final_E-1.66.cif,K2Li9Mg,-1.6562,2.359,Semiconductor,P1,1,24,Wide-Gap Power/LED
LiCaMg2S_id3024_Final_E-1.62.cif,LiCaMg2S,-1.616,1.81,Semiconductor,P4mm,99,5,Solar / Visible
TeSeO2_id1605_Final_E-1.61.cif,TeSeO2,-1.6099,1.858,Semiconductor,Cm,8,128,Solar / Visible
Na4Cd3In2_id2857_Final_E-1.58.cif,Na4Cd3In2,-1.575,1.099,Semiconductor,P4_22_12,94,36,Solar / Visible
LiZn4_id1101_Final_E-1.56.cif,LiZn4,-1.5644,2.909,Semiconductor,P4_2/nmc,137,10,Wide-Gap Power/LED
K3Ca2(AlGa)2_id738_Final_E-1.55.cif,K3Ca2(AlGa)2,-1.5459,0.07,Semiconductor,P1,1,18,IR / Narrow-Gap
K34Na3CaO6_id1402_Final_E-1.51.cif,K34Na3CaO6,-1.511,1.272,Semiconductor,P1,1,44,Solar / Visible
Na4In17Ga6_id2014_Final_E-1.48.cif,Na4In17Ga6,-1.4752,0.195,Semiconductor,P6/mmm,191,27,IR / Narrow-Gap
Zn2Cd5Ga2_id1812_Final_E-1.47.cif,Zn2Cd5Ga2,-1.4712,2.242,Semiconductor,P1,1,36,Wide-Gap Power/LED
Li6Mg8ScTi_id2116_Final_E-1.45.cif,Li6Mg8ScTi,-1.4538,0.085,Semiconductor,P1,1,16,IR / Narrow-Gap
Ba4O9_id2120_Final_E-1.45.cif,Ba4O9,-1.4526,3.253,Semiconductor,P1,1,104,Wide-Gap Power/LED
Sc4Ti3Zn8Ga3_id1825_Final_E-1.45.cif,Sc4Ti3Zn8Ga3,-1.4503,0.202,Semiconductor,Cc,9,72,IR / Narrow-Gap
LiTi2(BeIn2)2_id1262_Final_E-1.45.cif,LiTi2(BeIn2)2,-1.4468,0.346,Semiconductor,P1,1,36,IR / Narrow-Gap
Na2Sr(Zn2Sn)2_id620_Final_E-1.44.cif,Na2Sr(Zn2Sn)2,-1.4421,1.304,Semiconductor,I4/mcm,140,36,Solar / Visible
Li23Mg8(Zn2Ga)2_id1472_Final_E-1.42.cif,Li23Mg8(Zn2Ga)2,-1.4189,0.171,Semiconductor,P1,1,37,IR / Narrow-Gap
Li9Mg4(Cd2Ga5)2_id1365_Final_E-1.36.cif,Li9Mg4(Cd2Ga5)2,-1.3598,1.877,Semiconductor,P2,3,54,Solar / Visible
Na6Ca6O_id2180_Final_E-1.34.cif,Na6Ca6O,-1.3426,0.144,Semiconductor,Pm-3,200,13,IR / Narrow-Gap
Sr2Cd(As3P)6_id2807_Final_E-1.33.cif,Sr2Cd(As3P)6,-1.3301,0.078,Semiconductor,P1,1,27,IR / Narrow-Gap
In(SO4)4_id2702_Final_E-1.32.cif,In(SO4)4,-1.3215,0.24,Semiconductor,Pm,1,0,IR / Narrow-Gap
Na6CdIn_id680_Final_E-1.25.cif,Na6CdIn,-1.2466,0.068,Semiconductor,P1,1,24,IR / Narrow-Gap
MgP_id2518_Final_E-1.24.cif,MgP,-1.2399,0.949,Semiconductor,P4/mmm,123,16,IR / Narrow-Gap
K15NaCaSn5_id1796_Final_E-1.24.cif,K15NaCaSn5,-1.2395,0.666,Semiconductor,P1,1,88,IR / Narrow-Gap
K7MgIn6_id2406_Final_E-1.23.cif,K7MgIn6,-1.2282,0.471,Semiconductor,P-31c,163,28,IR / Narrow-Gap
Na(Li2Mg)2_id2698_Final_E-1.22.cif,Na(Li2Mg)2,-1.2227,1.497,Semiconductor,I4_1/amd,141,28,Solar / Visible
Mg4AlInTe3_id1758_Final_E-1.19.cif,Mg4AlInTe3,-1.1904,2.88,Semiconductor,P4mm,99,9,Wide-Gap Power/LED
MgZn4GaO8_id2402_Final_E-1.18.cif,MgZn4GaO8,-1.1839,2.171,Semiconductor,Pm,6,28,Wide-Gap Power/LED
Ca9Ga_id2602_Final_E-1.14.cif,Ca9Ga,-1.1446,1.506,Semiconductor,Pbam,55,20,Solar / Visible
Mg2Cd2In2Sn3_id1467_Final_E-1.12.cif,Mg2Cd2In2Sn3,-1.1196,0.843,Semiconductor,P1,1,18,IR / Narrow-Gap
K2Ba2Na11As4_id1841_Final_E-1.11.cif,K2Ba2Na11As4,-1.1066,1.892,Semiconductor,P1,1,76,Solar / Visible
KNaZn_id2881_Final_E-1.07.cif,KNaZn,-1.0716,0.175,Semiconductor,P4_322,95,24,IR / Narrow-Gap
Cd28Sb3_id2550_Final_E-1.05.cif,Cd28Sb3,-1.0531,0.454,Semiconductor,P1,1,62,IR / Narrow-Gap
Ba2Sr6Ca29_id3147_Final_E-1.03.cif,Ba2Sr6Ca29,-1.0336,0.985,Semiconductor,P1,1,37,IR / Narrow-Gap
KZn_id327_Final_E-0.98.cif,KZn,-0.9807,1.054,Semiconductor,I4_1/amd,141,8,Solar / Visible
NaCa_id3107_Final_E-0.97.cif,NaCa,-0.9676,0.056,Semiconductor,P4/mmm,123,4,IR / Narrow-Gap
Mg7ZnCd28_id3350_Final_E-0.92.cif,Mg7ZnCd28,-0.9224,2.004,Semiconductor,P2,3,72,Wide-Gap Power/LED
Na6Li12Cd7In3_id83_Final_E-0.91.cif,Na6Li12Cd7In3,-0.9062,0.347,Semiconductor,P1,1,28,IR / Narrow-Gap
K3Cd2InGa2_id661_Final_E-0.90.cif,K3Cd2InGa2,-0.8987,1.425,Semiconductor,P1,1,48,Solar / Visible
Na3(SrIn)2_id2267_Final_E-0.90.cif,Na3(SrIn)2,-0.8985,0.491,Semiconductor,Pmm2,25,14,IR / Narrow-Gap
Li24Zn13Te12_id1453_Final_E-0.89.cif,Li24Zn13Te12,-0.886,1.714,Semiconductor,I23,197,98,Solar / Visible
K2Na5Li_id912_Final_E-0.80.cif,K2Na5Li,-0.8043,0.522,Semiconductor,P1,1,16,IR / Narrow-Gap
K20Na13_id386_Final_E-0.69.cif,K20Na13,-0.691,0.335,Semiconductor,P3,143,33,IR / Narrow-Gap
Ba2Sr3Ca5_id2825_Final_E-0.68.cif,Ba2Sr3Ca5,-0.6843,0.213,Semiconductor,P6_122,178,60,IR / Narrow-Gap
K50Cd2SnSb2_id3193_Final_E-0.68.cif,K50Cd2SnSb2,-0.6761,0.226,Semiconductor,P1,1,110,IR / Narrow-Gap
CaCd31_id1369_Final_E-0.67.cif,CaCd31,-0.6663,2.141,Semiconductor,P4/m,83,32,Wide-Gap Power/LED
Li(Mg2Zn)2_id2755_Final_E-0.67.cif,Li(Mg2Zn)2,-0.6655,0.272,Semiconductor,P1,1,28,IR / Narrow-Gap
Li3Si2_id2081_Final_E-0.65.cif,Li3Si2,-0.6527,0.359,Semiconductor,P1,1,80,IR / Narrow-Gap
Ba3Ca3Mg_id136_Final_E-0.59.cif,Ba3Ca3Mg,-0.5878,3.289,Semiconductor,Fm-3m,225,56,Wide-Gap Power/LED
Sc9(SO32)2_id3272_Final_E-0.55.cif,Sc9(SO32)2,-0.5451,2.153,Semiconductor,P31m,157,75,Wide-Gap Power/LED
NaCaMg35Al_id2489_Final_E-0.54.cif,NaCaMg35Al,-0.535,0.129,Semiconductor,P1,1,76,IR / Narrow-Gap
Cd11Ga2_id158_Final_E-0.51.cif,Cd11Ga2,-0.5063,0.127,Semiconductor,Pm,6,13,IR / Narrow-Gap
Mg13In2_id87_Final_E-0.47.cif,Mg13In2,-0.4722,0.089,Semiconductor,P1,1,60,IR / Narrow-Gap
NaSr11Ca_id2253_Final_E-0.46.cif,NaSr11Ca,-0.4573,0.091,Semiconductor,P1,1,52,IR / Narrow-Gap
LiMg4(ScAl)2_id237_Final_E-0.38.cif,LiMg4(ScAl)2,-0.3814,0.601,Semiconductor,P1,1,18,IR / Narrow-Gap
Na4Cd3_id2238_Final_E-0.32.cif,Na4Cd3,-0.3203,0.282,Semiconductor,P3m1,156,7,IR / Narrow-Gap
K9Na2_id2876_Final_E-0.23.cif,K9Na2,-0.2288,0.668,Semiconductor,P1,1,66,IR / Narrow-Gap
K7Ba7Na12_id21_Final_E-0.12.cif,K7Ba7Na12,-0.1185,0.817,Semiconductor,Pm,6,26,IR / Narrow-Gap
