file_name,formula,energy,bandgap,Application_Class,type,space_group_symbol,space_group_number,num_atoms
NaSnO8_id2869_E-4.31.cif,NaSnO8,-4.3074,1.018,Solar / Visible,Semiconductor,Ibam,72,40
SbO_id52_E-4.30.cif,SbO,-4.3019,0.919,IR / Narrow-Gap,Semiconductor,P6_222,180,12
SbAs2PS4_id1971_E-4.30.cif,SbAs2PS4,-4.3001,0.724,IR / Narrow-Gap,Semiconductor,P4,75,8
Cd(SiSe2)2_id835_E-4.30.cif,Cd(SiSe2)2,-4.2976,0.415,IR / Narrow-Gap,Semiconductor,P-42m,111,7
Sb(AsSe)2_id2914_E-4.30.cif,Sb(AsSe)2,-4.2973,0.514,IR / Narrow-Gap,Semiconductor,Pcca,54,20
LiZnGaP2(SeO)2_id1742_E-4.29.cif,LiZnGaP2(SeO)2,-4.2946,0.816,IR / Narrow-Gap,Semiconductor,P3_221,154,27
K2TeO4_id3941_E-4.29.cif,K2TeO4,-4.2928,1.926,Solar / Visible,Semiconductor,Cmme,67,28
SrO12_id1010_E-4.29.cif,SrO12,-4.2913,1.687,Solar / Visible,Semiconductor,P6/mmm,191,13
Cd2GaAsO17_id838_E-4.29.cif,Cd2GaAsO17,-4.2912,2.243,Wide-Gap Power/LED,Semiconductor,P2_1,4,42
SrGe(CO)2_id4181_E-4.29.cif,SrGe(CO)2,-4.29,0.257,IR / Narrow-Gap,Semiconductor,Immm,71,12
KCaO6_id3077_E-4.28.cif,KCaO6,-4.2848,2.2,Solar / Visible,Semiconductor,P-31c,163,16
Sc4(S3N)3_id2939_E-4.28.cif,Sc4(S3N)3,-4.2805,1.902,Solar / Visible,Semiconductor,R3m,160,48
Li5As4(PO7)2_id4763_E-4.27.cif,Li5As4(PO7)2,-4.2702,0.149,IR / Narrow-Gap,Semiconductor,Pnn2,34,50
O2_id4011_E-4.27.cif,O2,-4.2663,1.041,Solar / Visible,Semiconductor,Pba2,32,22
GeS2_id1226_E-4.26.cif,GeS2,-4.2643,2.213,Wide-Gap Power/LED,Semiconductor,I4_1/amd,141,12
LiCaS6_id1317_E-4.26.cif,LiCaS6,-4.2564,1.904,Solar / Visible,Semiconductor,P1,1,32
Ga2Si6P_id1513_E-4.25.cif,Ga2Si6P,-4.2529,0.366,IR / Narrow-Gap,Semiconductor,Pnnn,48,18
NaZnO2_id914_E-4.25.cif,NaZnO2,-4.2517,1.253,Solar / Visible,Semiconductor,I4_122,98,16
PSe2_id64_E-4.25.cif,PSe2,-4.2458,0.913,IR / Narrow-Gap,Semiconductor,Pcca,54,12
KLi(SnS2)2_id1455_E-4.24.cif,KLi(SnS2)2,-4.2421,0.453,IR / Narrow-Gap,Semiconductor,I-42d,122,32
AsO5_id3885_E-4.24.cif,AsO5,-4.2404,0.913,IR / Narrow-Gap,Semiconductor,P2_12_12_1,19,24
Te2O15_id3188_E-4.24.cif,Te2O15,-4.2392,0.9,IR / Narrow-Gap,Semiconductor,Pba2,32,34
BeGaSi3SnGeS14_id406_E-4.23.cif,BeGaSi3SnGeS14,-4.2345,1.651,Solar / Visible,Semiconductor,Pc,7,42
NaMg2Si2Te2AsO4_id4_E-4.23.cif,NaMg2Si2Te2AsO4,-4.2337,2.147,Solar / Visible,Semiconductor,I222,23,24
Ga6NO6_id4448_E-4.22.cif,Ga6NO6,-4.2245,0.394,IR / Narrow-Gap,Semiconductor,P6_322,182,26
KNa2Se3(SO)3_id4409_E-4.22.cif,KNa2Se3(SO)3,-4.2215,0.693,IR / Narrow-Gap,Semiconductor,P31m,157,12
K3MgB2(NO)4_id2789_E-4.22.cif,K3MgB2(NO)4,-4.217,0.096,IR / Narrow-Gap,Semiconductor,P4/n,85,28
KLi2(TeO)4_id412_E-4.21.cif,KLi2(TeO)4,-4.2136,1.869,Solar / Visible,Semiconductor,I222,23,22
GeP_id3032_E-4.21.cif,GeP,-4.2125,0.518,IR / Narrow-Gap,Semiconductor,P4_32_12,96,8
SbS3_id514_E-4.21.cif,SbS3,-4.2108,1.883,Solar / Visible,Semiconductor,P-1,2,8
SiAs_id1657_E-4.21.cif,SiAs,-4.2062,1.304,Solar / Visible,Semiconductor,P4_32_12,96,8
Sn2Te(P3S)2_id554_E-4.21.cif,Sn2Te(P3S)2,-4.2061,2.224,Wide-Gap Power/LED,Semiconductor,P2,3,33
Sb3S2_id2690_E-4.20.cif,Sb3S2,-4.2033,0.989,IR / Narrow-Gap,Semiconductor,P-42_1m,113,10
GeS4_id793_E-4.20.cif,GeS4,-4.2017,0.863,IR / Narrow-Gap,Semiconductor,C222_1,20,20
Li5O4_id3834_E-4.20.cif,Li5O4,-4.1976,0.055,IR / Narrow-Gap,Semiconductor,P4/mnc,128,36
LiO20_id534_E-4.19.cif,LiO20,-4.1943,0.666,IR / Narrow-Gap,Semiconductor,Pc,7,42
KSbS12_id1668_E-4.19.cif,KSbS12,-4.1939,0.645,IR / Narrow-Gap,Semiconductor,I4_1/a,88,56
MgZn2SiO12_id4147_E-4.19.cif,MgZn2SiO12,-4.1927,1.158,Solar / Visible,Semiconductor,I-42m,121,32
Mg2NO_id1703_E-4.19.cif,Mg2NO,-4.1917,2.763,Wide-Gap Power/LED,Semiconductor,P4_2cm,101,32
KZn3O7_id2798_E-4.19.cif,KZn3O7,-4.1911,1.897,Solar / Visible,Semiconductor,Pm-3n,223,22
Se2S_id3894_E-4.19.cif,Se2S,-4.1897,1.465,Solar / Visible,Semiconductor,I4_1/amd,141,48
LiSeO_id4072_E-4.19.cif,LiSeO,-4.1887,2.571,Wide-Gap Power/LED,Semiconductor,P4_2/ncm,138,12
TeAs3PSe_id4744_E-4.18.cif,TeAs3PSe,-4.1848,0.823,IR / Narrow-Gap,Semiconductor,Pca2_1,29,24
Ti12B_id4664_E-4.18.cif,Ti12B,-4.182,2.468,Wide-Gap Power/LED,Semiconductor,I432,211,26
MgS_id1153_E-4.18.cif,MgS,-4.1774,2.805,Wide-Gap Power/LED,Semiconductor,Aea2,41,16
B2Sb3P2_id3904_E-4.17.cif,B2Sb3P2,-4.1734,0.9,IR / Narrow-Gap,Semiconductor,P4_12_12,92,28
LiAl2Si(TeS)2_id3041_E-4.17.cif,LiAl2Si(TeS)2,-4.1716,0.294,IR / Narrow-Gap,Semiconductor,Pcca,54,32
O2_id2146_E-4.17.cif,O2,-4.1709,1.118,Solar / Visible,Semiconductor,Pba2,32,28
Ca3AsS3_id1384_E-4.17.cif,Ca3AsS3,-4.1699,0.808,IR / Narrow-Gap,Semiconductor,P6_3,173,14
LiMg3Se3O4_id1379_E-4.17.cif,LiMg3Se3O4,-4.1697,1.235,Solar / Visible,Semiconductor,Pm-3n,223,22
Li2ZnO6_id218_E-4.17.cif,Li2ZnO6,-4.1695,1.656,Solar / Visible,Semiconductor,C2/m,12,18
SrLiP2(SeS)4_id4336_E-4.17.cif,SrLiP2(SeS)4,-4.1692,1.223,Solar / Visible,Semiconductor,I-42d,122,48
CaZn3C4O3_id4317_E-4.17.cif,CaZn3C4O3,-4.1674,0.672,IR / Narrow-Gap,Semiconductor,Pm-3n,223,22
Al2ZnSiSe4_id830_E-4.17.cif,Al2ZnSiSe4,-4.166,1.853,Solar / Visible,Semiconductor,I-42m,121,16
LiMg(InS2)2_id2685_E-4.16.cif,LiMg(InS2)2,-4.1635,1.538,Solar / Visible,Semiconductor,I-42m,121,16
Cd2(SO)3_id1761_E-4.16.cif,Cd2(SO)3,-4.1612,1.218,Solar / Visible,Semiconductor,P6_3/mcm,193,16
Ga2Sb(SeO)6_id4130_E-4.16.cif,Ga2Sb(SeO)6,-4.1593,2.06,Solar / Visible,Semiconductor,R-3,148,45
Ca2NO18_id3655_E-4.16.cif,Ca2NO18,-4.1557,0.163,IR / Narrow-Gap,Semiconductor,P1,1,21
CaSbO19_id4732_E-4.15.cif,CaSbO19,-4.1541,2.4,Wide-Gap Power/LED,Semiconductor,Pc,7,42
AlSe_id4734_E-4.15.cif,AlSe,-4.1528,1.637,Solar / Visible,Semiconductor,Pca2_1,29,8
BAs12_id2172_E-4.15.cif,BAs12,-4.151,0.081,IR / Narrow-Gap,Semiconductor,I432,211,26
GeAs2S_id1388_E-4.15.cif,GeAs2S,-4.1477,0.254,IR / Narrow-Gap,Semiconductor,P2/m,10,4
LiSi2Ge_id1468_E-4.15.cif,LiSi2Ge,-4.1476,0.169,IR / Narrow-Gap,Semiconductor,P4_2/m,84,16
InAs6_id28_E-4.15.cif,InAs6,-4.1458,0.226,IR / Narrow-Gap,Semiconductor,P-42m,111,7
ZnSiBAsP7S_id4523_E-4.14.cif,ZnSiBAsP7S,-4.141,0.59,IR / Narrow-Gap,Semiconductor,P2_1,4,24
Ba3P(SeO2)4_id4079_E-4.14.cif,Ba3P(SeO2)4,-4.1396,1.274,Solar / Visible,Semiconductor,I222,23,32
In6Sn(TeO)4_id2506_E-4.13.cif,In6Sn(TeO)4,-4.1325,0.527,IR / Narrow-Gap,Semiconductor,I-42m,121,30
BaLi2B4As2O11_id405_E-4.13.cif,BaLi2B4As2O11,-4.1309,0.929,IR / Narrow-Gap,Semiconductor,C2,5,40
LiMgZnGeO17_id3987_E-4.13.cif,LiMgZnGeO17,-4.1302,1.44,Solar / Visible,Semiconductor,Pc,7,42
K2Na3O8_id2368_E-4.12.cif,K2Na3O8,-4.1187,0.074,IR / Narrow-Gap,Semiconductor,Pmna,53,26
SrZn2(SbO3)2_id483_E-4.12.cif,SrZn2(SbO3)2,-4.1171,2.006,Solar / Visible,Semiconductor,P6_3/mmc,194,22
O2_id2408_E-4.12.cif,O2,-4.117,0.941,IR / Narrow-Gap,Semiconductor,P1,1,34
KSn(PO10)2_id2583_E-4.12.cif,KSn(PO10)2,-4.1163,1.892,Solar / Visible,Semiconductor,P-3,147,24
Li(MgP2)2_id541_E-4.12.cif,Li(MgP2)2,-4.1162,2.255,Wide-Gap Power/LED,Semiconductor,I4_1/a,88,28
MgS4_id614_E-4.12.cif,MgS4,-4.1155,2.228,Wide-Gap Power/LED,Semiconductor,P3_221,154,15
S_id1821_E-4.11.cif,S,-4.1134,1.267,Solar / Visible,Semiconductor,P6/mmm,191,12
S_id1029_E-4.11.cif,S,-4.1132,0.144,IR / Narrow-Gap,Semiconductor,Pm-3m,221,12
S_id454_E-4.11.cif,S,-4.1129,1.25,Solar / Visible,Semiconductor,Pbca,61,16
BaO7_id2074_E-4.11.cif,BaO7,-4.1093,1.4,Solar / Visible,Semiconductor,P6_322,182,16
GeAs7Se4_id2499_E-4.11.cif,GeAs7Se4,-4.1052,1.158,Solar / Visible,Semiconductor,I-42d,122,48
CaGe2Sb2AsSe_id2549_E-4.10.cif,CaGe2Sb2AsSe,-4.1005,0.601,IR / Narrow-Gap,Semiconductor,Cmcm,63,28
Na2SbO5_id795_E-4.10.cif,Na2SbO5,-4.0966,1.33,Solar / Visible,Semiconductor,P6/mmm,191,16
S_id1676_E-4.10.cif,S,-4.0963,1.766,Solar / Visible,Semiconductor,Pbca,61,16
SrLi4O11_id1740_E-4.10.cif,SrLi4O11,-4.096,0.881,IR / Narrow-Gap,Semiconductor,P4/n,85,32
BePSe_id1377_E-4.10.cif,BePSe,-4.0957,1.516,Solar / Visible,Semiconductor,Pca2_1,29,12
LiInGeSe4_id1472_E-4.09.cif,LiInGeSe4,-4.0918,0.939,IR / Narrow-Gap,Semiconductor,P-42m,111,7
As_id3954_E-4.09.cif,As,-4.0893,0.956,IR / Narrow-Gap,Semiconductor,P2_12_12,18,8
LiGa(BO4)2_id4917_E-4.09.cif,LiGa(BO4)2,-4.0887,2.561,Wide-Gap Power/LED,Semiconductor,P-42_1c,114,24
Li4Ti4AsO2_id3081_E-4.08.cif,Li4Ti4AsO2,-4.0827,1.368,Solar / Visible,Semiconductor,P4mm,99,11
KCdO4_id2148_E-4.08.cif,KCdO4,-4.0799,2.649,Wide-Gap Power/LED,Semiconductor,P4/mmm,123,12
S_id4042_E-4.08.cif,S,-4.0796,1.388,Solar / Visible,Semiconductor,Pbca,61,32
BAs12_id2362_E-4.08.cif,BAs12,-4.0792,0.074,IR / Narrow-Gap,Semiconductor,I432,211,26
LiSbO_id4801_E-4.08.cif,LiSbO,-4.0751,1.582,Solar / Visible,Semiconductor,P-42_1m,113,12
Mg4Be4B2P4NO9_id3969_E-4.07.cif,Mg4Be4B2P4NO9,-4.0747,2.436,Wide-Gap Power/LED,Semiconductor,P4bm,100,48
KGaPS2_id3589_E-4.07.cif,KGaPS2,-4.0743,2.019,Solar / Visible,Semiconductor,P3_221,154,15
S_id2518_E-4.07.cif,S,-4.073,0.72,IR / Narrow-Gap,Semiconductor,Pbca,61,16
Li6AsP(SO2)2_id2065_E-4.07.cif,Li6AsP(SO2)2,-4.0716,2.08,Solar / Visible,Semiconductor,Pnn2,34,56
As2PS8_id2071_E-4.07.cif,As2PS8,-4.0684,1.867,Solar / Visible,Semiconductor,Pmna,53,22
PS9_id3430_E-4.06.cif,PS9,-4.0644,0.666,IR / Narrow-Gap,Semiconductor,Pccn,56,40
CaZnO2_id329_E-4.06.cif,CaZnO2,-4.0637,2.091,Solar / Visible,Semiconductor,I4/mcm,140,16
GaO26_id4353_E-4.06.cif,GaO26,-4.062,0.775,IR / Narrow-Gap,Semiconductor,P1,1,27
ZnO_id4296_E-4.06.cif,ZnO,-4.061,2.706,Wide-Gap Power/LED,Semiconductor,I4_1/amd,141,16
AsSe_id926_E-4.06.cif,AsSe,-4.0595,1.264,Solar / Visible,Semiconductor,I-42d,122,16
LiAs3_id839_E-4.06.cif,LiAs3,-4.0588,0.117,IR / Narrow-Gap,Semiconductor,P-4n2,118,8
S_id4176_E-4.06.cif,S,-4.0576,1.349,Solar / Visible,Semiconductor,Pbca,61,24
SbAsS18O_id2721_E-4.06.cif,SbAsS18O,-4.0566,1.877,Solar / Visible,Semiconductor,P1,1,21
Ca2SiTeC(SeS)2_id3123_E-4.06.cif,Ca2SiTeC(SeS)2,-4.0563,1.39,Solar / Visible,Semiconductor,P2/m,10,9
Cd(GeSe2)2_id4422_E-4.06.cif,Cd(GeSe2)2,-4.0557,1.054,Solar / Visible,Semiconductor,P-42m,111,7
KNa2Ca(AsO)4_id4910_E-4.05.cif,KNa2Ca(AsO)4,-4.0533,0.948,IR / Narrow-Gap,Semiconductor,I4_1/a,88,48
Al2ZnAs8(PS2)2_id1569_E-4.05.cif,Al2ZnAs8(PS2)2,-4.0532,0.589,IR / Narrow-Gap,Semiconductor,P-42m,111,17
S_id451_E-4.05.cif,S,-4.0527,2.207,Wide-Gap Power/LED,Semiconductor,Pbca,61,24
BaO15_id2786_E-4.05.cif,BaO15,-4.0526,2.164,Solar / Visible,Semiconductor,P6/mmm,191,16
BAs12_id2285_E-4.05.cif,BAs12,-4.0513,0.577,IR / Narrow-Gap,Semiconductor,I432,211,26
ScSe_id3525_E-4.05.cif,ScSe,-4.0493,0.259,IR / Narrow-Gap,Semiconductor,P4_232,208,24
K2TiTe4_id157_E-4.05.cif,K2TiTe4,-4.0488,0.098,IR / Narrow-Gap,Semiconductor,P4_2/mcm,132,14
BaO9_id4600_E-4.05.cif,BaO9,-4.0487,1.118,Solar / Visible,Semiconductor,I4_1/a,88,40
MgAlZn2O4_id2210_E-4.05.cif,MgAlZn2O4,-4.0486,0.094,IR / Narrow-Gap,Semiconductor,P-42c,112,16
GeS6_id2263_E-4.05.cif,GeS6,-4.0471,1.186,Solar / Visible,Semiconductor,I-42d,122,28
Li2Be2Sb2Se2S7_id595_E-4.05.cif,Li2Be2Sb2Se2S7,-4.0459,1.67,Solar / Visible,Semiconductor,P4nc,104,60
KGaO_id3292_E-4.05.cif,KGaO,-4.0454,0.835,IR / Narrow-Gap,Semiconductor,Cmme,67,12
Na2Li2Zn2GeO18_id4574_E-4.04.cif,Na2Li2Zn2GeO18,-4.0437,1.465,Solar / Visible,Semiconductor,Pnn2,34,50
NaGeS24_id3401_E-4.04.cif,NaGeS24,-4.0416,0.146,IR / Narrow-Gap,Semiconductor,P4/n,85,52
SbTeAs3_id923_E-4.04.cif,SbTeAs3,-4.0408,0.812,IR / Narrow-Gap,Semiconductor,Pnn2,34,10
K3NaScO18_id2189_E-4.04.cif,K3NaScO18,-4.04,1.439,Solar / Visible,Semiconductor,P-31c,163,46
Ca3PSe2_id922_E-4.04.cif,Ca3PSe2,-4.0383,0.936,IR / Narrow-Gap,Semiconductor,Pn-3m,224,12
O2_id2207_E-4.04.cif,O2,-4.0383,2.09,Solar / Visible,Semiconductor,Pba2,32,26
Li2AlInSe4_id2801_E-4.04.cif,Li2AlInSe4,-4.0376,0.929,IR / Narrow-Gap,Semiconductor,I-42d,122,32
LiSi2As_id3798_E-4.03.cif,LiSi2As,-4.0348,1.306,Solar / Visible,Semiconductor,P4_32_12,96,16
KMg(GaS2)2_id3845_E-4.03.cif,KMg(GaS2)2,-4.0324,2.04,Solar / Visible,Semiconductor,I-42d,122,32
Ga2SiS2_id1089_E-4.03.cif,Ga2SiS2,-4.0313,1.465,Solar / Visible,Semiconductor,Pa-3,205,20
S_id71_E-4.03.cif,S,-4.0289,2.523,Wide-Gap Power/LED,Semiconductor,Cc,9,12
O2_id4162_E-4.03.cif,O2,-4.0261,1.073,Solar / Visible,Semiconductor,Pba2,32,28
GeSbTeAsSe_id1688_E-4.03.cif,GeSbTeAsSe,-4.026,0.87,IR / Narrow-Gap,Semiconductor,Pmmm,47,5
S_id1593_E-4.03.cif,S,-4.0259,1.511,Solar / Visible,Semiconductor,Pbca,61,8
ScS15_id1180_E-4.02.cif,ScS15,-4.0248,1.435,Solar / Visible,Semiconductor,P6_3mc,186,32
PS4_id1947_E-4.02.cif,PS4,-4.0246,2.334,Wide-Gap Power/LED,Semiconductor,R-3m,166,15
AlZnP4_id24_E-4.02.cif,AlZnP4,-4.0179,1.286,Solar / Visible,Semiconductor,I4_1/a,88,24
Al2Zn2InO10_id990_E-4.02.cif,Al2Zn2InO10,-4.0167,1.522,Solar / Visible,Semiconductor,Cccm,66,60
CaAs4_id2244_E-4.01.cif,CaAs4,-4.0133,0.423,IR / Narrow-Gap,Semiconductor,I4_1/a,88,20
KSn(SO2)4_id4134_E-4.01.cif,KSn(SO2)4,-4.0119,1.846,Solar / Visible,Semiconductor,P4/nbm,125,28
S_id3084_E-4.01.cif,S,-4.0104,0.265,IR / Narrow-Gap,Semiconductor,Pbca,61,8
KNaCdSbAs2PSNO_id3789_E-4.01.cif,KNaCdSbAs2PSNO,-4.009,1.221,Solar / Visible,Semiconductor,Cc,9,40
S_id3501_E-4.00.cif,S,-4.0036,2.047,Solar / Visible,Semiconductor,Pbca,61,16
Mg2CdIn4GaO8_id2171_E-4.00.cif,Mg2CdIn4GaO8,-4.0035,1.237,Solar / Visible,Semiconductor,P-42c,112,32
Al(TeS3)2_id811_E-4.00.cif,Al(TeS3)2,-4.002,0.788,IR / Narrow-Gap,Semiconductor,P321,150,9
TeAs6Se_id2010_E-4.00.cif,TeAs6Se,-4.0019,1.21,Solar / Visible,Semiconductor,P2/c,13,16
KLi2GaO4_id2245_E-4.00.cif,KLi2GaO4,-3.9991,2.334,Wide-Gap Power/LED,Semiconductor,C222,21,32
KLi4Ga6AsPO8_id3658_E-4.00.cif,KLi4Ga6AsPO8,-3.999,0.636,IR / Narrow-Gap,Semiconductor,I222,23,42
GeAs3Se4_id2495_E-4.00.cif,GeAs3Se4,-3.999,0.95,IR / Narrow-Gap,Semiconductor,P2/m,10,8
O2_id3167_E-4.00.cif,O2,-3.9986,0.813,IR / Narrow-Gap,Semiconductor,Pnma,62,24
Cd(P2O)2_id2187_E-4.00.cif,Cd(P2O)2,-3.9973,2.509,Wide-Gap Power/LED,Semiconductor,Amm2,38,14
S_id586_E-4.00.cif,S,-3.9972,0.27,IR / Narrow-Gap,Semiconductor,Pbca,61,16
S_id2979_E-4.00.cif,S,-3.9964,2.423,Wide-Gap Power/LED,Semiconductor,Pbca,61,16
Li4GeB7_id292_E-4.00.cif,Li4GeB7,-3.9956,2.234,Wide-Gap Power/LED,Semiconductor,P42_12,90,24
S_id2913_E-3.99.cif,S,-3.9935,1.043,Solar / Visible,Semiconductor,Pbca,61,16
GeSeS2_id3373_E-3.99.cif,GeSeS2,-3.9934,1.256,Solar / Visible,Semiconductor,I-42d,122,16
K4Sn2GeO3_id1871_E-3.99.cif,K4Sn2GeO3,-3.9879,2.098,Solar / Visible,Semiconductor,P6mm,183,20
BaNaLi8Mg6Be6Zn6Si6(NO2)6_id853_E-3.99.cif,BaNaLi8Mg6Be6Zn6Si6(NO2)6,-3.9852,1.031,Solar / Visible,Semiconductor,P321,150,52
CdO_id2494_E-3.98.cif,CdO,-3.9802,0.76,IR / Narrow-Gap,Semiconductor,P4_2/ncm,138,8
TiZnO13_id4700_E-3.98.cif,TiZnO13,-3.9792,1.083,Solar / Visible,Semiconductor,P4bm,100,30
K2InNO2_id4568_E-3.98.cif,K2InNO2,-3.979,0.917,IR / Narrow-Gap,Semiconductor,Pa-3,205,24
Li2AsP2_id3764_E-3.97.cif,Li2AsP2,-3.9735,1.203,Solar / Visible,Semiconductor,Cc,9,20
CaSeS_id3465_E-3.97.cif,CaSeS,-3.9704,1.308,Solar / Visible,Semiconductor,Pbca,61,24
K(GaSe2)2_id2588_E-3.97.cif,K(GaSe2)2,-3.969,0.632,IR / Narrow-Gap,Semiconductor,P-42m,111,7
KS7_id751_E-3.97.cif,KS7,-3.9682,1.326,Solar / Visible,Semiconductor,R32,155,24
Ge2Sb2Te4AsP(SeS)2_id564_E-3.97.cif,Ge2Sb2Te4AsP(SeS)2,-3.9672,1.538,Solar / Visible,Semiconductor,P6_4,172,42
K6SrGa6AsO6_id438_E-3.96.cif,K6SrGa6AsO6,-3.9612,1.655,Solar / Visible,Semiconductor,R-3,148,60
As_id3968_E-3.96.cif,As,-3.9589,2.075,Solar / Visible,Semiconductor,Pnn2,34,10
KSrCdO9_id242_E-3.96.cif,KSrCdO9,-3.9564,0.753,IR / Narrow-Gap,Semiconductor,P6_322,182,24
TeS5_id3231_E-3.95.cif,TeS5,-3.9536,1.086,Solar / Visible,Semiconductor,C2/m,12,12
GeSe3_id97_E-3.95.cif,GeSe3,-3.9498,1.314,Solar / Visible,Semiconductor,Pna2_1,33,16
BaAsS2NO_id3692_E-3.94.cif,BaAsS2NO,-3.9438,2.431,Wide-Gap Power/LED,Semiconductor,C2,5,36
Sc2Ti2GeN2_id1563_E-3.94.cif,Sc2Ti2GeN2,-3.9431,1.558,Solar / Visible,Semiconductor,Pa-3,205,28
Na2CdSe3(S4O)3_id4385_E-3.94.cif,Na2CdSe3(S4O)3,-3.943,1.82,Solar / Visible,Semiconductor,P31m,157,21
CaTe_id3086_E-3.94.cif,CaTe,-3.9426,0.178,IR / Narrow-Gap,Semiconductor,P3_221,154,6
Ca2Si2Ge2CN2_id4340_E-3.94.cif,Ca2Si2Ge2CN2,-3.9394,0.353,IR / Narrow-Gap,Semiconductor,Cm,8,18
Li3InS4_id1270_E-3.93.cif,Li3InS4,-3.9336,2.228,Wide-Gap Power/LED,Semiconductor,I-42d,122,32
S_id3646_E-3.93.cif,S,-3.9325,0.185,IR / Narrow-Gap,Semiconductor,P6_4,172,30
As_id4814_E-3.93.cif,As,-3.9252,0.409,IR / Narrow-Gap,Semiconductor,P4_2/mmc,131,6
Na4Li4GeO20_id3171_E-3.92.cif,Na4Li4GeO20,-3.9237,2.211,Wide-Gap Power/LED,Semiconductor,P-4,81,29
Na(SeS)2_id2188_E-3.92.cif,Na(SeS)2,-3.9235,0.919,IR / Narrow-Gap,Semiconductor,Cccm,66,20
In2SiGe2SbAs2P2SeS10_id3816_E-3.92.cif,In2SiGe2SbAs2P2SeS10,-3.9235,0.891,IR / Narrow-Gap,Semiconductor,P1,1,21
TiAlO7_id710_E-3.92.cif,TiAlO7,-3.9212,0.175,IR / Narrow-Gap,Semiconductor,Ama2,40,36
Ga3N_id394_E-3.92.cif,Ga3N,-3.9163,0.153,IR / Narrow-Gap,Semiconductor,Im-3m,229,8
KIn4O8_id2336_E-3.91.cif,KIn4O8,-3.9146,0.54,IR / Narrow-Gap,Semiconductor,P4_2/n,86,26
K2P3_id3529_E-3.91.cif,K2P3,-3.9124,1.481,Solar / Visible,Semiconductor,I4mm,107,20
Ba2Ca2AsSeO8_id2087_E-3.91.cif,Ba2Ca2AsSeO8,-3.912,1.602,Solar / Visible,Semiconductor,P3_221,154,42
BaLiSe4(S4O)2_id2371_E-3.91.cif,BaLiSe4(S4O)2,-3.9119,0.648,IR / Narrow-Gap,Semiconductor,P-1,2,32
K(GaS2)2_id440_E-3.91.cif,K(GaS2)2,-3.9114,2.82,Wide-Gap Power/LED,Semiconductor,P4/nbm,125,14
NaLi2AlGeP2O_id4719_E-3.91.cif,NaLi2AlGeP2O,-3.9101,0.06,IR / Narrow-Gap,Semiconductor,P4_322,95,32
KAs3_id4141_E-3.91.cif,KAs3,-3.9088,0.971,IR / Narrow-Gap,Semiconductor,Immm,71,8
InS2_id2050_E-3.91.cif,InS2,-3.9077,1.953,Solar / Visible,Semiconductor,Aea2,41,24
Mg4Te4S5O4_id2563_E-3.90.cif,Mg4Te4S5O4,-3.9024,1.354,Solar / Visible,Semiconductor,P-42_1c,114,34
K(GeSe2)2_id3177_E-3.90.cif,K(GeSe2)2,-3.9015,0.874,IR / Narrow-Gap,Semiconductor,P4/mmm,123,7
K4Na(GeO)3_id1249_E-3.90.cif,K4Na(GeO)3,-3.9014,0.517,IR / Narrow-Gap,Semiconductor,P31c,159,22
NaO5_id2435_E-3.90.cif,NaO5,-3.8982,2.167,Solar / Visible,Semiconductor,I4_1/a,88,24
CaIn4GaS8_id2340_E-3.90.cif,CaIn4GaS8,-3.8979,1.938,Solar / Visible,Semiconductor,I4/m,87,28
BeAs_id1897_E-3.89.cif,BeAs,-3.8915,0.547,IR / Narrow-Gap,Semiconductor,C222_1,20,16
S_id4313_E-3.89.cif,S,-3.8913,2.199,Solar / Visible,Semiconductor,Pba2,32,20
CaZn4O6_id1355_E-3.88.cif,CaZn4O6,-3.8829,1.798,Solar / Visible,Semiconductor,I4/m,87,22
GeSb(AsP2)2_id2420_E-3.88.cif,GeSb(AsP2)2,-3.8828,0.954,IR / Narrow-Gap,Semiconductor,Pccm,49,16
BaSi2_id3363_E-3.88.cif,BaSi2,-3.8809,0.155,IR / Narrow-Gap,Semiconductor,Ibam,72,24
CaSnSb2AsS16_id4971_E-3.88.cif,CaSnSb2AsS16,-3.8789,2.01,Solar / Visible,Semiconductor,P1,1,42
GeS4_id3257_E-3.88.cif,GeS4,-3.8775,1.211,Solar / Visible,Semiconductor,Pn-3,201,30
K2O2_id3908_E-3.88.cif,K2O2,-3.8768,1.803,Solar / Visible,Semiconductor,I-43d,220,24
O2_id3917_E-3.87.cif,O2,-3.8748,0.619,IR / Narrow-Gap,Semiconductor,Pc,7,42
Ga4GeO16_id4604_E-3.87.cif,Ga4GeO16,-3.8734,0.877,IR / Narrow-Gap,Semiconductor,P-43m,215,21
KAs3_id2567_E-3.87.cif,KAs3,-3.8728,1.083,Solar / Visible,Semiconductor,Immm,71,8
Ba(SbTe)4_id1967_E-3.87.cif,Ba(SbTe)4,-3.8685,0.219,IR / Narrow-Gap,Semiconductor,I4/m,87,18
SbPSeS6_id1630_E-3.87.cif,SbPSeS6,-3.867,1.34,Solar / Visible,Semiconductor,Pmmm,47,9
O2_id102_E-3.86.cif,O2,-3.862,2.156,Solar / Visible,Semiconductor,Pba2,32,22
LiP5_id3214_E-3.86.cif,LiP5,-3.8569,1.353,Solar / Visible,Semiconductor,I422,97,24
BaTiO4_id4077_E-3.86.cif,BaTiO4,-3.8566,2.723,Wide-Gap Power/LED,Semiconductor,Ibam,72,48
