file_name,original_file,formula,energy,bandgap,type,space_group_symbol,space_group_number,num_atoms
Sr2S3_id4354_Final_E-4.98.cif,Sr2S3_id4354_E-3.82.cif,Sr2S3,-4.9778,2.365,Semiconductor,I4/mmm,139,20
Ca3(NO3)2_id2697_Final_E-4.97.cif,Ca3(NO3)2_id2697_E-3.98.cif,Ca3(NO3)2,-4.9741,0.0,Metal,P1,1,44
Na2Zn2Ge2O5_id1479_Final_E-4.97.cif,Na2Zn2Ge2O5_id1479_E-4.06.cif,Na2Zn2Ge2O5,-4.9723,2.052,Semiconductor,Pbcn,60,44
K3NO3_id4233_Final_E-4.97.cif,K3NO3_id4233_E-4.59.cif,K3NO3,-4.9666,1.258,Semiconductor,P6_3/m,176,14
Li5SnN4_id4174_Final_E-4.97.cif,Li5SnN4_id4174_E-4.80.cif,Li5SnN4,-4.9661,3.486,Semiconductor,Ibam,72,40
TeAsO_id4822_Final_E-4.97.cif,TeAsO_id4822_E-4.25.cif,TeAsO,-4.9653,0.526,Semiconductor,P3_221,154,9
LiSbAsSO_id4032_Final_E-4.96.cif,LiSbAsSO_id4032_E-4.39.cif,LiSbAsSO,-4.9644,0.344,Semiconductor,P1,1,10
CaP2_id4381_Final_E-4.96.cif,CaP2_id4381_E-4.90.cif,CaP2,-4.9643,0.016,Metal,P4_332,212,12
Sr2GeSb(TeO)2_id3107_Final_E-4.96.cif,Sr2GeSb(TeO)2_id3107_E-3.51.cif,Sr2GeSb(TeO)2,-4.9639,0.925,Semiconductor,P3_221,154,24
SiO27_id2471_Final_E-4.96.cif,SiO27_id2471_E-4.03.cif,SiO27,-4.9638,1.219,Semiconductor,P1,1,28
Li3ScSiO16_id856_Final_E-4.96.cif,Li3ScSiO16_id856_E-3.91.cif,Li3ScSiO16,-4.9626,0.0,Metal,Pc,7,42
NaLi6MgO12_id1369_Final_E-4.96.cif,NaLi6MgO12_id1369_E-4.65.cif,NaLi6MgO12,-4.9624,2.047,Semiconductor,R-3,148,60
KMgGaO12_id1832_Final_E-4.96.cif,KMgGaO12_id1832_E-4.68.cif,KMgGaO12,-4.9602,0.483,Semiconductor,C2,5,30
Sr2CSeO2_id3510_Final_E-4.96.cif,Sr2CSeO2_id3510_E-4.96.cif,Sr2CSeO2,-4.9584,1.857,Semiconductor,C222,21,12
KSnO6_id4916_Final_E-4.96.cif,KSnO6_id4916_E-4.73.cif,KSnO6,-4.9575,0.0,Metal,P-31c,163,16
Li2TiGaP3_id4809_Final_E-4.96.cif,Li2TiGaP3_id4809_E-4.60.cif,Li2TiGaP3,-4.9559,1.049,Semiconductor,P1,1,14
KLiAsO8_id4437_Final_E-4.95.cif,KLiAsO8_id4437_E-4.41.cif,KLiAsO8,-4.953,2.602,Semiconductor,Pc,7,22
KSn(SO)4_id3065_Final_E-4.95.cif,KSn(SO)4_id3065_E-4.76.cif,KSn(SO)4,-4.9492,1.446,Semiconductor,P4/nbm,125,20
Na3Li2In8Sn3Se2(S2O9)2_id3431_Final_E-4.95.cif,Na3Li2In8Sn3Se2(S2O9)2_id3431_E-4.26.cif,Na3Li2In8Sn3Se2(S2O9)2,-4.9473,0.986,Semiconductor,P1,1,40
BaSnS2_id225_Final_E-4.95.cif,BaSnS2_id225_E-4.90.cif,BaSnS2,-4.9467,0.911,Semiconductor,I4_122,98,16
MgGa2(SO)4_id1886_Final_E-4.94.cif,MgGa2(SO)4_id1886_E-4.39.cif,MgGa2(SO)4,-4.9445,2.317,Semiconductor,P1,1,11
BaSeO19_id2998_Final_E-4.94.cif,BaSeO19_id2998_E-4.35.cif,BaSeO19,-4.9404,1.203,Semiconductor,P1,1,21
BaCdO12_id3665_Final_E-4.94.cif,BaCdO12_id3665_E-4.85.cif,BaCdO12,-4.939,0.0,Metal,P6_322,182,28
InSnO10_id3778_Final_E-4.94.cif,InSnO10_id3778_E-4.52.cif,InSnO10,-4.9377,3.13,Semiconductor,Fdd2,43,48
ZnSiPC_id2401_Final_E-4.94.cif,ZnSiPC_id2401_E-4.28.cif,ZnSiPC,-4.9354,0.138,Semiconductor,C222_1,20,32
Na3Sr2Li2MgGa2(N2O3)2_id2232_Final_E-4.92.cif,Na3Sr2Li2MgGa2(N2O3)2_id2232_E-3.66.cif,Na3Sr2Li2MgGa2(N2O3)2,-4.9246,2.382,Semiconductor,C2,5,60
BS4_id4692_Final_E-4.92.cif,BS4_id4692_E-3.60.cif,BS4,-4.9236,0.868,Semiconductor,P3_112,151,15
LiB2P_id4348_Final_E-4.92.cif,LiB2P_id4348_E-4.92.cif,LiB2P,-4.9222,1.639,Semiconductor,I4_1/amd,141,16
Li11O16_id2982_Final_E-4.91.cif,Li11O16_id2982_E-4.26.cif,Li11O16,-4.9064,3.085,Semiconductor,Pnn2,34,54
O2_id1393_Final_E-4.91.cif,O2_id1393_E-4.42.cif,O2,-4.9052,0.999,Semiconductor,Pbca,61,16
Ba2S3_id2773_Final_E-4.90.cif,Ba2S3_id2773_E-4.90.cif,Ba2S3,-4.9047,2.058,Semiconductor,Pn-3m,224,10
KBa2SnGe2SO2_id957_Final_E-4.90.cif,KBa2SnGe2SO2_id957_E-3.90.cif,KBa2SnGe2SO2,-4.9036,1.125,Semiconductor,P1,1,36
O2_id3508_Final_E-4.90.cif,O2_id3508_E-4.86.cif,O2,-4.9008,0.979,Semiconductor,Pbca,61,16
SiAsP2S7_id1552_Final_E-4.90.cif,SiAsP2S7_id1552_E-3.93.cif,SiAsP2S7,-4.8994,1.767,Semiconductor,P1,1,11
TiTe4P4S5_id3966_Final_E-4.89.cif,TiTe4P4S5_id3966_E-4.50.cif,TiTe4P4S5,-4.8939,1.001,Semiconductor,P1,1,28
NaZn(As3O2)2_id1805_Final_E-4.89.cif,NaZn(As3O2)2_id1805_E-4.87.cif,NaZn(As3O2)2,-4.8902,1.231,Semiconductor,I4mm,107,24
K5(SeO2)4_id108_Final_E-4.89.cif,K5(SeO2)4_id108_E-4.67.cif,K5(SeO2)4,-4.8868,2.873,Semiconductor,P4_2/n,86,34
Be2Si4Ge2N_id1537_Final_E-4.89.cif,Be2Si4Ge2N_id1537_E-4.30.cif,Be2Si4Ge2N,-4.8865,0.163,Semiconductor,Cc,9,36
Li2Be2Zn2O3_id3032_Final_E-4.88.cif,Li2Be2Zn2O3_id3032_E-4.32.cif,Li2Be2Zn2O3,-4.8829,1.031,Semiconductor,P-1,2,36
Li3Zn2O4_id401_Final_E-4.87.cif,Li3Zn2O4_id401_E-4.11.cif,Li3Zn2O4,-4.8683,2.209,Semiconductor,P2_12_12,18,18
KSnSb(TeO)4_id3323_Final_E-4.87.cif,KSnSb(TeO)4_id3323_E-4.47.cif,KSnSb(TeO)4,-4.8681,0.044,Metal,P1,1,22
LiGaO3_id734_Final_E-4.87.cif,LiGaO3_id734_E-4.36.cif,LiGaO3,-4.868,2.562,Semiconductor,R32,155,30
MgO6_id3588_Final_E-4.87.cif,MgO6_id3588_E-4.48.cif,MgO6,-4.8676,3.511,Insulator,P-1,2,28
Ba2AsPS2_id4185_Final_E-4.86.cif,Ba2AsPS2_id4185_E-4.03.cif,Ba2AsPS2,-4.8626,1.013,Semiconductor,P1,1,6
O2_id2385_Final_E-4.86.cif,O2_id2385_E-4.19.cif,O2,-4.8602,1.169,Semiconductor,P1,1,24
LiTi2Be2ZnBAs2S5_id2543_Final_E-4.86.cif,LiTi2Be2ZnBAs2S5_id2543_E-3.13.cif,LiTi2Be2ZnBAs2S5,-4.8592,1.241,Semiconductor,P2_1/m,11,28
KBe2CdSeO3_id3499_Final_E-4.85.cif,KBe2CdSeO3_id3499_E-2.60.cif,KBe2CdSeO3,-4.8512,2.234,Semiconductor,P-1,2,16
K2SiBS8_id2005_Final_E-4.85.cif,K2SiBS8_id2005_E-4.66.cif,K2SiBS8,-4.8463,1.62,Semiconductor,I-42m,121,24
K4GaB(P2O3)2_id4434_Final_E-4.85.cif,K4GaB(P2O3)2_id4434_E-4.47.cif,K4GaB(P2O3)2,-4.8453,0.268,Semiconductor,P-1,2,32
SiP2_id3936_Final_E-4.84.cif,SiP2_id3936_E-4.82.cif,SiP2,-4.8437,0.0,Metal,P6_522,179,18
CaZnO2_id3776_Final_E-4.84.cif,CaZnO2_id3776_E-4.83.cif,CaZnO2,-4.842,3.363,Semiconductor,I4_122,98,16
Ge2S3_id4543_Final_E-4.84.cif,Ge2S3_id4543_E-4.75.cif,Ge2S3,-4.8397,1.995,Semiconductor,Pccn,56,20
KSbO6_id3539_Final_E-4.83.cif,KSbO6_id3539_E-4.82.cif,KSbO6,-4.83,2.707,Semiconductor,P6_322,182,16
NaZnGeSb2Te4(SeO4)4_id1071_Final_E-4.82.cif,NaZnGeSb2Te4(SeO4)4_id1071_E-4.48.cif,NaZnGeSb2Te4(SeO4)4,-4.8238,1.406,Semiconductor,I222,23,58
KLiSe2O11_id4074_Final_E-4.82.cif,KLiSe2O11_id4074_E-4.40.cif,KLiSe2O11,-4.8216,1.005,Semiconductor,Pc,7,60
K3Sn3Te4As(SO2)4_id4427_Final_E-4.82.cif,K3Sn3Te4As(SO2)4_id4427_E-4.65.cif,K3Sn3Te4As(SO2)4,-4.8187,1.287,Semiconductor,P1,1,46
Zn2Sn2O3_id2893_Final_E-4.82.cif,Zn2Sn2O3_id2893_E-4.02.cif,Zn2Sn2O3,-4.818,1.154,Semiconductor,Pbcn,60,28
Na2As(PO2)2_id3112_Final_E-4.82.cif,Na2As(PO2)2_id3112_E-4.22.cif,Na2As(PO2)2,-4.8156,1.614,Semiconductor,P1,1,18
Li2O3_id654_Final_E-4.81.cif,Li2O3_id654_E-4.49.cif,Li2O3,-4.8148,2.511,Semiconductor,P1,1,20
LiMgTiGaO_id576_Final_E-4.81.cif,LiMgTiGaO_id576_E-3.91.cif,LiMgTiGaO,-4.8114,0.0,Metal,P1,1,20
Sc3(InSe6)2_id3603_Final_E-4.81.cif,Sc3(InSe6)2_id3603_E-4.55.cif,Sc3(InSe6)2,-4.8114,0.315,Semiconductor,P-31c,163,34
NaInO8_id4396_Final_E-4.81.cif,NaInO8_id4396_E-4.68.cif,NaInO8,-4.8101,0.047,Metal,I-42d,122,40
KNaTi2Zn2O2_id1828_Final_E-4.81.cif,KNaTi2Zn2O2_id1828_E-4.36.cif,KNaTi2Zn2O2,-4.8098,0.457,Semiconductor,P-3m1,164,8
Ba2P2Se_id1026_Final_E-4.81.cif,Ba2P2Se_id1026_E-4.11.cif,Ba2P2Se,-4.8091,1.073,Semiconductor,P2/m,10,5
BaSiSn(SeS2)2_id1869_Final_E-4.81.cif,BaSiSn(SeS2)2_id1869_E-4.23.cif,BaSiSn(SeS2)2,-4.8067,0.758,Semiconductor,P2_12_12,18,18
O2_id493_Final_E-4.80.cif,O2_id493_E-4.26.cif,O2,-4.8049,1.044,Semiconductor,Pba2,32,30
SiAs5P3Se_id488_Final_E-4.80.cif,SiAs5P3Se_id488_E-4.19.cif,SiAs5P3Se,-4.8042,1.438,Semiconductor,Pca2_1,29,40
Li2ScTe3N_id130_Final_E-4.80.cif,Li2ScTe3N_id130_E-4.22.cif,Li2ScTe3N,-4.8012,1.065,Semiconductor,P2_1/m,11,14
KO6_id4024_Final_E-4.80.cif,KO6_id4024_E-4.78.cif,KO6,-4.7961,0.0,Metal,P6_322,182,14
K3Te4As(PO3)2_id778_Final_E-4.79.cif,K3Te4As(PO3)2_id778_E-3.73.cif,K3Te4As(PO3)2,-4.7924,0.854,Semiconductor,P1,1,32
AlS_id28_Final_E-4.79.cif,AlS_id28_E-4.37.cif,AlS,-4.7898,0.0,Metal,P1,1,12
SnSbAs2P2SeS5N_id2317_Final_E-4.78.cif,SnSbAs2P2SeS5N_id2317_E-3.99.cif,SnSbAs2P2SeS5N,-4.7803,0.942,Semiconductor,P2/c,13,52
Mg2Sc5(GeTe)2_id2963_Final_E-4.78.cif,Mg2Sc5(GeTe)2_id2963_E-4.07.cif,Mg2Sc5(GeTe)2,-4.7797,0.0,Metal,P4_322,95,44
LiO13_id4210_Final_E-4.78.cif,LiO13_id4210_E-4.33.cif,LiO13,-4.7781,0.0,Metal,P2/c,13,28
Se(SO)2_id169_Final_E-4.78.cif,Se(SO)2_id169_E-4.21.cif,Se(SO)2,-4.7761,2.888,Semiconductor,C2,5,15
BaSnO20_id3118_Final_E-4.77.cif,BaSnO20_id3118_E-4.16.cif,BaSnO20,-4.7712,2.911,Semiconductor,P-3,147,22
PS2_id3334_Final_E-4.77.cif,PS2_id3334_E-4.76.cif,PS2,-4.7689,1.842,Semiconductor,Pbca,61,24
Li4GaO16_id1556_Final_E-4.77.cif,Li4GaO16_id1556_E-3.77.cif,Li4GaO16,-4.7687,0.642,Semiconductor,P1,1,21
BaNO6_id3855_Final_E-4.77.cif,BaNO6_id3855_E-4.74.cif,BaNO6,-4.7669,3.652,Insulator,P6_322,182,16
NaO13_id4859_Final_E-4.76.cif,NaO13_id4859_E-4.12.cif,NaO13,-4.7606,0.0,Metal,Pm,6,28
PSe_id548_Final_E-4.75.cif,PSe_id548_E-4.64.cif,PSe,-4.751,1.196,Semiconductor,Pbca,61,16
Li2As3P8_id3012_Final_E-4.75.cif,Li2As3P8_id3012_E-4.53.cif,Li2As3P8,-4.7472,1.501,Semiconductor,Ccc2,37,52
Ca2(AsP)3_id4517_Final_E-4.74.cif,Ca2(AsP)3_id4517_E-4.47.cif,Ca2(AsP)3,-4.7442,0.0,Metal,R-3c,167,48
K3Li2Cd2Ga3Sb6P6(SO2)6_id2784_Final_E-4.74.cif,K3Li2Cd2Ga3Sb6P6(SO2)6_id2784_E-3.98.cif,K3Li2Cd2Ga3Sb6P6(SO2)6,-4.744,0.224,Semiconductor,P1,1,40
CdGaO16_id4451_Final_E-4.74.cif,CdGaO16_id4451_E-4.63.cif,CdGaO16,-4.7408,0.927,Semiconductor,Pban,50,36
K3Ga2SnB2(S2O)4_id4863_Final_E-4.74.cif,K3Ga2SnB2(S2O)4_id4863_E-4.59.cif,K3Ga2SnB2(S2O)4,-4.7404,1.827,Semiconductor,I222,23,40
Na2TeO5_id4710_Final_E-4.73.cif,Na2TeO5_id4710_E-4.68.cif,Na2TeO5,-4.7308,1.727,Semiconductor,P31m,157,8
K6BaSrO14_id4562_Final_E-4.73.cif,K6BaSrO14_id4562_E-3.66.cif,K6BaSrO14,-4.7272,0.378,Semiconductor,P321,150,22
BaInS2_id4776_Final_E-4.73.cif,BaInS2_id4776_E-4.69.cif,BaInS2,-4.7257,1.714,Semiconductor,R-3m,166,12
BAs2P5S_id2517_Final_E-4.72.cif,BAs2P5S_id2517_E-4.45.cif,BAs2P5S,-4.725,0.0,Metal,Pccm,49,18
K4Mg3SbO6_id1849_Final_E-4.72.cif,K4Mg3SbO6_id1849_E-4.72.cif,K4Mg3SbO6,-4.7227,1.598,Semiconductor,Im-3m,229,28
Na2MgAlZn2Se2(SO5)2_id4897_Final_E-4.72.cif,Na2MgAlZn2Se2(SO5)2_id4897_E-4.00.cif,Na2MgAlZn2Se2(SO5)2,-4.722,3.089,Semiconductor,P3_121,152,60
BP12_id2597_Final_E-4.71.cif,BP12_id2597_E-4.71.cif,BP12,-4.7125,2.993,Semiconductor,I432,211,26
AlSi3Se3S_id453_Final_E-4.71.cif,AlSi3Se3S_id453_E-4.66.cif,AlSi3Se3S,-4.7112,0.067,Semiconductor,P6_3mc,186,16
SrInO8_id3994_Final_E-4.71.cif,SrInO8_id3994_E-4.71.cif,SrInO8,-4.7073,1.384,Semiconductor,Fm-3m,225,40
BaO6_id2225_Final_E-4.71.cif,BaO6_id2225_E-4.70.cif,BaO6,-4.7068,3.165,Semiconductor,P6/mmm,191,7
GeO20_id1289_Final_E-4.70.cif,GeO20_id1289_E-4.05.cif,GeO20,-4.7017,0.671,Semiconductor,P2_1,4,42
NaAsO48_id1527_Final_E-4.70.cif,NaAsO48_id1527_E-3.97.cif,NaAsO48,-4.6973,0.855,Semiconductor,P-1,2,50
Sr4CdN4_id2157_Final_E-4.69.cif,Sr4CdN4_id2157_E-4.42.cif,Sr4CdN4,-4.6934,2.67,Semiconductor,P4_232,208,54
MgZn2O8_id1460_Final_E-4.68.cif,MgZn2O8_id1460_E-4.20.cif,MgZn2O8,-4.6806,1.501,Semiconductor,P1,1,22
SrCaSiB3_id4424_Final_E-4.68.cif,SrCaSiB3_id4424_E-3.78.cif,SrCaSiB3,-4.6801,0.103,Semiconductor,C2,5,24
Zn3O4_id4005_Final_E-4.68.cif,Zn3O4_id4005_E-4.26.cif,Zn3O4,-4.6781,0.958,Semiconductor,P1,1,14
Ca3Se4_id3730_Final_E-4.68.cif,Ca3Se4_id3730_E-4.59.cif,Ca3Se4,-4.6764,1.013,Semiconductor,I-43d,220,28
BaGaTeSO_id692_Final_E-4.68.cif,BaGaTeSO_id692_E-4.06.cif,BaGaTeSO,-4.676,1.296,Semiconductor,P2_1,4,20
Ca3Se4_id2353_Final_E-4.68.cif,Ca3Se4_id2353_E-4.63.cif,Ca3Se4,-4.6757,1.089,Semiconductor,I-43d,220,28
Al3SiSn3Ge(AsO)3_id2333_Final_E-4.67.cif,Al3SiSn3Ge(AsO)3_id2333_E-3.72.cif,Al3SiSn3Ge(AsO)3,-4.6744,0.0,Metal,P6_3,173,28
As5P3S5_id96_Final_E-4.67.cif,As5P3S5_id96_E-4.34.cif,As5P3S5,-4.6705,0.124,Semiconductor,Pnn2,34,26
As2S_id2903_Final_E-4.67.cif,As2S_id2903_E-4.37.cif,As2S,-4.6684,0.732,Semiconductor,Pbcn,60,12
SiSb_id2244_Final_E-4.67.cif,SiSb_id2244_E-4.16.cif,SiSb,-4.666,0.016,Metal,P1,1,16
Si3Se4_id4181_Final_E-4.66.cif,Si3Se4_id4181_E-4.29.cif,Si3Se4,-4.6603,1.75,Semiconductor,I-43d,220,28
KLiO19_id3814_Final_E-4.65.cif,KLiO19_id3814_E-4.10.cif,KLiO19,-4.6532,0.103,Semiconductor,Pc,7,42
KGe3S3N_id3420_Final_E-4.65.cif,KGe3S3N_id3420_E-3.94.cif,KGe3S3N,-4.6487,0.549,Semiconductor,P-1,2,16
MgSeO_id1044_Final_E-4.64.cif,MgSeO_id1044_E-3.91.cif,MgSeO,-4.6443,2.091,Semiconductor,P4_2/ncm,138,12
LiCa4S11_id3494_Final_E-4.64.cif,LiCa4S11_id3494_E-3.85.cif,LiCa4S11,-4.6397,1.896,Semiconductor,P1,1,48
GaP2_id3094_Final_E-4.64.cif,GaP2_id3094_E-4.17.cif,GaP2,-4.6362,0.456,Semiconductor,P4_122,91,12
O2_id2541_Final_E-4.63.cif,O2_id2541_E-4.34.cif,O2,-4.6334,2.765,Semiconductor,Pba2,32,42
ZnO_id3306_Final_E-4.63.cif,ZnO_id3306_E-4.30.cif,ZnO,-4.6326,0.635,Semiconductor,P4_2/ncm,138,8
KLiO6_id4768_Final_E-4.63.cif,KLiO6_id4768_E-3.11.cif,KLiO6,-4.628,3.013,Semiconductor,P-1,2,16
Al3(PS3)2_id332_Final_E-4.63.cif,Al3(PS3)2_id332_E-3.85.cif,Al3(PS3)2,-4.6265,0.0,Metal,C2/c,15,44
BaMgS2_id4183_Final_E-4.62.cif,BaMgS2_id4183_E-4.62.cif,BaMgS2,-4.6222,2.155,Semiconductor,R-3m,166,12
NaLi6Te3P3(SN)3_id4452_Final_E-4.62.cif,NaLi6Te3P3(SN)3_id4452_E-3.90.cif,NaLi6Te3P3(SN)3,-4.6214,1.345,Semiconductor,P31c,159,38
K4O17_id1166_Final_E-4.62.cif,K4O17_id1166_E-4.09.cif,K4O17,-4.6214,2.022,Semiconductor,Pc,7,42
O2_id2362_Final_E-4.62.cif,O2_id2362_E-4.45.cif,O2,-4.6204,1.049,Semiconductor,P2_1/c,14,20
O2_id2984_Final_E-4.62.cif,O2_id2984_E-4.51.cif,O2,-4.6188,1.083,Semiconductor,Aem2,39,40
As5S4_id4266_Final_E-4.62.cif,As5S4_id4266_E-4.36.cif,As5S4,-4.6161,0.0,Metal,I4_1/a,88,36
KMg7Cd4O12_id3901_Final_E-4.61.cif,KMg7Cd4O12_id3901_E-3.24.cif,KMg7Cd4O12,-4.6057,1.944,Semiconductor,P1,1,24
K(TeO3)2_id1232_Final_E-4.60.cif,K(TeO3)2_id1232_E-4.60.cif,K(TeO3)2,-4.5991,3.623,Insulator,P-3,147,9
MgBeCd2O16_id1046_Final_E-4.60.cif,MgBeCd2O16_id1046_E-3.34.cif,MgBeCd2O16,-4.5973,0.007,Metal,P-42c,112,40
NaGa3Sb4O9_id3532_Final_E-4.59.cif,NaGa3Sb4O9_id3532_E-4.55.cif,NaGa3Sb4O9,-4.5923,1.889,Semiconductor,P6_3,173,34
AlInSi8_id1733_Final_E-4.59.cif,AlInSi8_id1733_E-4.14.cif,AlInSi8,-4.5892,0.712,Semiconductor,P1,1,20
MgCdO4_id3019_Final_E-4.59.cif,MgCdO4_id3019_E-4.08.cif,MgCdO4,-4.5886,0.128,Semiconductor,I4_1/a,88,24
Li2CdO4_id1616_Final_E-4.59.cif,Li2CdO4_id1616_E-4.27.cif,Li2CdO4,-4.5858,1.178,Semiconductor,P-1,2,14
ZnSbAsS2O_id4957_Final_E-4.58.cif,ZnSbAsS2O_id4957_E-4.28.cif,ZnSbAsS2O,-4.5824,1.229,Semiconductor,Pca2_1,29,24
NO20_id780_Final_E-4.58.cif,NO20_id780_E-3.97.cif,NO20,-4.5803,8.625,Insulator,Pc,7,42
LiMgInNO_id1372_Final_E-4.58.cif,LiMgInNO_id1372_E-3.73.cif,LiMgInNO,-4.5787,0.198,Semiconductor,Pca2_1,29,20
NaO2_id4016_Final_E-4.58.cif,NaO2_id4016_E-4.00.cif,NaO2,-4.5786,0.0,Metal,C2/c,15,48
Mg2O19_id3661_Final_E-4.58.cif,Mg2O19_id3661_E-3.86.cif,Mg2O19,-4.5774,0.811,Semiconductor,Pc,7,42
O2_id2346_Final_E-4.57.cif,O2_id2346_E-3.84.cif,O2,-4.5746,1.095,Semiconductor,P2_1,4,42
KNaGeSe2(SO)2_id4996_Final_E-4.57.cif,KNaGeSe2(SO)2_id4996_E-4.50.cif,KNaGeSe2(SO)2,-4.5742,1.545,Semiconductor,P3_221,154,27
BSb_id3324_Final_E-4.57.cif,BSb_id3324_E-3.26.cif,BSb,-4.5732,0.184,Semiconductor,P1,1,48
MgAlZnSi2Te2(S2O)2_id1729_Final_E-4.57.cif,MgAlZnSi2Te2(S2O)2_id1729_E-3.26.cif,MgAlZnSi2Te2(S2O)2,-4.5674,1.009,Semiconductor,P3_221,154,39
KGaAsSO_id2983_Final_E-4.56.cif,KGaAsSO_id2983_E-4.23.cif,KGaAsSO,-4.5601,1.885,Semiconductor,Pcc2,27,20
Ca3O8_id981_Final_E-4.56.cif,Ca3O8_id981_E-4.20.cif,Ca3O8,-4.5598,0.053,Semiconductor,Pm-3m,221,44
Ba2LiIn(SnO2)2_id4045_Final_E-4.55.cif,Ba2LiIn(SnO2)2_id4045_E-4.01.cif,Ba2LiIn(SnO2)2,-4.553,1.166,Semiconductor,C2/c,15,40
LiZn4NO4_id4277_Final_E-4.55.cif,LiZn4NO4_id4277_E-3.60.cif,LiZn4NO4,-4.5497,1.352,Semiconductor,I4_1/a,88,40
Li4O3_id3746_Final_E-4.55.cif,Li4O3_id3746_E-4.18.cif,Li4O3,-4.5496,5.118,Insulator,Fm-3m,225,56
AlInSiGe2AsSe2S13_id486_Final_E-4.55.cif,AlInSiGe2AsSe2S13_id486_E-4.22.cif,AlInSiGe2AsSe2S13,-4.5481,1.074,Semiconductor,P2_1,4,42
B(TeO3)2_id2838_Final_E-4.55.cif,B(TeO3)2_id2838_E-4.15.cif,B(TeO3)2,-4.5467,2.663,Semiconductor,Pc,7,36
SbAs6PS5_id2163_Final_E-4.54.cif,SbAs6PS5_id2163_E-4.28.cif,SbAs6PS5,-4.5443,0.0,Metal,P2_12_12_1,19,52
LiGa(SnS2)2_id4817_Final_E-4.54.cif,LiGa(SnS2)2_id4817_E-4.38.cif,LiGa(SnS2)2,-4.5432,1.442,Semiconductor,I-42d,122,32
Si3Ge2_id3501_Final_E-4.54.cif,Si3Ge2_id3501_E-4.53.cif,Si3Ge2,-4.5418,0.647,Semiconductor,R32,155,20
SrSbSe_id1766_Final_E-4.54.cif,SrSbSe_id1766_E-3.81.cif,SrSbSe,-4.5417,1.477,Semiconductor,P2_1/m,11,6
Ba6InGe(CO)2_id4022_Final_E-4.54.cif,Ba6InGe(CO)2_id4022_E-3.83.cif,Ba6InGe(CO)2,-4.5405,0.0,Metal,P1,1,12
BaGe2As5_id2203_Final_E-4.54.cif,BaGe2As5_id2203_E-4.12.cif,BaGe2As5,-4.5375,0.0,Metal,P1,1,32
NaGaO_id1011_Final_E-4.54.cif,NaGaO_id1011_E-4.14.cif,NaGaO,-4.537,1.752,Semiconductor,Pca2_1,29,12
Al3Si8Te4(SeS2)2_id3331_Final_E-4.53.cif,Al3Si8Te4(SeS2)2_id3331_E-3.85.cif,Al3Si8Te4(SeS2)2,-4.5337,1.328,Semiconductor,Pnn2,34,42
Li2As2N_id4973_Final_E-4.52.cif,Li2As2N_id4973_E-4.36.cif,Li2As2N,-4.5219,1.038,Semiconductor,Pbcn,60,20
Ba3Li2(SeS)2_id987_Final_E-4.52.cif,Ba3Li2(SeS)2_id987_E-4.10.cif,Ba3Li2(SeS)2,-4.5192,1.751,Semiconductor,Cmc2_1,36,36
K3LiMg3Ti3Si3(BAs2)3_id2387_Final_E-4.52.cif,K3LiMg3Ti3Si3(BAs2)3_id2387_E-3.12.cif,K3LiMg3Ti3Si3(BAs2)3,-4.5178,0.589,Semiconductor,P3,143,22
InO25_id1355_Final_E-4.51.cif,InO25_id1355_E-4.25.cif,InO25,-4.5143,1.09,Semiconductor,Pc,7,52
Mg3(PS2)2_id1982_Final_E-4.51.cif,Mg3(PS2)2_id1982_E-3.68.cif,Mg3(PS2)2,-4.5101,1.29,Semiconductor,P2_12_12,18,18
Zn2O3_id1464_Final_E-4.51.cif,Zn2O3_id1464_E-3.78.cif,Zn2O3,-4.5095,1.852,Semiconductor,P2_1/c,14,20
Ba4ZnIn3(SeO)6_id3684_Final_E-4.51.cif,Ba4ZnIn3(SeO)6_id3684_E-3.35.cif,Ba4ZnIn3(SeO)6,-4.5081,1.551,Semiconductor,P-1,2,40
KCaO26_id1684_Final_E-4.51.cif,KCaO26_id1684_E-4.08.cif,KCaO26,-4.5061,3.293,Semiconductor,P1,1,56
Li2As2PS2_id904_Final_E-4.50.cif,Li2As2PS2_id904_E-4.34.cif,Li2As2PS2,-4.503,2.27,Semiconductor,Aea2,41,28
Ga3GeS8_id2035_Final_E-4.50.cif,Ga3GeS8_id2035_E-3.91.cif,Ga3GeS8,-4.4972,1.883,Semiconductor,P1,1,24
Zn2O3_id1585_Final_E-4.49.cif,Zn2O3_id1585_E-3.94.cif,Zn2O3,-4.489,1.237,Semiconductor,Pbcn,60,20
Mg3AlZnTe4Se2(S2O)4_id3256_Final_E-4.49.cif,Mg3AlZnTe4Se2(S2O)4_id3256_E-4.02.cif,Mg3AlZnTe4Se2(S2O)4,-4.4881,1.116,Semiconductor,Pnn2,34,46
MgZn2Cd2O10_id2922_Final_E-4.49.cif,MgZn2Cd2O10_id2922_E-3.64.cif,MgZn2Cd2O10,-4.4869,1.544,Semiconductor,P2/c,13,30
As_id2344_Final_E-4.49.cif,As_id2344_E-4.32.cif,As,-4.4868,0.355,Semiconductor,Pma2,28,16
As_id3744_Final_E-4.49.cif,As_id3744_E-4.24.cif,As,-4.4851,0.219,Semiconductor,P2_12_12_1,19,24
MgTiZnSn(TeS)2_id1331_Final_E-4.48.cif,MgTiZnSn(TeS)2_id1331_E-3.88.cif,MgTiZnSn(TeS)2,-4.484,1.031,Semiconductor,P-1,2,16
